product_id,product_name,category,product_weight_kg,fragility_index,shipping_type
58.0,"Smart TV 43""",Electronics,8.7,4.0,Sea
59.0,WiFi Router,Electronics,0.5,3.0,Road
60.0,USB Flash Drive Pack,Electronics,0.06,2.0,Air
61.0,Hardcover Novel,Paper Product,0.9,1.0,Road
62.0,Office Paper Ream,Paper Product,2.3,1.0,Road
63.0,Sketchbook Set,Paper Product,0.6,1.0,Road
64.0,Daily Diary,Paper Product,0.4,1.0,Air
65.0,Magazine Bundle,Paper Product,1.0,1.0,Road
66.0,Planner Notebook,Paper Product,0.5,1.0,Air
67.0,Children Story Book,Paper Product,0.35,1.0,Air
68.0,Coloring Book Set,Paper Product,1.2,1.0,Road
69.0,Recipe Book,Paper Product,0.7,1.0,Road
70.0,Office File Folder Set,Paper Product,0.8,1.0,Road
71.0,Protein Bar Pack,Food,0.4,2.0,Road
72.0,Instant Noodles Pack,Food,0.5,2.0,Road
73.0,Pasta Box,Food,0.6,2.0,Road
74.0,Rice Bag 5kg,Food,5.0,1.0,Road
75.0,Sugar Pack 2kg,Food,2.0,1.0,Road
76.0,Cookie Tin,Food,0.9,2.0,Road
77.0,Olive Oil Bottle,Food,1.0,3.0,Road
78.0,Frozen Veggie Pack,Food,1.2,2.0,Air
79.0,Granola Pack,Food,0.5,2.0,Road
80.0,Spice Jar Set,Food,0.7,2.0,Air
81.0,Lipstick,Cosmetics,0.1,3.0,Road
82.0,Face Serum Bottle,Cosmetics,0.15,4.0,Road
83.0,Makeup Palette,Cosmetics,0.3,3.0,Road
84.0,Compact Powder,Cosmetics,0.12,3.0,Road
85.0,Nail Polish Set,Cosmetics,0.25,3.0,Road
86.0,Face Wash Tube,Cosmetics,0.2,2.0,Road
87.0,Eyeshadow Kit,Cosmetics,0.22,3.0,Road
88.0,Sunscreen Lotion,Cosmetics,0.3,2.0,Road
89.0,Beard Oil Bottle,Cosmetics,0.18,3.0,Road
90.0,Hair Gel Jar,Cosmetics,0.35,2.0,Road
91.0,First Aid Kit,Pharmacy,0.8,3.0,Road
92.0,Digital Thermometer,Pharmacy,0.08,3.0,Air
93.0,Blood Pressure Monitor,Pharmacy,0.6,3.0,Road
94.0,Glucose Meter,Pharmacy,0.2,3.0,Air
95.0,Eye Drop Bottle,Pharmacy,0.05,3.0,Air
96.0,Nasal Spray,Pharmacy,0.07,3.0,Air
97.0,Pain Relief Ointment,Pharmacy,0.12,3.0,Road
98.0,Bandage Roll,Pharmacy,0.18,2.0,Road
99.0,Coffee Mug,Drinkware,0.35,2.0,Road
100.0,Thermos Flask,Drinkware,0.6,3.0,Road
101.0,Travel Tumbler,Drinkware,0.4,3.0,Road
102.0,Juice Bottle Pack,Drinkware,1.1,3.0,Road
103.0,Premium Wine Bottle,Drinkware,1.3,4.0,Sea
104.0,Glass Bottle Set,Drinkware,1.6,4.0,Sea
105.0,Water Bottle - Family Size,Drinkware,1.0,3.0,Road
106.0,Energy Drink Pack,Drinkware,0.9,2.0,Road
107.0,Snack Box - Value Pack,Food,0.8,2.0,Road
108.0,Snack Bag (Small),Food,0.25,2.0,Road
109.0,Chocolate Box - Premium,Food,0.6,2.0,Air
110.0,Cereal Box - Family Size,Food,0.9,2.0,Road
111.0,Tea Box Pack,Food,0.4,2.0,Air
112.0,Coffee Pack - Premium,Food,0.35,2.0,Air
113.0,Rice Bag (Small),Food,1.0,1.0,Road
114.0,Sugar Pack (Small),Food,1.0,1.0,Road
115.0,Granola Pack - Standard,Food,0.55,2.0,Road
116.0,Instant Noodles Pack - Value Pack,Food,0.8,2.0,Road
117.0,Smartphone - Standard,Electronics,0.32,5.0,Air
118.0,Smartphone - Premium,Electronics,0.29,5.0,Air
119.0,Tablet (Large),Electronics,0.65,4.0,Air
120.0,Tablet (Small),Electronics,0.45,4.0,Air
121.0,Laptop - Standard,Electronics,2.3,5.0,Air
122.0,Laptop - Premium,Electronics,2.7,5.0,Air
123.0,Headphones Set,Electronics,0.35,4.0,Air
124.0,Bluetooth Speaker - Premium,Electronics,0.9,4.0,Road
125.0,Wireless Mouse (Small),Electronics,0.12,3.0,Air
126.0,Power Bank - Standard,Electronics,0.22,3.0,Air
127.0,Smartwatch - Premium,Electronics,0.21,4.0,Air
128.0,Router (Dual Band),Electronics,0.52,3.0,Road
129.0,"LED Monitor 27""",Electronics,5.0,4.0,Sea
130.0,"Smart TV 55""",Electronics,11.0,4.0,Sea
131.0,Office Paper Ream Pack,Paper Product,4.5,1.0,Road
132.0,Notebook Set,Paper Product,1.1,1.0,Road
133.0,Sketchbook (Large),Paper Product,0.75,1.0,Road
134.0,Diary - Premium,Paper Product,0.45,1.0,Air
135.0,Magazine Bundle - Monthly,Paper Product,1.2,1.0,Road
136.0,Children Story Book Set,Paper Product,1.0,1.0,Road
137.0,Coloring Book Set - Value Pack,Paper Product,1.5,1.0,Road
138.0,Recipe Book - Family Edition,Paper Product,0.8,1.0,Road
139.0,Office File Folder Set - Large,Paper Product,1.0,1.0,Road
140.0,Hardcover Novel - Deluxe,Paper Product,1.1,1.0,Road
141.0,Perfume Bottle - Premium,Cosmetics,0.25,4.0,Road
142.0,Perfume Set - Family Size,Cosmetics,0.8,4.0,Road
143.0,Shampoo Bottle (Large),Cosmetics,0.6,3.0,Road
144.0,Shampoo Pack - Value Pack,Cosmetics,0.7,3.0,Road
145.0,Face Serum Bottle - Small,Cosmetics,0.12,4.0,Road
146.0,Lipstick Set,Cosmetics,0.18,3.0,Road
147.0,Compact Powder - Standard,Cosmetics,0.14,3.0,Road
148.0,Nail Polish Set - Premium,Cosmetics,0.3,3.0,Road
149.0,Sunscreen Lotion - Family Size,Cosmetics,0.45,2.0,Road
150.0,Hair Gel Jar - Large,Cosmetics,0.4,2.0,Road
151.0,Medicine Pack - Standard,Pharmacy,0.15,3.0,Air
152.0,Medicine Pack - Large,Pharmacy,0.25,3.0,Road
153.0,Medicine Syrup - Kids,Pharmacy,0.28,3.0,Air
154.0,Vitamin Bottle - Large,Pharmacy,0.35,3.0,Road
155.0,Vitamin Box - Family Pack,Pharmacy,0.6,3.0,Road
156.0,First Aid Kit - Premium,Pharmacy,1.0,3.0,Road
157.0,Blood Pressure Monitor Set,Pharmacy,0.7,3.0,Road
158.0,Glucose Meter Pack,Pharmacy,0.25,3.0,Air
159.0,Eye Drop Bottle - Small,Pharmacy,0.04,3.0,Air
160.0,Pain Relief Ointment Pack,Pharmacy,0.2,3.0,Road
161.0,Bandage Roll Set,Pharmacy,0.3,2.0,Road
162.0,Water Bottle Pack,Drinkware,1.4,3.0,Road
163.0,Travel Tumbler Set,Drinkware,0.9,3.0,Road
164.0,Thermos Flask - Large,Drinkware,0.85,3.0,Road
165.0,Glass Bottle - Premium,Drinkware,0.95,4.0,Sea
166.0,Wine Bottle Set,Drinkware,2.6,4.0,Sea
167.0,Juice Pack - Family Size,Drinkware,1.5,3.0,Road
168.0,Energy Drink - Value Pack,Drinkware,1.1,2.0,Road
169.0,Snack Mix - Premium,Food,0.7,2.0,Road
170.0,Snack Box - Family Size,Food,1.0,2.0,Road
171.0,Chocolate Bag - Value Pack,Food,0.55,2.0,Air
172.0,Cereal Packet - Small,Food,0.35,2.0,Road
173.0,Granola Pack (Large),Food,0.65,2.0,Road
174.0,Pasta Box (Large),Food,0.8,2.0,Road
175.0,Frozen Veggie Pack - Family Size,Food,1.6,2.0,Air
176.0,Spice Jar Set - Premium,Food,0.85,2.0,Air
177.0,Rice Bag 10kg,Food,10.0,1.0,Sea
178.0,Sugar Pack 5kg,Food,5.0,1.0,Road
179.0,Smartphone - Value Pack,Electronics,0.31,5.0,Air
180.0,Tablet Device - Standard,Electronics,0.55,4.0,Air
181.0,Laptop - Business Edition,Electronics,2.9,5.0,Air
182.0,Wireless Mouse - Premium,Electronics,0.16,3.0,Air
183.0,Bluetooth Speaker - Standard,Electronics,0.7,4.0,Road
184.0,USB Flash Drive Bundle,Electronics,0.08,2.0,Air
185.0,Router (Mesh),Electronics,0.6,3.0,Road
186.0,"LED Monitor 32""",Electronics,6.1,4.0,Sea
187.0,"Smart TV 65""",Electronics,14.0,4.0,Sea
188.0,Graphic Tablet - Large,Electronics,1.4,4.0,Air
189.0,Office Paper Ream - Premium,Paper Product,2.6,1.0,Road
190.0,Notebook - Small,Paper Product,0.25,1.0,Air
191.0,Booklet - Training Manual,Paper Product,0.4,1.0,Air
192.0,Children Story Book - Illustrated,Paper Product,0.5,1.0,Road
193.0,Coloring Book Set - Kids,Paper Product,1.3,1.0,Road
194.0,Recipe Book - Dessert Edition,Paper Product,0.65,1.0,Road
195.0,Office File Folder Set - Premium,Paper Product,0.9,1.0,Road
196.0,Hardcover Novel - Collector Edition,Paper Product,1.3,1.0,Road
197.0,Magazine Bundle - Weekly,Paper Product,0.95,1.0,Road
198.0,Planner Notebook - Deluxe,Paper Product,0.55,1.0,Air
199.0,Perfume Bottle (Small),Cosmetics,0.18,4.0,Road
200.0,Perfume Set - Deluxe,Cosmetics,0.9,4.0,Road
201.0,Shampoo Bottle - Travel Size,Cosmetics,0.22,3.0,Road
202.0,Shampoo Pack - Family Size,Cosmetics,0.8,3.0,Road
203.0,Lotion Bottle - Premium,Cosmetics,0.45,3.0,Road
204.0,Face Wash Tube - Oil Control,Cosmetics,0.25,2.0,Road
205.0,Eyeshadow Kit - Deluxe,Cosmetics,0.28,3.0,Road
206.0,Nail Polish Set - Glitter,Cosmetics,0.32,3.0,Road
207.0,Sunscreen Lotion SPF50,Cosmetics,0.35,2.0,Road
208.0,Beard Oil Bottle - Small,Cosmetics,0.14,3.0,Road
209.0,Hair Gel Jar - Extra Hold,Cosmetics,0.38,2.0,Road
210.0,Medicine Pack - Kids,Pharmacy,0.18,3.0,Air
211.0,Medicine Syrup - Adult,Pharmacy,0.32,3.0,Air
212.0,Vitamin Bottle - Kids,Pharmacy,0.22,3.0,Road
213.0,Vitamin Box - Premium,Pharmacy,0.55,3.0,Road
214.0,First Aid Kit - Travel,Pharmacy,0.6,3.0,Road
215.0,Digital Thermometer - Premium,Pharmacy,0.09,3.0,Air
216.0,Glucose Meter - Compact,Pharmacy,0.18,3.0,Air
217.0,Eye Drop Bottle - Allergy Relief,Pharmacy,0.05,3.0,Air
218.0,Nasal Spray - Decongestant,Pharmacy,0.08,3.0,Air
219.0,Bandage Roll - Elastic,Pharmacy,0.22,2.0,Road
220.0,Pain Relief Ointment - Extra Strength,Pharmacy,0.16,3.0,Road
221.0,Water Bottle (Small),Drinkware,0.55,3.0,Road
222.0,Water Jug - Premium,Drinkware,2.4,3.0,Sea
223.0,Glass Bottle Set - Gift,Drinkware,1.8,4.0,Sea
224.0,Travel Tumbler - Insulated,Drinkware,0.45,3.0,Road
225.0,Thermos Flask - Travel,Drinkware,0.7,3.0,Road
226.0,Juice Bottle - Kids Pack,Drinkware,0.65,3.0,Road
227.0,Energy Drink - Sports,Drinkware,0.55,2.0,Road
228.0,Snack Pack - Kids,Food,0.35,2.0,Road
229.0,Snack Bag - Extra Spicy,Food,0.3,2.0,Road
230.0,Snack Box - Party Pack,Food,1.2,2.0,Road
231.0,Chocolate Box - Gift,Food,0.75,2.0,Air
232.0,Cereal Box - Kids,Food,0.5,2.0,Road
233.0,Cereal Packet - Value Pack,Food,0.7,2.0,Road
234.0,Tea Box - Premium,Food,0.35,2.0,Air
235.0,Coffee Pack - Dark Roast,Food,0.4,2.0,Air
236.0,Granola Pack - Honey,Food,0.6,2.0,Road
237.0,Instant Noodles Pack - Spicy,Food,0.55,2.0,Road
238.0,Smartphone - Lite,Electronics,0.27,5.0,Air
239.0,Smartphone - Max,Electronics,0.33,5.0,Air
240.0,Tablet - Kids Edition,Electronics,0.5,4.0,Air
241.0,Tablet Device - Business,Electronics,0.7,4.0,Air
242.0,Laptop - Gaming,Electronics,3.2,5.0,Air
243.0,Headphones - Wireless,Electronics,0.32,4.0,Air
244.0,Power Bank - High Capacity,Electronics,0.4,3.0,Air
245.0,Bluetooth Speaker - Mini,Electronics,0.45,4.0,Road
246.0,USB Flash Drive - 64GB,Electronics,0.05,2.0,Air
247.0,Router - Gaming,Electronics,0.7,3.0,Road
248.0,"LED Monitor 21""",Electronics,3.5,4.0,Sea
249.0,"Smart TV 32""",Electronics,7.8,4.0,Sea
250.0,Graphic Tablet - Compact,Electronics,0.9,4.0,Air
251.0,Office Paper Ream - Economy,Paper Product,2.1,1.0,Road
252.0,Notebook - Spiral,Paper Product,0.45,1.0,Road
253.0,Book - Paperback Novel,Paper Product,0.5,1.0,Road
254.0,Diary - Pocket,Paper Product,0.3,1.0,Air
255.0,Children Story Book - Beginner,Paper Product,0.4,1.0,Road
256.0,Coloring Book Set - Animals,Paper Product,1.1,1.0,Road
257.0,Recipe Book - Quick Meals,Paper Product,0.6,1.0,Road
258.0,Office File Folder Set - Basic,Paper Product,0.75,1.0,Road
259.0,Hardcover Novel - Thriller,Paper Product,0.95,1.0,Road
260.0,Magazine Bundle - Travel,Paper Product,0.85,1.0,Road
261.0,Perfume Bottle - Floral,Cosmetics,0.22,4.0,Road
262.0,Perfume Set - Travel,Cosmetics,0.5,4.0,Road
263.0,Shampoo Bottle - Herbal,Cosmetics,0.38,3.0,Road
264.0,Shampoo Pack - Anti-Dandruff,Cosmetics,0.55,3.0,Road
265.0,Face Serum Bottle - Anti-Aging,Cosmetics,0.17,4.0,Road
266.0,Lipstick - Matte,Cosmetics,0.11,3.0,Road
267.0,Compact Powder - Oil Control,Cosmetics,0.13,3.0,Road
268.0,Eyeshadow Kit - Nude,Cosmetics,0.24,3.0,Road
269.0,Nail Polish Set - Neon,Cosmetics,0.27,3.0,Road
270.0,Sunscreen Lotion SPF30,Cosmetics,0.32,2.0,Road
271.0,Medicine Pack - Travel,Pharmacy,0.14,3.0,Air
272.0,Medicine Syrup - Cough Relief,Pharmacy,0.3,3.0,Air
273.0,Vitamin Bottle - Women,Pharmacy,0.24,3.0,Road
274.0,Vitamin Bottle - Men,Pharmacy,0.26,3.0,Road
275.0,First Aid Kit - Home,Pharmacy,0.9,3.0,Road
276.0,Digital Thermometer - Kids,Pharmacy,0.08,3.0,Air
277.0,Glucose Meter - Starter,Pharmacy,0.2,3.0,Air
278.0,Eye Drop Bottle - Dry Eye,Pharmacy,0.05,3.0,Air
279.0,Nasal Spray - Kids,Pharmacy,0.07,3.0,Air
280.0,Bandage Roll - Cotton,Pharmacy,0.2,2.0,Road
281.0,Water Bottle - Sports,Drinkware,0.7,3.0,Road
282.0,Travel Tumbler - Steel,Drinkware,0.5,3.0,Road
283.0,Thermos Flask - Office,Drinkware,0.75,3.0,Road
284.0,Glass Bottle - Vintage,Drinkware,0.9,4.0,Sea
285.0,Wine Bottle - Reserve,Drinkware,1.4,4.0,Sea
286.0,Juice Pack - Breakfast,Drinkware,1.2,3.0,Road
287.0,Energy Drink - Zero Sugar,Drinkware,0.6,2.0,Road
288.0,Snack Pack - Party Mix,Food,0.65,2.0,Road
289.0,Snack Bag - Cheese,Food,0.28,2.0,Road
290.0,Snack Box - Office Pack,Food,0.9,2.0,Road
291.0,Chocolate Box - Dark,Food,0.55,2.0,Air
292.0,Cereal Box - High Fiber,Food,0.52,2.0,Road
293.0,Cereal Packet - Chocolate,Food,0.48,2.0,Road
294.0,Tea Box - Green Tea,Food,0.33,2.0,Air
295.0,Coffee Pack - Instant,Food,0.36,2.0,Air
296.0,Granola Pack - Berry,Food,0.58,2.0,Road
297.0,Instant Noodles Pack - Cup,Food,0.42,2.0,Road
298.0,Rice Bag 2kg,Food,2.0,1.0,Road
299.0,Sugar Pack 1kg,Food,1.0,1.0,Road
300.0,Cookie Tin - Assorted,Food,1.1,2.0,Road
301.0,Wireless Mouse - Office,Electronics,0.14,3.0,Air
302.0,Smartphone - Enterprise,Electronics,0.34,5.0,Air
303.0,Tablet Device - Education,Electronics,0.58,4.0,Air
304.0,Laptop - Ultrabook,Electronics,1.9,5.0,Air
305.0,Headphones - Studio,Electronics,0.4,4.0,Air
306.0,Bluetooth Speaker - Outdoor,Electronics,1.1,4.0,Road
307.0,Power Bank - Slim,Electronics,0.2,3.0,Air
308.0,USB Flash Drive - 128GB,Electronics,0.06,2.0,Air
309.0,Router - Dual Band,Electronics,0.55,3.0,Road
310.0,"LED Monitor 19""",Electronics,3.0,4.0,Sea
311.0,"Smart TV 40""",Electronics,8.2,4.0,Sea
312.0,Graphic Tablet - Student,Electronics,0.85,4.0,Air
313.0,Office Paper Ream - Student,Paper Product,2.2,1.0,Road
314.0,Notebook - College Ruled,Paper Product,0.5,1.0,Road
315.0,Book - Science Textbook,Paper Product,1.3,1.0,Road
316.0,Diary - Leather Cover,Paper Product,0.6,1.0,Road
317.0,Children Story Book - Fairytale,Paper Product,0.45,1.0,Road
318.0,Coloring Book Set - Alphabet,Paper Product,1.0,1.0,Road
319.0,Recipe Book - Vegan,Paper Product,0.7,1.0,Road
320.0,Planner Notebook - Academic,Paper Product,0.5,1.0,Air
321.0,Hardcover Novel - Romance,Paper Product,1.0,1.0,Road
322.0,Magazine Bundle - Fashion,Paper Product,0.9,1.0,Road
323.0,Perfume Bottle - Citrus,Cosmetics,0.23,4.0,Road
324.0,Perfume Bottle - Woody,Cosmetics,0.24,4.0,Road
325.0,Perfume Set - Gift,Cosmetics,0.75,4.0,Road
326.0,Shampoo Bottle - Anti Hairfall,Cosmetics,0.42,3.0,Road
327.0,Shampoo Bottle - Volumizing,Cosmetics,0.4,3.0,Road
328.0,Face Serum Bottle - Brightening,Cosmetics,0.16,4.0,Road
329.0,Lipstick - Glossy,Cosmetics,0.1,3.0,Road
330.0,Lipstick - Long Lasting,Cosmetics,0.11,3.0,Road
331.0,Compact Powder - Beige,Cosmetics,0.13,3.0,Road
332.0,Eyeshadow Kit - Smokey,Cosmetics,0.23,3.0,Road
333.0,Nail Polish Set - Pastel,Cosmetics,0.26,3.0,Road
334.0,Sunscreen Lotion SPF20,Cosmetics,0.3,2.0,Road
335.0,Beard Oil Bottle - Cedarwood,Cosmetics,0.15,3.0,Road
336.0,Hair Gel Jar - Wet Look,Cosmetics,0.36,2.0,Road
337.0,Medicine Pack - Cold Relief,Pharmacy,0.16,3.0,Air
338.0,Medicine Pack - Pain Relief,Pharmacy,0.18,3.0,Air
339.0,Medicine Syrup - Fever,Pharmacy,0.34,3.0,Air
340.0,Vitamin Bottle - Seniors,Pharmacy,0.3,3.0,Road
341.0,Vitamin Box - Daily,Pharmacy,0.5,3.0,Road
342.0,First Aid Kit - Car,Pharmacy,0.7,3.0,Road
343.0,Digital Thermometer - Standard,Pharmacy,0.08,3.0,Air
344.0,Glucose Meter - Advanced,Pharmacy,0.22,3.0,Air
345.0,Eye Drop Bottle - Redness Relief,Pharmacy,0.05,3.0,Air
346.0,Nasal Spray - Menthol,Pharmacy,0.07,3.0,Air
347.0,Bandage Roll - Sports,Pharmacy,0.24,2.0,Road
348.0,Pain Relief Ointment - Cooling,Pharmacy,0.18,3.0,Road
349.0,Water Bottle - Premium Steel,Drinkware,0.75,3.0,Road
350.0,Water Bottle - Kids,Drinkware,0.5,3.0,Road
351.0,Travel Tumbler - Leak Proof,Drinkware,0.48,3.0,Road
352.0,Thermos Flask - Wide Mouth,Drinkware,0.8,3.0,Road
353.0,Glass Bottle - Gift Pack,Drinkware,1.7,4.0,Sea
354.0,Wine Bottle - Classic Red,Drinkware,1.35,4.0,Sea
355.0,Juice Pack - Tropical Mix,Drinkware,1.1,3.0,Road
356.0,Energy Drink - Classic,Drinkware,0.58,2.0,Road
357.0,Snack Pack - Salted,Food,0.4,2.0,Road
358.0,Snack Bag - Barbecue,Food,0.3,2.0,Road
359.0,Snack Box - Movie Night,Food,1.0,2.0,Road
360.0,Chocolate Box - Milk,Food,0.6,2.0,Air
361.0,Cereal Box - Kids Chocolate,Food,0.55,2.0,Road
362.0,Cereal Packet - Honey,Food,0.5,2.0,Road
363.0,Tea Box - Masala,Food,0.34,2.0,Air
364.0,Coffee Pack - Medium Roast,Food,0.38,2.0,Air
365.0,Granola Pack - Nutty,Food,0.6,2.0,Road
366.0,Instant Noodles Pack - Family,Food,0.7,2.0,Road
367.0,Rice Bag 1kg,Food,1.0,1.0,Road
368.0,Sugar Pack 500g,Food,0.5,1.0,Road
369.0,Cookie Tin - Chocolate Chip,Food,1.0,2.0,Road
370.0,Protein Bar Pack - Chocolate,Food,0.45,2.0,Road
371.0,Snack Mix - Trail,Food,0.55,2.0,Road
372.0,Chocolate Bag - Mini Bites,Food,0.42,2.0,Air
373.0,Granola Pack - Coconut,Food,0.62,2.0,Road
374.0,Spice Jar Set - Indian,Food,0.9,2.0,Air
375.0,Frozen Veggie Pack - Mixed,Food,1.3,2.0,Air
376.0,Smartphone - Camera Edition,Electronics,0.32,5.0,Air
377.0,Smartphone - Battery Plus,Electronics,0.33,5.0,Air
378.0,Tablet - Pro,Electronics,0.7,4.0,Air
379.0,Tablet Device - Creative,Electronics,0.65,4.0,Air
380.0,Laptop - Creator Edition,Electronics,3.1,5.0,Air
381.0,Headphones - Noise Cancelling,Electronics,0.38,4.0,Air
382.0,Bluetooth Speaker - Bass Boost,Electronics,0.95,4.0,Road
383.0,Power Bank - Fast Charge,Electronics,0.3,3.0,Air
384.0,USB Flash Drive - 256GB,Electronics,0.07,2.0,Air
385.0,Router - Office,Electronics,0.65,3.0,Road
386.0,"LED Monitor 29""",Electronics,5.8,4.0,Sea
387.0,"Smart TV 50""",Electronics,10.0,4.0,Sea
388.0,Graphic Tablet - Designer,Electronics,1.2,4.0,Air
389.0,Office Paper Ream - Copy,Paper Product,2.4,1.0,Road
390.0,Notebook - Grid,Paper Product,0.48,1.0,Road
391.0,Book - History,Paper Product,0.9,1.0,Road
392.0,Diary - Classic,Paper Product,0.55,1.0,Road
393.0,Children Story Book - Animals,Paper Product,0.42,1.0,Road
394.0,Coloring Book Set - Numbers,Paper Product,1.05,1.0,Road
395.0,Recipe Book - Baking,Paper Product,0.68,1.0,Road
396.0,Planner Notebook - Work,Paper Product,0.52,1.0,Air
397.0,Hardcover Novel - Drama,Paper Product,1.05,1.0,Road
398.0,Magazine Bundle - Sports,Paper Product,0.88,1.0,Road
399.0,Perfume Bottle - Ocean Breeze,Cosmetics,0.24,4.0,Road
400.0,Perfume Set - Signature,Cosmetics,0.82,4.0,Road
401.0,Shampoo Bottle - Color Protect,Cosmetics,0.39,3.0,Road
402.0,Shampoo Pack - Shine,Cosmetics,0.58,3.0,Road
403.0,Face Serum Bottle - Hydrating,Cosmetics,0.18,4.0,Road
404.0,Lipstick - Satin,Cosmetics,0.1,3.0,Road
405.0,Compact Powder - Natural,Cosmetics,0.14,3.0,Road
406.0,Eyeshadow Kit - Bright,Cosmetics,0.25,3.0,Road
407.0,Nail Polish Set - Classic,Cosmetics,0.29,3.0,Road
408.0,Sunscreen Lotion SPF15,Cosmetics,0.28,2.0,Road
409.0,Beard Oil Bottle - Vanilla,Cosmetics,0.16,3.0,Road
410.0,Hair Gel Jar - Strong Hold,Cosmetics,0.37,2.0,Road
411.0,Medicine Pack - Allergy Relief,Pharmacy,0.17,3.0,Air
412.0,Medicine Syrup - Sore Throat,Pharmacy,0.31,3.0,Air
413.0,Vitamin Bottle - Daily Immunity,Pharmacy,0.27,3.0,Road
414.0,Vitamin Box - Essentials,Pharmacy,0.53,3.0,Road
415.0,First Aid Kit - Compact,Pharmacy,0.55,3.0,Road
416.0,Digital Thermometer - Infrared,Pharmacy,0.1,3.0,Air
417.0,Glucose Meter - Pro,Pharmacy,0.23,3.0,Air
418.0,Eye Drop Bottle - Multi Action,Pharmacy,0.05,3.0,Air
419.0,Nasal Spray - Herbal,Pharmacy,0.08,3.0,Air
420.0,Bandage Roll - Adhesive,Pharmacy,0.21,2.0,Road
421.0,Water Bottle - Everyday,Drinkware,0.65,3.0,Road
422.0,Travel Tumbler - Office,Drinkware,0.47,3.0,Road
423.0,Thermos Flask - Slim,Drinkware,0.72,3.0,Road
424.0,Glass Bottle - Decor,Drinkware,0.88,4.0,Sea
425.0,Wine Bottle - White,Drinkware,1.3,4.0,Sea
426.0,Juice Pack - Kids Mix,Drinkware,1.0,3.0,Road
427.0,Energy Drink - Citrus,Drinkware,0.57,2.0,Road
428.0,Snack Pack - Spicy Mix,Food,0.43,2.0,Road
429.0,Snack Bag - Sour Cream,Food,0.29,2.0,Road
430.0,Snack Box - Student Pack,Food,0.85,2.0,Road
431.0,Chocolate Box - Assorted,Food,0.65,2.0,Air
432.0,Cereal Box - Protein,Food,0.6,2.0,Road
433.0,Cereal Packet - Strawberry,Food,0.47,2.0,Road
