material_id,strength_mpa,weight_capacity,biodegradability_percent,co2_emission_score,recyclability_percent,cost_per_kg,industry_use_case,material_type_Cardboard,material_type_Paper/Bio-Based,material_type_Plastic,material_type_Steel,CII,CEI,MSS
MAT_0034,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.83390022675736,62.23188405797101,32.696885599753315
MAT_0035,0.1304347826086956,0.0851063829787234,0.0,0.4970238095238095,0.3333333333333332,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,33.482142857142854,50.57971014492754,17.770582793709522
MAT_0036,0.1304347826086956,0.0851063829787234,0.0,0.488095238095238,0.2444444444444444,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,31.70634920634921,50.57971014492754,15.103916127042858
MAT_0037,0.1304347826086956,0.0851063829787234,0.0,0.4761904761904761,0.0,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,26.190476190476197,50.57971014492754,7.770582793709526
MAT_0038,1.0,1.0,0.0,0.9523809523809522,0.9333333333333332,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,25.714285714285722,30.0,98.0
MAT_0039,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.181547619047619,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.15731292517006,62.23188405797101,33.36355226641998
MAT_0040,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.38945578231292,62.23188405797101,33.36355226641998
MAT_0041,0.1304347826086956,0.0851063829787234,0.0,0.2261904761904762,0.6888888888888889,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,55.91269841269841,50.57971014492754,28.43724946037619
MAT_0042,1.0,1.0,0.0,0.943452380952381,0.8444444444444446,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.938492063492063,30.0,95.33333333333334
MAT_0043,0.0,0.0,1.0,0.0922619047619047,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,95.38690476190477,70.0,30.0
MAT_0044,1.0,1.0,0.0,0.994047619047619,0.7555555555555555,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,19.18650793650794,30.0,92.66666666666666
MAT_0045,0.0,0.0,1.0,0.0535714285714285,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.32142857142858,70.0,30.0
MAT_0046,0.1304347826086956,0.0851063829787234,0.0,0.2767857142857143,0.6444444444444444,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,52.2718253968254,50.57971014492754,27.103916127042854
MAT_0047,0.1304347826086956,0.0851063829787234,0.0,0.1726190476190476,0.5555555555555556,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.25793650793651,50.57971014492754,24.437249460376194
MAT_0048,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1636904761904761,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.05017006802721,62.23188405797101,33.36355226641998
MAT_0049,0.1304347826086956,0.0851063829787234,0.0,0.2619047619047618,0.7333333333333334,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,55.23809523809524,50.57971014492754,29.770582793709526
MAT_0050,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1875,0.8444444444444446,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,85.97080498866212,62.23188405797101,28.696885599753312
MAT_0051,0.1304347826086956,0.0851063829787234,0.0,0.5446428571428572,0.5111111111111111,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,35.54563492063492,50.57971014492754,23.103916127042858
MAT_0052,0.1304347826086956,0.0851063829787234,0.0,0.2083333333333333,0.5777777777777777,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.027777777777786,50.57971014492754,25.103916127042858
MAT_0053,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.5333333333333332,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.25595238095238,50.57971014492754,23.770582793709522
MAT_0054,0.1304347826086956,0.0851063829787234,0.0,0.2619047619047618,0.711111111111111,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.68253968253969,50.57971014492754,29.103916127042854
MAT_0055,0.1304347826086956,0.0851063829787234,0.0,0.1934523809523809,0.5555555555555556,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.216269841269835,50.57971014492754,24.437249460376194
MAT_0056,0.0,0.0,1.0,0.0476190476190476,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.61904761904762,70.0,30.0
MAT_0057,0.1304347826086956,0.0851063829787234,0.0,0.2023809523809523,0.5555555555555556,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,53.76984126984128,50.57971014492754,24.437249460376194
MAT_0058,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.38945578231292,62.23188405797101,33.36355226641998
MAT_0059,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1577380952380952,0.8888888888888888,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,88.57001133786848,62.23188405797101,30.030218933086644
MAT_0060,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1279761904761904,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.83588435374149,62.23188405797101,33.36355226641998
MAT_0061,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.181547619047619,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,87.93509070294783,62.23188405797101,30.696885599753305
MAT_0062,0.0,0.0,1.0,0.0,0.8888888888888888,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.22222222222221,70.0,26.666666666666668
MAT_0063,1.0,1.0,0.0,0.9732142857142856,0.5777777777777777,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,15.783730158730163,30.0,87.33333333333333
MAT_0064,0.1304347826086956,0.0851063829787234,0.0,0.5148809523809523,0.3111111111111111,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,32.03373015873016,50.57971014492754,17.103916127042858
MAT_0065,0.1304347826086956,0.0851063829787234,0.0,0.2351190476190476,0.5555555555555556,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,52.13293650793651,50.57971014492754,24.437249460376194
MAT_0066,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.38945578231292,62.23188405797101,33.36355226641998
MAT_0067,0.1304347826086956,0.0851063829787234,0.0,0.2023809523809523,0.6444444444444444,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.992063492063494,50.57971014492754,27.103916127042854
MAT_0068,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1636904761904761,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.38350340136054,62.23188405797101,31.363552266419976
MAT_0069,0.1304347826086956,0.0851063829787234,0.0,0.175595238095238,0.5999999999999999,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,56.220238095238095,50.57971014492754,25.770582793709522
MAT_0070,0.1304347826086956,0.0851063829787234,0.0,0.4851190476190475,0.3999999999999999,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,35.74404761904763,50.57971014492754,19.770582793709522
MAT_0071,0.1304347826086956,0.0851063829787234,0.0,0.5029761904761905,0.2888888888888887,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,32.073412698412696,50.57971014492754,16.437249460376187
MAT_0072,0.1304347826086956,0.0851063829787234,0.0,0.4791666666666666,0.3999999999999999,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,36.04166666666667,50.57971014492754,19.770582793709522
MAT_0073,0.1304347826086956,0.0851063829787234,0.0,0.1994047619047619,0.8222222222222224,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,60.58531746031747,50.57971014492754,32.437249460376194
MAT_0074,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1309523809523809,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.68707482993197,62.23188405797101,33.36355226641998
MAT_0075,0.1304347826086956,0.0851063829787234,0.0,0.5,0.5999999999999999,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,40.0,50.57971014492754,25.770582793709522
MAT_0076,0.0,0.0,1.0,0.0238095238095238,0.977777777777778,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,98.25396825396825,70.0,29.33333333333334
MAT_0077,0.1304347826086956,0.0851063829787234,0.0,0.2113095238095237,0.6444444444444444,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.545634920634924,50.57971014492754,27.103916127042854
MAT_0078,0.1304347826086956,0.0851063829787234,0.0,0.1875,0.7333333333333334,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,58.958333333333336,50.57971014492754,29.770582793709526
MAT_0079,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.175595238095238,0.9555555555555556,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.34382086167801,62.23188405797101,32.030218933086644
MAT_0080,0.1304347826086956,0.0851063829787234,0.0,0.2202380952380952,0.8222222222222224,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,59.543650793650805,50.57971014492754,32.437249460376194
MAT_0081,0.1304347826086956,0.0851063829787234,0.0,0.2321428571428571,0.6888888888888889,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.61507936507937,50.57971014492754,28.43724946037619
MAT_0082,0.1304347826086956,0.0851063829787234,0.0,0.5297619047619047,0.3555555555555556,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,32.40079365079366,50.57971014492754,18.437249460376194
MAT_0083,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1636904761904761,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.05017006802721,62.23188405797101,33.36355226641998
MAT_0084,0.1304347826086956,0.0851063829787234,0.0,0.494047619047619,0.1777777777777778,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,29.74206349206349,50.57971014492754,13.103916127042858
MAT_0085,0.1304347826086956,0.0851063829787234,0.0,0.488095238095238,0.2888888888888887,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,32.817460317460316,50.57971014492754,16.437249460376187
MAT_0086,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1845238095238095,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.00850340136054,62.23188405797101,33.36355226641998
MAT_0087,0.1304347826086956,0.0851063829787234,0.0,0.2738095238095238,0.7333333333333334,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.642857142857146,50.57971014492754,29.770582793709526
MAT_0088,0.1304347826086956,0.0851063829787234,0.0,0.4732142857142857,0.3111111111111111,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,34.117063492063494,50.57971014492754,17.103916127042858
MAT_0089,0.0,0.0,1.0,0.0327380952380952,0.8888888888888888,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,95.58531746031746,70.0,26.666666666666668
MAT_0090,0.0,0.0,1.0,0.0773809523809523,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.13095238095238,70.0,30.0
MAT_0091,0.1304347826086956,0.0851063829787234,0.0,0.1934523809523809,0.8888888888888888,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,62.54960317460318,50.57971014492754,34.437249460376194
MAT_0092,0.0,0.0,1.0,0.0476190476190476,0.9333333333333332,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,95.95238095238095,70.0,27.999999999999996
MAT_0093,0.1304347826086956,0.0851063829787234,0.0,0.1666666666666666,0.5999999999999999,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,56.666666666666664,50.57971014492754,25.770582793709522
MAT_0094,0.1304347826086956,0.0851063829787234,0.0,0.2470238095238094,1.0,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,62.64880952380953,50.57971014492754,37.77058279370952
MAT_0095,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1101190476190476,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,93.72874149659864,62.23188405797101,33.36355226641998
MAT_0096,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.83390022675736,62.23188405797101,32.696885599753315
MAT_0097,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1398809523809523,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.57397959183673,62.23188405797101,31.363552266419976
MAT_0098,0.0,0.0,1.0,0.0714285714285714,0.977777777777778,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,95.87301587301587,70.0,29.33333333333334
MAT_0099,0.1304347826086956,0.0851063829787234,0.0,0.2648809523809524,0.6444444444444444,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,52.867063492063494,50.57971014492754,27.103916127042854
MAT_0100,0.0,0.0,1.0,0.0625,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.875,70.0,30.0
MAT_0101,0.0,0.0,1.0,0.0446428571428571,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.76785714285714,70.0,30.0
MAT_0102,1.0,1.0,0.0,0.9732142857142856,0.8666666666666667,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.005952380952387,30.0,96.0
MAT_0103,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1428571428571428,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.53628117913833,62.23188405797101,32.696885599753315
MAT_0104,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.19897959183673,62.23188405797101,33.36355226641998
MAT_0105,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.6666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,57.58928571428572,50.57971014492754,27.770582793709526
MAT_0106,0.1304347826086956,0.0851063829787234,0.0,0.4910714285714286,0.1333333333333333,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,28.7797619047619,50.57971014492754,11.770582793709524
MAT_0107,0.1304347826086956,0.0851063829787234,0.0,0.2559523809523809,0.6888888888888889,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.42460317460318,50.57971014492754,28.43724946037619
MAT_0108,0.1304347826086956,0.0851063829787234,0.0,0.2261904761904762,0.8222222222222224,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,59.24603174603176,50.57971014492754,32.437249460376194
MAT_0109,0.1304347826086956,0.0851063829787234,0.0,0.2291666666666666,0.8666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,60.20833333333333,50.57971014492754,33.77058279370952
MAT_0110,0.1304347826086956,0.0851063829787234,0.0,0.244047619047619,0.8222222222222224,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,58.35317460317461,50.57971014492754,32.437249460376194
MAT_0111,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1339285714285714,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.53826530612244,62.23188405797101,33.36355226641998
MAT_0112,1.0,1.0,0.0,0.9821428571428572,0.8888888888888888,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.11507936507936,30.0,96.66666666666666
MAT_0113,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.051587301587304,50.57971014492754,31.10391612704285
MAT_0114,0.0,0.0,1.0,0.0744047619047619,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.27976190476191,70.0,30.0
MAT_0115,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.175595238095238,0.8666666666666667,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,87.12159863945578,62.23188405797101,29.36355226641998
MAT_0116,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.175595238095238,0.8444444444444446,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,86.56604308390024,62.23188405797101,28.696885599753312
MAT_0117,0.1304347826086956,0.0851063829787234,0.0,0.2648809523809524,0.711111111111111,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.53373015873015,50.57971014492754,29.103916127042854
MAT_0118,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.711111111111111,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,56.617063492063494,50.57971014492754,29.103916127042854
MAT_0119,0.1304347826086956,0.0851063829787234,0.0,0.2589285714285714,0.6888888888888889,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.275793650793645,50.57971014492754,28.43724946037619
MAT_0120,0.0,0.0,1.0,0.0476190476190476,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.61904761904762,70.0,30.0
MAT_0121,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1458333333333333,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.94302721088435,62.23188405797101,33.36355226641998
MAT_0122,0.1304347826086956,0.0851063829787234,0.0,0.4910714285714286,0.3111111111111111,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,33.22420634920635,50.57971014492754,17.103916127042858
MAT_0123,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.125,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.31802721088434,62.23188405797101,31.363552266419976
MAT_0124,1.0,1.0,0.0,0.9672619047619048,0.8666666666666667,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.30357142857143,30.0,96.0
MAT_0125,0.1304347826086956,0.0851063829787234,0.0,0.2410714285714286,0.5999999999999999,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,52.94642857142857,50.57971014492754,25.770582793709522
MAT_0126,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.6888888888888889,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,56.06150793650794,50.57971014492754,28.43724946037619
