product_id,material_id,predicted_cost,predicted_co2,suitability_score,sustainability_score,recyclability,cost_norm,co2_norm,suit_norm,sust_norm,final_score,rank
24,MAT_0025,1.07,1.98,8.0,0.59,0.63,0.9665889665902646,0.5029761906241142,0.7916666665677085,0.108695651937618,0.6603700647340286,1.0
25,MAT_0026,2.74,0.57,2.6666666666666665,0.99,1.0,0.9017094017132203,0.9226190476420777,0.124999999984375,0.9782608674385632,0.7623865263115285,1.0
26,MAT_0027,3.14,0.8,4.333333333333333,0.83,1.0,0.8861693861738085,0.8541666667100695,0.33333333329166664,0.6304347812381851,0.7372276273183221,1.0
27,MAT_0028,14.94,1.22,7.666666666666667,0.82,0.92,0.42773892776116007,0.7291666667472718,0.7499999999062502,0.6086956508506615,0.630857910093573,1.0
28,MAT_0029,14.4,1.04,7.333333333333333,0.91,0.91,0.448717948739366,0.7827380953027565,0.7083333332447918,0.8043478243383743,0.6698120718257081,1.0
29,MAT_0030,25.65,3.49,9.333333333333334,0.73,1.0,0.011655011693408879,0.05357142885310373,0.9583333332135419,0.41304347736294883,0.2578960894282674,1.0
30,MAT_0031,25.95,3.43,8.666666666666666,0.72,0.98,3.88500343007081e-11,0.07142857170493189,0.874999999890625,0.3913043469754252,0.2427018633692953,1.0
31,MAT_0032,11.82,0.86,7.666666666666667,0.79,0.9,0.5489510489685723,0.8363095238582412,0.7499999999062502,0.5434782596880907,0.7035569501839273,1.0
32,MAT_0033,2.66,0.79,4.0,0.95,0.94,0.9048174048211026,0.8571428571853741,0.29166666663020835,0.8913043458884686,0.7617661322353688,1.0
33,MAT_0034,2.83,0.77,4.333333333333333,0.87,0.99,0.8982128982168527,0.8630952381359835,0.33333333329166664,0.7173913027882797,0.7531077616566104,1.0
34,MAT_0035,1.27,1.98,8.333333333333334,0.62,0.7,0.9588189588205587,0.5029761906241142,0.8333333332291669,0.17391304310018896,0.6728941348516656,1.0
35,MAT_0036,2.18,1.95,8.0,0.54,0.66,0.9234654234683968,0.5119047620500283,0.7916666665677085,0.0,0.6401348651740721,1.0
37,MAT_0038,24.34,3.51,9.0,0.72,0.97,0.06254856258498254,0.04761904790249438,0.9166666665520835,0.3913043469754252,0.26027595594445174,1.0
38,MAT_0039,3.31,0.92,4.666666666666667,0.96,1.0,0.8795648795695584,0.8184523810064129,0.3749999999531251,0.9130434762759922,0.7575547638916569,1.0
39,MAT_0040,2.59,0.77,4.0,0.91,1.0,0.9075369075404998,0.8630952381359835,0.29166666663020835,0.8043478243383743,0.7562672832764223,1.0
40,MAT_0041,14.96,1.07,7.0,0.88,0.86,0.42696192698418944,0.7738095238768424,0.6666666665833334,0.7391304331758034,0.6448587642802408,1.0
41,MAT_0042,24.67,3.48,9.666666666666666,0.79,0.93,0.0497280497649677,0.05654761932840846,0.9999999998750001,0.5434782596880907,0.2918852886046628,1.0
42,MAT_0043,1.75,0.62,2.0,0.91,1.0,0.9401709401732645,0.9077380952655542,0.04166666666145833,0.8043478243383743,0.73391463592433,1.0
43,MAT_0044,24.23,3.65,9.333333333333334,0.71,0.89,0.06682206685832082,0.0059523812482285,0.9583333332135419,0.36956521658790153,0.25105076085828615,1.0
44,MAT_0045,1.83,0.49,2.0,0.95,1.0,0.9370629370653821,0.9464285714445153,0.04166666666145833,0.8913043458884686,0.7571540776185592,1.0
45,MAT_0046,14.57,1.24,7.666666666666667,0.9,0.84,0.44211344213511605,0.7232142857966624,0.7499999999062502,0.7826086939508506,0.6501806163355348,1.0
46,MAT_0047,11.76,0.89,8.0,0.91,0.8,0.551282051299484,0.827380952432327,0.7916666665677085,0.8043478243383743,0.7351051121101552,1.0
47,MAT_0048,3.23,0.86,4.0,0.85,1.0,0.8826728826774408,0.8363095238582412,0.29166666663020835,0.6739130420132324,0.7250503118738936,1.0
48,MAT_0049,14.48,1.19,8.333333333333334,0.82,0.88,0.4456099456314837,0.738095238173186,0.8333333332291669,0.6086956508506615,0.6564573106896191,1.0
49,MAT_0050,2.68,0.94,4.333333333333333,0.88,0.93,0.9040404040441321,0.8125000000558036,0.33333333329166664,0.7391304331758034,0.7367918312114747,1.0
50,MAT_0051,1.18,2.14,8.666666666666666,0.6,0.78,0.9623154623169263,0.4553571430192389,0.874999999890625,0.13043478232514166,0.6588809741134126,1.0
51,MAT_0052,11.28,1.01,8.333333333333334,0.83,0.81,0.5699300699467782,0.7916666667286707,0.8333333332291669,0.6304347812381851,0.7173558324451537,1.0
52,MAT_0053,11.84,0.92,8.333333333333334,0.87,0.79,0.5481740481916016,0.8184523810064129,0.8333333332291669,0.7173913027882797,0.7302389637847071,1.0
53,MAT_0054,15.15,1.19,7.333333333333333,0.91,0.87,0.4195804196029689,0.738095238173186,0.7083333332447918,0.8043478243383743,0.6432136702329608,1.0
54,MAT_0055,12.2,0.96,7.666666666666667,0.82,0.8,0.534188034206131,0.8065476191051941,0.7499999999062502,0.6086956508506615,0.6937450229702331,1.0
55,MAT_0056,2.61,0.47,1.6666666666666667,1.0,1.0,0.9067599067635291,0.9523809523951248,0.0,0.999999997826087,0.7529803527697174,1.0
56,MAT_0057,11.73,0.99,8.0,0.76,0.8,0.5524475524649399,0.79761904767928,0.7916666665677085,0.4782608685255198,0.6909413049772877,1.0
57,MAT_0058,2.8,0.77,5.0,0.91,1.0,0.8993783993823086,0.8630952381359835,0.4166666666145834,0.8043478243383743,0.77881973082584,1.0
58,MAT_0059,2.91,0.84,5.0,0.89,0.95,0.8951048951089703,0.8422619048088507,0.4166666666145834,0.760869563563327,0.7648565201354807,1.0
59,MAT_0060,2.95,0.74,4.333333333333333,0.88,1.0,0.8935508935550291,0.8720238095618977,0.33333333329166664,0.7391304331758034,0.7574545018671814,1.0
60,MAT_0061,3.62,0.92,4.666666666666667,0.89,0.96,0.8675213675265143,0.8184523810064129,0.3749999999531251,0.760869563563327,0.7387243190074771,1.0
61,MAT_0062,1.63,0.31,2.6666666666666665,1.0,0.95,0.9448329448350881,1.0,0.124999999984375,0.999999997826087,0.8084498832300102,1.0
62,MAT_0063,25.34,3.58,9.333333333333334,0.71,0.81,0.02369852373645298,0.026785714575361386,0.9583333332135419,0.36956521658790153,0.24644703125257897,1.0
63,MAT_0064,0.21,2.04,7.666666666666667,0.63,0.69,1.0,0.485119047772286,0.7499999999062502,0.1956521734877126,0.6636128364389356,1.0
64,MAT_0065,14.59,1.1,8.0,0.83,0.8,0.4413364413581454,0.7648809524509282,0.7916666665677085,0.6304347812381851,0.6597301248251751,1.0
65,MAT_0066,3.23,0.77,4.666666666666667,0.92,1.0,0.8826728826774408,0.8630952381359835,0.3749999999531251,0.826086954725898,0.7676486555208404,1.0
66,MAT_0067,11.34,0.99,7.666666666666667,0.82,0.84,0.5675990676158664,0.79761904767928,0.7499999999062502,0.6086956508506615,0.7001969044227881,1.0
67,MAT_0068,2.69,0.86,5.333333333333333,0.96,0.97,0.9036519036556467,0.8363095238582412,0.4583333332760417,0.9130434762759922,0.7885903949227981,1.0
68,MAT_0069,12.73,0.9,8.0,0.77,0.82,0.5135975136164104,0.8244047619570224,0.7916666665677085,0.4999999989130435,0.6921744920725781,1.0
69,MAT_0070,2.02,1.94,8.0,0.56,0.73,0.9296814296841616,0.5148809525253331,0.7916666665677085,0.0434782607750473,0.6475379693064282,1.0
70,MAT_0071,1.47,2.0,8.0,0.62,0.68,0.9510489510508529,0.4970238096735048,0.7916666665677085,0.17391304310018896,0.6598488468082184,1.0
71,MAT_0072,1.91,1.92,7.0,0.61,0.73,0.9339549339574998,0.5208333334759425,0.6666666665833334,0.1521739127126653,0.6370705381655601,1.0
72,MAT_0073,11.69,0.98,8.0,0.75,0.92,0.5540015540188811,0.8005952381545848,0.7916666665677085,0.4565217381379961,0.6904240685948395,1.0
73,MAT_0074,2.82,0.75,4.0,0.87,1.0,0.8986013986053379,0.869047619086593,0.29166666663020835,0.7173913027882797,0.7472719308211082,1.0
74,MAT_0075,0.92,1.99,8.666666666666666,0.62,0.82,0.972416472417544,0.5000000001488095,0.874999999890625,0.17391304310018896,0.6841162460729309,1.0
75,MAT_0076,1.23,0.39,2.333333333333333,0.91,0.99,0.9603729603744999,0.9761904761975624,0.08333333332291663,0.8043478243383743,0.7756895276897956,1.0
76,MAT_0077,11.93,1.02,8.333333333333334,0.83,0.84,0.544677544695234,0.788690476253366,0.8333333332291669,0.6304347812381851,0.7085895986795685,1.0
77,MAT_0078,12.68,0.94,8.666666666666666,0.8,0.88,0.5155400155588368,0.8125000000558036,0.874999999890625,0.5652173900756144,0.7111837436756588,1.0
78,MAT_0079,3.39,0.9,4.333333333333333,0.9,0.98,0.8764568764616761,0.8244047619570224,0.33333333329166664,0.7826086939508506,0.7376265037747302,1.0
79,MAT_0080,11.61,1.05,7.666666666666667,0.81,0.92,0.5571095571267635,0.7797619048274518,0.7499999999062502,0.5869565204631381,0.6877332810965735,1.0
80,MAT_0081,12.38,1.09,8.666666666666666,0.79,0.86,0.5271950272133956,0.767857142926233,0.874999999890625,0.5434782596880907,0.694649191281446,1.0
81,MAT_0082,1.91,2.09,7.333333333333333,0.59,0.71,0.9339549339574998,0.47023809539576256,0.7083333332447918,0.108695651937618,0.6208179501882751,1.0
82,MAT_0083,2.6,0.86,4.333333333333333,0.89,1.0,0.9071484071520144,0.8363095238582412,0.33333333329166664,0.760869563563327,0.7494219547035668,1.0
83,MAT_0084,2.23,1.97,8.0,0.62,0.63,0.9215229215259704,0.5059523810994189,0.7916666665677085,0.17391304310018896,0.6545624665211193,1.0
84,MAT_0085,0.84,1.95,7.0,0.59,0.68,0.9755244755254264,0.5119047620500283,0.6666666665833334,0.108695651937618,0.6416221459880678,1.0
85,MAT_0086,3.18,0.93,4.666666666666667,0.83,1.0,0.8846153846198673,0.8154761905311082,0.3749999999531251,0.6304347812381851,0.729618569712847,1.0
86,MAT_0087,14.55,1.23,7.333333333333333,0.9,0.88,0.44289044291208657,0.7261904762719671,0.7083333332447918,0.7826086939508506,0.6432708594264562,1.0
87,MAT_0088,0.84,1.9,8.0,0.54,0.69,0.9755244755254264,0.526785714426552,0.7916666665677085,0.0,0.6617049617417905,1.0
88,MAT_0089,2.26,0.42,2.6666666666666665,0.96,0.95,0.9203574203605145,0.9672619047716482,0.124999999984375,0.9130434762759922,0.7793163356412879,1.0
89,MAT_0090,1.76,0.57,3.0,0.98,1.0,0.9397824397847793,0.9226190476420777,0.16666666664583335,0.9565217370510396,0.7799678580265355,1.0
90,MAT_0091,12.25,0.96,8.333333333333334,0.77,0.95,0.5322455322637045,0.8065476191051941,0.8333333332291669,0.4999999989130435,0.6989593738583267,1.0
91,MAT_0092,2.55,0.47,2.6666666666666665,0.89,0.97,0.9090909090944409,0.9523809523951248,0.124999999984375,0.760869563563327,0.7547666100395899,1.0
92,MAT_0093,12.22,0.87,7.666666666666667,0.78,0.82,0.5334110334291604,0.8333333333829365,0.7499999999062502,0.5217391293005671,0.6955305562932295,1.0
93,MAT_0094,14.87,1.14,7.666666666666667,0.9,1.0,0.4304584304805572,0.7529761905497095,0.7499999999062502,0.7826086939508506,0.6585888747403861,1.0
94,MAT_0095,3.63,0.68,3.6666666666666665,0.88,1.0,0.8671328671380291,0.8898809524137259,0.24999999996875003,0.7391304331758034,0.7400052844182294,1.0
95,MAT_0096,3.87,0.77,3.6666666666666665,0.83,0.99,0.8578088578143819,0.8630952381359835,0.24999999996875003,0.6304347812381851,0.7156242307162765,1.0
96,MAT_0097,2.81,0.78,3.6666666666666665,0.93,0.97,0.8989898989938232,0.8601190476606788,0.24999999996875003,0.8478260851134216,0.7485271972675107,1.0
97,MAT_0098,2.49,0.55,3.0,0.92,0.99,0.9114219114253527,0.928571428592687,0.16666666664583335,0.826086954725898,0.7607971736664372,1.0
98,MAT_0099,15.74,1.2,7.333333333333333,0.84,0.84,0.39665889668233645,0.7351190476978813,0.7083333332447918,0.6521739116257087,0.6199293458953826,1.0
99,MAT_0100,1.5,0.52,2.6666666666666665,0.93,1.0,0.9498834498853969,0.9375000000186012,0.124999999984375,0.8478260851134216,0.7697476434812767,1.0
100,MAT_0101,2.02,0.46,2.333333333333333,0.91,1.0,0.9296814296841616,0.9553571428704294,0.08333333332291663,0.8043478243383743,0.7581487351518409,1.0
101,MAT_0102,25.66,3.58,8.333333333333334,0.73,0.94,0.011266511304923621,0.026785714575361386,0.8333333332291669,0.41304347736294883,0.22206525360374993,1.0
102,MAT_0103,3.14,0.79,4.333333333333333,0.9,0.99,0.8861693861738085,0.8571428571853741,0.33333333329166664,0.7826086939508506,0.7536354947797106,1.0
103,MAT_0104,2.7,0.85,4.666666666666667,0.88,1.0,0.9032634032671615,0.8392857143335459,0.3749999999531251,0.7391304331758034,0.7556063500217721,1.0
104,MAT_0105,12.72,0.92,8.0,0.78,0.85,0.5139860140048956,0.8184523810064129,0.7916666665677085,0.5217391293005671,0.6920840028476323,1.0
105,MAT_0106,1.46,1.96,7.0,0.6,0.61,0.9514374514393381,0.5089285715747236,0.6666666665833334,0.13043478232514166,0.6353794756108717,1.0
106,MAT_0107,14.28,1.17,7.333333333333333,0.82,0.86,0.45337995340118964,0.7440476191237955,0.7083333332447918,0.6086956508506615,0.6361692654038995,1.0
107,MAT_0108,12.18,1.07,8.0,0.8,0.92,0.5349650349831017,0.7738095238768424,0.7916666665677085,0.5652173900756144,0.6848683923667707,1.0
108,MAT_0109,11.55,1.08,7.333333333333333,0.8,0.94,0.5594405594576752,0.7708333334015377,0.7083333332447918,0.5652173900756144,0.6743539068544374,1.0
109,MAT_0110,14.61,1.13,6.666666666666667,0.9,0.92,0.4405594405811749,0.7559523810250142,0.6249999999218752,0.7826086939508506,0.6378096539638182,1.0
110,MAT_0111,2.69,0.76,3.6666666666666665,0.88,1.0,0.9036519036556467,0.8660714286112883,0.24999999996875003,0.7391304331758034,0.7414371858525397,1.0
111,MAT_0112,24.63,3.61,9.0,0.72,0.95,0.05128205131890906,0.017857143149447308,0.9166666665520835,0.3913043469754252,0.24499124066341085,1.0
112,MAT_0113,15.71,1.21,7.333333333333333,0.87,0.9,0.39782439784779233,0.7321428572225765,0.7083333332447918,0.7173913027882797,0.6256102591711546,1.0
113,MAT_0114,1.96,0.56,2.6666666666666665,0.95,1.0,0.9320124320150733,0.9255952381173823,0.124999999984375,0.8913043458884686,0.7639722594371968,1.0
114,MAT_0115,3.22,0.9,4.0,0.9,0.94,0.8830613830659261,0.8244047619570224,0.29166666663020835,0.7826086939508506,0.7312745224237134,1.0
115,MAT_0116,2.83,0.9,5.0,0.92,0.93,0.8982128982168527,0.8244047619570224,0.4166666666145834,0.826086954725898,0.7651678030433713,1.0
116,MAT_0117,14.68,1.2,8.0,0.85,0.87,0.4378399378617778,0.7351190476978813,0.7916666665677085,0.6739130420132324,0.6511242379525508,1.0
117,MAT_0118,12.01,1.06,8.333333333333334,0.81,0.87,0.5415695415873516,0.776785714352147,0.8333333332291669,0.5869565204631381,0.6985474669092115,1.0
118,MAT_0119,14.41,1.18,7.333333333333333,0.82,0.86,0.44832944835088073,0.7410714286484907,0.7083333332447918,0.6086956508506615,0.633463637698685,1.0
119,MAT_0120,2.2,0.47,3.0,0.96,1.0,0.9226884226914263,0.9523809523951248,0.16666666664583335,0.9130434762759922,0.7823965887222436,1.0
120,MAT_0121,3.31,0.8,4.333333333333333,0.9,1.0,0.8795648795695584,0.8541666667100695,0.33333333329166664,0.7826086939508506,0.7504636666083137,1.0
121,MAT_0122,1.86,1.96,8.333333333333334,0.63,0.69,0.9358974358999262,0.5089285715747236,0.8333333332291669,0.1956521734877126,0.6705725433944719,1.0
122,MAT_0123,2.94,0.73,4.666666666666667,0.88,0.97,0.8939393939435144,0.8750000000372024,0.3749999999531251,0.7391304331758034,0.7670948615061406,1.0
123,MAT_0124,24.62,3.56,9.333333333333334,0.76,0.94,0.05167055170739421,0.032738095525970845,0.9583333332135419,0.4782608685255198,0.26808915721786697,1.0
124,MAT_0125,15.11,1.12,7.333333333333333,0.83,0.82,0.42113442115691013,0.7589285715003189,0.7083333332447918,0.6304347812381851,0.6346218997199775,1.0
125,MAT_0126,12.59,1.06,7.0,0.81,0.86,0.5190365190552044,0.776785714352147,0.6666666665833334,0.5869565204631381,0.6584542268204006,1.0
126,MAT_0127,2.83,0.81,4.333333333333333,0.84,1.0,0.8982128982168527,0.8511904762347647,0.33333333329166664,0.6521739116257087,0.7418241177798659,1.0
127,MAT_0128,25.68,3.57,8.666666666666666,0.75,0.93,0.010489510527952994,0.029761905050666115,0.874999999890625,0.4565217381379961,0.23570378897057698,1.0
128,MAT_0129,2.02,0.53,2.6666666666666665,0.96,1.0,0.9296814296841616,0.9345238095432965,0.124999999984375,0.9130434762759922,0.7690183003470413,1.0
129,MAT_0130,3.18,0.85,4.666666666666667,0.89,0.96,0.8846153846198673,0.8392857143335459,0.3749999999531251,0.760869563563327,0.7521858574663363,1.0
130,MAT_0131,15.76,1.06,7.333333333333333,0.87,0.84,0.39588189590536593,0.776785714352147,0.7083333332447918,0.7173913027882797,0.642884651440255,1.0
131,MAT_0132,3.1,0.8,4.666666666666667,0.87,0.99,0.8877233877277497,0.8541666667100695,0.3749999999531251,0.7173913027882797,0.7547228132718056,1.0
132,MAT_0133,1.33,1.96,7.333333333333333,0.61,0.69,0.9564879564896469,0.5089285715747236,0.7083333332447918,0.1521739127126653,0.6474018734970084,1.0
133,MAT_0134,2.8,0.72,4.333333333333333,0.93,0.99,0.8993783993823086,0.8779761905125071,0.33333333329166664,0.8478260851134216,0.7724532711893708,1.0
134,MAT_0135,1.87,0.54,2.6666666666666665,0.95,1.0,0.935508935511441,0.9315476190679918,0.124999999984375,0.8913043458884686,0.7674021628663509,1.0
135,MAT_0136,3.31,0.88,4.333333333333333,0.88,0.97,0.8795648795695584,0.8303571429076317,0.33333333329166664,0.7391304331758034,0.7365920310098338,1.0
136,MAT_0137,2.94,0.74,4.666666666666667,0.9,0.97,0.8939393939435144,0.8720238095618977,0.3749999999531251,0.7826086939508506,0.7702522113935235,1.0
137,MAT_0138,14.65,1.14,7.666666666666667,0.84,0.84,0.43900543902723366,0.7529761905497095,0.7499999999062502,0.6521739116257087,0.6481094990718748,1.0
138,MAT_0139,12.72,1.06,7.333333333333333,0.79,0.85,0.5139860140048956,0.776785714352147,0.7083333332447918,0.5434782596880907,0.6609245825600949,1.0
139,MAT_0140,2.78,0.81,4.333333333333333,0.91,0.99,0.9001554001592791,0.8511904762347647,0.33333333329166664,0.8043478243383743,0.7576242596338604,1.0
140,MAT_0141,24.96,3.58,9.0,0.75,0.94,0.03846153849889422,0.026785714575361386,0.9166666665520835,0.4565217381379961,0.25123825450402915,1.0
141,MAT_0142,2.5,0.58,2.0,0.96,1.0,0.9110334110368674,0.919642857166773,0.04166666666145833,0.9130434762759922,0.7408048471376603,1.0
142,MAT_0143,1.5,1.96,7.0,0.6,0.62,0.9498834498853969,0.5089285715747236,0.6666666665833334,0.13043478232514166,0.6349132751446893,1.0
143,MAT_0144,12.72,1.06,6.666666666666667,0.83,0.82,0.5139860140048956,0.776785714352147,0.6249999999218752,0.6304347812381851,0.6529535680505211,1.0
144,MAT_0145,14.41,1.21,7.333333333333333,0.86,0.93,0.44832944835088073,0.7321428572225765,0.7083333332447918,0.695652172400756,0.6385878612833288,1.0
145,MAT_0146,12.28,0.92,8.333333333333334,0.77,0.81,0.5310800310982486,0.8184523810064129,0.8333333332291669,0.4999999989130435,0.7033716282691775,1.0
146,MAT_0147,2.98,0.76,4.0,0.91,1.0,0.8923853923895733,0.8660714286112883,0.29166666663020835,0.8043478243383743,0.7529123049212663,1.0
147,MAT_0148,14.65,1.06,7.0,0.9,0.9,0.43900543902723366,0.776785714352147,0.6666666665833334,0.7826086939508506,0.6540101201607806,1.0
148,MAT_0149,25.43,3.64,9.0,0.76,0.96,0.020202020240085328,0.008928571723533119,0.9166666665520835,0.4782608685255198,0.24079145492440754,1.0
149,MAT_0150,2.44,0.56,3.0,0.95,0.94,0.9133644133677792,0.9255952381173823,0.16666666664583335,0.8913043458884686,0.7667111871753002,1.0
150,MAT_0151,15.25,1.15,7.0,0.9,0.94,0.41569541571811597,0.7500000000744048,0.6666666665833334,0.7826086939508506,0.6363028274569484,1.0
151,MAT_0152,24.33,3.58,9.333333333333334,0.73,0.99,0.0629370629734679,0.026785714575361386,0.9583333332135419,0.41304347736294883,0.26256641910118816,1.0
152,MAT_0153,12.7,1.0,8.333333333333334,0.81,0.87,0.5147630147818663,0.7946428572039753,0.8333333332291669,0.5869565204631381,0.6976483660082973,1.0
153,MAT_0154,2.77,0.76,5.333333333333333,0.9,1.0,0.9005439005477645,0.8660714286112883,0.4583333332760417,0.7826086939508506,0.7865192776591381,1.0
154,MAT_0155,14.68,1.21,7.333333333333333,0.89,0.85,0.4378399378617778,0.7321428572225765,0.7083333332447918,0.760869563563327,0.641962747252855,1.0
155,MAT_0156,15.75,1.16,8.0,0.85,0.87,0.3962703962938512,0.7470238095991001,0.7916666665677085,0.6739130420132324,0.6434152802426603,1.0
156,MAT_0157,1.42,2.05,8.0,0.56,0.77,0.9529914529932793,0.48214285729698136,0.7916666665677085,0.0434782607750473,0.6414357382078227,1.0
157,MAT_0158,2.98,0.77,4.666666666666667,0.87,0.99,0.8923853923895733,0.8630952381359835,0.3749999999531251,0.7173913027882797,0.7596928432407184,1.0
158,MAT_0159,12.01,1.0,7.666666666666667,0.77,0.81,0.5415695415873516,0.7946428572039753,0.7499999999062502,0.4999999989130435,0.68032800523035,1.0
159,MAT_0160,3.06,0.73,3.6666666666666665,0.91,1.0,0.8892773892816909,0.8750000000372024,0.24999999996875003,0.8043478243383743,0.7472179992269756,1.0
160,MAT_0161,2.54,0.53,3.0,0.93,0.99,0.9094794094829262,0.9345238095432965,0.16666666664583335,0.8478260851134216,0.7647692885027053,1.0
161,MAT_0162,24.63,3.48,9.0,0.74,0.95,0.05128205131890906,0.05654761932840846,0.9166666665520835,0.4347826077504725,0.26481525721250004,1.0
162,MAT_0163,3.37,0.85,4.666666666666667,0.94,1.0,0.8772338772386467,0.8392857143335459,0.3749999999531251,0.869565215500945,0.7608409704457318,1.0
163,MAT_0164,14.93,1.14,7.0,0.9,0.88,0.42812742814964544,0.7529761905497095,0.6666666665833334,0.7826086939508506,0.6412229073765292,1.0
164,MAT_0165,24.22,3.61,8.666666666666666,0.73,0.86,0.06721056724680619,0.017857143149447308,0.874999999890625,0.41304347736294883,0.24361037514824066,1.0
165,MAT_0166,3.07,0.86,4.333333333333333,0.85,0.99,0.8888888888932056,0.8363095238582412,0.33333333329166664,0.6739130420132324,0.7352484470709147,1.0
166,MAT_0167,2.4,0.54,3.0,0.95,0.98,0.9149184149217203,0.9315476190679918,0.16666666664583335,0.8913043458884686,0.7695583400217263,1.0
167,MAT_0168,12.02,1.06,7.333333333333333,0.81,0.9,0.5411810411988663,0.776785714352147,0.7083333332447918,0.5869565204631381,0.6734309167957908,1.0
168,MAT_0169,1.26,2.02,8.0,0.6,0.77,0.959207459209044,0.49107142872289544,0.7916666665677085,0.13043478232514166,0.6555676207979273,1.0
169,MAT_0170,14.65,1.17,7.0,0.86,0.95,0.43900543902723366,0.7440476191237955,0.6666666665833334,0.695652172400756,0.6322192299144305,1.0
170,MAT_0171,1.6,0.51,2.0,0.91,1.0,0.945998446000544,0.9404761904939059,0.04166666666145833,0.8043478243383743,0.7487581257638546,1.0
171,MAT_0172,2.94,0.79,4.333333333333333,0.86,0.97,0.8939393939435144,0.8571428571853741,0.33333333329166664,0.695652172400756,0.7472708449556129,1.0
172,MAT_0173,3.06,0.79,4.666666666666667,0.86,0.96,0.8892773892816909,0.8571428571853741,0.3749999999531251,0.695652172400756,0.7542055768893574,1.0
