Material ID,Recyclability (%),Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%),Recyclability_Category_Encoded,Packaging Type_Bubble Wrap (Minimal Use),Packaging Type_Cardboard Boxes,Packaging Type_Foldable & Stackable Containers,Packaging Type_Plastic Totes & Pallets,Packaging Type_Protective Fillers (Paper/Biodegradable),Packaging Type_Steel Racks & Containers,Material Type_Cardboard,Material Type_Paper/Bio-Based,Material Type_Plastic,Material Type_Steel,Supplier Region_AMERICAS,Supplier Region_APAC,Supplier Region_EMEA,Supplier Region_EU,Supplier Region_LATAM,Supplier Region_ROW,Suitable Product Categories_Apparel,Suitable Product Categories_Automotive Parts,Suitable Product Categories_Consumer Goods,Suitable Product Categories_Cosmetics,Suitable Product Categories_E-commerce,Suitable Product Categories_Electronics,Suitable Product Categories_Food & Beverage,Suitable Product Categories_Fragile Items,Suitable Product Categories_Heavy Industrial Components,Suitable Product Categories_Heavy Machinery,Suitable Product Categories_High-Security Goods,Suitable Product Categories_Industrial Components,Suitable Product Categories_Internal Component Protection,Suitable Product Categories_Low-Value Goods,Suitable Product Categories_Medium-Value Goods,Suitable Product Categories_Pharmaceuticals,Suitable Product Categories_Retail Logistics,Suitable Product Categories_Secondary Protection for Non-Fragile Items,CII,CEI,MSS,Final_Recommendation_Score
MAT_0017,0.3555555555555556,0.1232876712328767,0.0618556701030927,0.4014441354889914,0.9583333333333331,0.4970238095238095,0.3737373737373737,0.0615384615384615,0.0869565217391306,0.7777777777777777,0.6666666666666665,0.75,0.0334110334110334,0.1741771138080247,0.026682838083687,0.2702702702702702,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,68.07572355437787,78.76607658899957,73.05555555555554,72.77677906511768
MAT_0018,0.1555555555555554,0.0821917808219178,0.0927835051546391,0.2124521997813261,1.0,0.4761904761904761,0.3973063973063973,0.123076923076923,0.2608695652173913,0.6666666666666665,0.8888888888888888,0.75,0.0497280497280497,0.1444542087055185,0.0248635536688902,0.3513513513513515,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,74.57881495894117,78.6233610066236,76.94444444444443,76.50186761889688
MAT_0019,0.6888888888888889,0.273972602739726,0.9381443298969072,0.3228436481903905,0.4166666666666667,0.1904761904761904,0.4006734006734007,0.7076923076923078,0.5217391304347827,0.7777777777777777,0.8888888888888888,0.5,0.4634809634809635,0.5031202376052594,0.1821305841924398,0.6486486486486485,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,82.69564293524067,70.12492089811677,73.33333333333333,76.1157334435313
MAT_0020,0.8222222222222224,0.780821917808219,0.5154639175257731,0.0010378683183758,0.1666666666666666,0.1428571428571428,0.0841750841750841,0.4923076923076923,0.7391304347826089,0.4444444444444445,0.3333333333333333,0.375,0.1254856254856255,0.9379289631467124,0.1710127349909035,0.5405405405405406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25457823616301,78.90461502650709,38.47222222222222,60.914882469084
MAT_0021,1.0,0.9999999999999998,0.3195876288659793,0.000172053036736,0.0416666666666666,0.0476190476190476,0.0168350168350168,0.6923076923076923,1.0,0.2222222222222222,0.0,0.25,0.0602175602175602,0.634748656796111,0.1055184960582171,0.3513513513513515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68.09007650413602,80.21531968469506,15.277777777777777,55.883959840396265
MAT_0022,0.8666666666666667,0.4794520547945205,0.8969072164948454,0.2019458643445056,0.3333333333333333,0.2499999999999999,0.3636363636363637,0.8153846153846154,0.673913043478261,0.7777777777777777,0.8888888888888888,0.625,0.5497280497280498,0.3456622579173943,0.1786941580756013,0.8108108108108107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94162406966484,65.09091710122638,77.08333333333333,76.22892475823386
MAT_0023,0.7777777777777777,0.7397260273972601,0.422680412371134,0.0009990176326612,0.1249999999999999,0.1339285714285714,0.0639730639730639,0.5846153846153846,0.7608695652173914,0.3333333333333333,0.4444444444444445,0.125,0.1383061383061383,0.9343804576348488,0.1229027693551647,0.8108108108108107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.61288661387732,77.85121825146084,30.972222222222218,58.49218678765585
MAT_0024,0.7333333333333334,0.1780821917808219,0.8865979381443299,0.0855214594537593,0.4583333333333333,0.2261904761904762,0.3602693602693603,0.7692307692307692,0.6521739130434783,0.7777777777777777,0.6666666666666665,0.625,0.4650349650349651,0.5471817746977096,0.1768748736608045,0.7567567567567568,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,88.38673716876816,69.1739643013142,69.30555555555554,76.89855082456819
MAT_0025,0.1777777777777778,0.0410958904109589,0.134020618556701,0.2960755257330291,0.9166666666666666,0.4970238095238095,0.4478114478114479,0.1076923076923077,0.108695652173913,0.6666666666666665,0.8888888888888888,0.75,0.0334110334110334,0.1837881130627273,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,71.23678184705675,81.00986070058235,76.94444444444443,75.88100428233074
MAT_0026,1.0,0.9315068493150684,0.2886597938144329,0.0002775048979614,0.0416666666666666,0.0773809523809523,0.0067340067340067,0.6461538461538461,0.9782608695652172,0.2222222222222222,0.1111111111111111,0.125,0.0982905982905983,0.6715463252388845,0.0909642207398423,0.6216216216216217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.89643675782307,78.12973933956347,15.416666666666664,54.82249650499827
MAT_0027,1.0,0.7945205479452053,0.4845360824742267,0.0003607563673498,0.0833333333333333,0.1458333333333333,0.0707070707070706,0.476923076923077,0.6304347826086958,0.5555555555555556,0.3333333333333333,0.125,0.1138306138306138,0.9345028198938786,0.1166363452597533,0.5945945945945945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.15584397564618,80.50010060016125,34.86111111111111,60.27070110364018
MAT_0028,0.8222222222222224,0.3698630136986301,0.9896907216494844,0.2384655089162324,0.3333333333333333,0.2708333333333333,0.4175084175084175,0.8615384615384616,0.6086956521739131,0.8888888888888888,0.6666666666666665,0.625,0.5722610722610724,0.3805577494243412,0.1683848797250859,0.6216216216216217,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.01270139917969,66.12921442818349,73.19444444444443,74.60217822146025
MAT_0029,0.7999999999999998,0.3561643835616437,0.9690721649484536,0.18593383173213,0.3333333333333333,0.2172619047619047,0.4276094276094276,0.8461538461538463,0.8043478260869565,0.7777777777777777,0.6666666666666665,0.625,0.5512820512820513,0.4062983191875146,0.1645441681827369,0.9189189189189192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.73150885755992,66.8810156893844,69.30555555555554,75.14857491650594
MAT_0030,1.0,0.6575342465753424,0.9587628865979382,0.3521537155130788,0.25,0.9464285714285716,0.8181818181818182,0.9384615384615383,0.4130434782608696,0.8888888888888888,0.8888888888888888,1.0,0.9883449883449884,0.1130960988687052,0.984232868405094,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57824567746477,20.23102226255652,92.2222222222222,42.36727161641953
MAT_0031,0.9555555555555556,0.6712328767123288,1.0,0.7458443641530274,0.2916666666666667,0.9285714285714288,0.9090909090909092,0.9230769230769232,0.3913043478260869,0.7777777777777777,0.8888888888888888,0.875,1.0,0.0578217293124353,0.97048716393774,0.783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.481811932552027,20.8853850818678,84.58333333333331,35.833340297581145
MAT_0032,0.7777777777777777,0.273972602739726,0.8762886597938144,0.2237466491283571,0.4583333333333333,0.1636904761904761,0.3703703703703703,0.7846153846153847,0.5434782608695652,0.6666666666666665,0.8888888888888888,0.625,0.4510489510489511,0.520962879740147,0.2047705680210228,0.9459459459459458,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.73998147853025,68.83020860279807,73.19444444444443,77.30338850558485
MAT_0033,0.8666666666666667,0.780821917808219,0.4329896907216495,0.0012987229224595,0.1249999999999999,0.1428571428571428,0.0707070707070706,0.6153846153846154,0.8913043478260869,0.5555555555555556,0.2222222222222222,0.125,0.0951825951825952,0.95022080825834,0.1287649080250656,0.7297297297297296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24675259804052,80.03771681455126,30.972222222222218,59.00168275024825
MAT_0034,0.977777777777778,0.8082191780821917,0.4948453608247423,0.0008935657714358,0.1666666666666666,0.1369047619047619,0.0808080808080808,0.5692307692307692,0.7173913043478262,0.4444444444444445,0.2222222222222222,0.375,0.1017871017871018,0.9130115576715576,0.1148170608449565,0.783783783783784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49700255066647,81.36304030179106,34.583333333333336,60.58271311080391
MAT_0035,0.3333333333333332,0.0,0.0721649484536082,0.2722711555858961,0.9166666666666666,0.4970238095238095,0.367003367003367,0.0461538461538461,0.1739130434782609,0.7777777777777777,0.8888888888888888,0.75,0.0411810411810411,0.1694494810727833,0.0159692743076612,0.0810810810810809,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,71.95091295147074,78.90516868079027,80.83333333333333,76.70191578482537
MAT_0036,0.2444444444444444,0.1643835616438356,0.1030927835051546,0.5180128429266777,0.9583333333333331,0.488095238095238,0.4579124579124579,0.123076923076923,0.0,0.7777777777777777,0.7777777777777777,0.75,0.0765345765345765,0.1594046519906114,0.0331514048918536,0.2432432432432432,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.93580518839015,77.24058469661867,76.94444444444443,72.22983081767498
MAT_0037,0.0,0.0684931506849315,0.0927835051546391,0.4987207024203977,0.9583333333333331,0.4761904761904761,0.3939393939393939,0.123076923076923,0.1521739130434782,0.8888888888888888,0.8888888888888888,0.625,0.0388500388500388,0.1685373260509249,0.0016171417020416,0.1891891891891892,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,65.99075987976903,79.8646539095296,80.97222222222221,74.64736679143314
MAT_0038,0.9333333333333332,0.7123287671232876,0.979381443298969,0.3996625540440788,0.25,0.9523809523809522,0.888888888888889,1.0,0.3913043478260869,0.8888888888888888,0.8888888888888888,0.875,0.9374514374514376,0.0954870574101471,0.9781685870224378,0.6216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.91488528343955,23.36999938273437,88.47222222222221,41.518620594862796
MAT_0039,1.0,0.7534246575342465,0.4948453608247423,0.0012487720408265,0.1249999999999999,0.181547619047619,0.0909090909090909,0.5384615384615385,0.9130434782608696,0.3333333333333333,0.4444444444444445,0.375,0.1204351204351204,0.9777523165400402,0.1641398827572265,0.5405405405405406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.70063207687044,78.95095471202204,38.47222222222222,60.307205911021455
