0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0011,Last-mile delivery and primary e-commerce packaging,100.0,83.0,50.0,196.0,6.0,0.66,0.54,65.0,92.0,5.0,5.0,4.0,3.48,96598.0,746.0,92.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0012,"Secure, high-load international shipping and long-term storage",87.0,70.0,97.0,75709.0,7.0,3.45,3.23,85.0,76.0,8.0,9.0,8.0,24.43,23521.0,5092.0,88.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0013,Surface protection during transit; minimal void-fill,76.0,30.0,7.0,70881.0,25.0,2.03,1.59,25.0,56.0,7.0,9.0,6.0,0.9,32265.0,164.0,68.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0014,Void-fill and cushioning for fragile products,100.0,85.0,33.0,145.0,3.0,0.46,0.33,70.0,93.0,3.0,3.0,4.0,2.34,74773.0,548.0,80.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0015,Cross-docking and returnable packaging programs,87.0,41.0,82.0,73043.0,13.0,1.03,1.58,77.0,81.0,8.0,9.0,6.0,12.56,57353.0,1271.0,91.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0016,Last-mile delivery and primary e-commerce packaging,93.0,84.0,47.0,355.0,5.0,0.77,0.49,61.0,90.0,5.0,5.0,3.0,3.05,102073.0,901.0,91.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0017,Surface protection during transit; minimal void-fill,71.0,30.0,9.0,72362.0,25.0,1.98,1.39,28.0,58.0,8.0,7.0,8.0,1.07,30307.0,277.0,73.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0018,Surface protection during transit; minimal void-fill,62.0,27.0,12.0,38310.0,26.0,1.91,1.46,32.0,66.0,7.0,9.0,8.0,1.49,27635.0,268.0,76.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0019,Cross-docking and returnable packaging programs,86.0,41.0,94.0,58200.0,12.0,0.95,1.47,70.0,78.0,8.0,9.0,6.0,12.14,59878.0,1046.0,87.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0020,Last-mile delivery and primary e-commerce packaging,92.0,78.0,53.0,218.0,6.0,0.79,0.53,56.0,88.0,5.0,4.0,5.0,3.44,98966.0,991.0,83.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0021,Void-fill and cushioning for fragile products,100.0,94.0,34.0,62.0,3.0,0.47,0.33,69.0,100.0,3.0,1.0,4.0,1.76,71711.0,667.0,76.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0022,Closed-loop logistics and bulk material handling,94.0,56.0,90.0,36417.0,10.0,1.15,1.36,77.0,85.0,8.0,9.0,7.0,14.36,45723.0,1029.0,93.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0023,Last-mile delivery and primary e-commerce packaging,90.0,75.0,44.0,211.0,5.0,0.76,0.47,62.0,89.0,4.0,5.0,3.0,3.77,98647.0,753.0,93.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0024,Cross-docking and returnable packaging programs,88.0,34.0,89.0,15440.0,13.0,1.07,1.35,74.0,84.0,8.0,7.0,7.0,12.18,63839.0,1020.0,91.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0025,Surface protection during transit; minimal void-fill,63.0,24.0,16.0,53377.0,24.0,1.98,1.61,31.0,59.0,7.0,9.0,8.0,1.07,31171.0,145.0,63.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0026,Void-fill and cushioning for fragile products,100.0,89.0,31.0,81.0,3.0,0.57,0.3,66.0,99.0,3.0,2.0,3.0,2.74,75019.0,595.0,86.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0027,Last-mile delivery and primary e-commerce packaging,100.0,79.0,50.0,96.0,4.0,0.8,0.49,55.0,83.0,6.0,4.0,3.0,3.14,98658.0,722.0,85.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0028,Closed-loop logistics and bulk material handling,92.0,48.0,99.0,42997.0,10.0,1.22,1.52,80.0,82.0,9.0,7.0,7.0,14.94,48860.0,978.0,86.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0029,Closed-loop logistics and bulk material handling,91.0,47.0,97.0,33532.0,10.0,1.04,1.55,79.0,91.0,8.0,7.0,7.0,14.4,51174.0,959.0,97.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0030,"Secure, high-load international shipping and long-term storage",100.0,69.0,96.0,63481.0,8.0,3.49,2.71,85.0,73.0,9.0,9.0,10.0,25.65,24816.0,5014.0,88.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0031,"Secure, high-load international shipping and long-term storage",98.0,70.0,100.0,134415.0,9.0,3.43,2.98,84.0,72.0,8.0,9.0,9.0,25.95,19847.0,4946.0,92.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0032,Cross-docking and returnable packaging programs,90.0,41.0,88.0,40345.0,13.0,0.86,1.38,75.0,79.0,7.0,9.0,7.0,11.82,61482.0,1158.0,98.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0033,Last-mile delivery and primary e-commerce packaging,94.0,78.0,45.0,265.0,5.0,0.79,0.49,64.0,95.0,6.0,3.0,3.0,2.66,100071.0,782.0,90.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0034,Last-mile delivery and primary e-commerce packaging,99.0,80.0,51.0,192.0,6.0,0.77,0.52,61.0,87.0,5.0,3.0,5.0,2.83,96726.0,713.0,92.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0035,Surface protection during transit; minimal void-fill,70.0,21.0,10.0,49088.0,24.0,1.98,1.37,27.0,62.0,8.0,9.0,8.0,1.27,29882.0,224.0,66.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0036,Surface protection during transit; minimal void-fill,66.0,33.0,13.0,93365.0,25.0,1.95,1.64,32.0,54.0,8.0,8.0,8.0,2.18,28979.0,309.0,72.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0037,Surface protection during transit; minimal void-fill,55.0,26.0,12.0,89889.0,25.0,1.91,1.45,32.0,61.0,9.0,9.0,7.0,1.21,29800.0,153.0,70.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0038,"Secure, high-load international shipping and long-term storage",97.0,73.0,98.0,72041.0,8.0,3.51,2.92,89.0,72.0,9.0,9.0,9.0,24.34,23233.0,4984.0,86.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0039,Last-mile delivery and primary e-commerce packaging,100.0,76.0,51.0,256.0,5.0,0.92,0.55,59.0,96.0,4.0,5.0,5.0,3.31,102546.0,957.0,83.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0040,Last-mile delivery and primary e-commerce packaging,100.0,80.0,50.0,352.0,5.0,0.77,0.49,65.0,91.0,4.0,5.0,3.0,2.59,97310.0,846.0,86.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0041,Closed-loop logistics and bulk material handling,86.0,49.0,95.0,13499.0,10.0,1.07,1.39,81.0,88.0,7.0,7.0,7.0,14.96,50168.0,1012.0,97.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0042,"Secure, high-load international shipping and long-term storage",93.0,68.0,100.0,65795.0,9.0,3.48,2.85,88.0,79.0,9.0,10.0,10.0,24.67,20183.0,4942.0,80.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0043,Void-fill and cushioning for fragile products,100.0,91.0,33.0,157.0,2.0,0.62,0.31,63.0,91.0,1.0,3.0,2.0,1.75,71864.0,550.0,75.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0044,"Secure, high-load international shipping and long-term storage",89.0,70.0,97.0,169695.0,8.0,3.65,2.97,83.0,71.0,9.0,9.0,10.0,24.23,19011.0,5005.0,85.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0045,Void-fill and cushioning for fragile products,100.0,84.0,32.0,104.0,2.0,0.49,0.31,69.0,95.0,2.0,1.0,3.0,1.83,78051.0,715.0,84.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0046,Closed-loop logistics and bulk material handling,84.0,50.0,95.0,16331.0,10.0,1.24,1.5,78.0,90.0,7.0,8.0,8.0,14.57,51901.0,1113.0,95.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0047,Cross-docking and returnable packaging programs,80.0,42.0,91.0,98971.0,12.0,0.89,1.41,77.0,91.0,8.0,8.0,8.0,11.76,60578.0,1249.0,93.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0048,Last-mile delivery and primary e-commerce packaging,100.0,76.0,52.0,90.0,5.0,0.86,0.49,58.0,85.0,4.0,4.0,4.0,3.23,96300.0,867.0,89.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0049,Closed-loop logistics and bulk material handling,88.0,51.0,94.0,64030.0,10.0,1.19,1.44,75.0,82.0,9.0,9.0,7.0,14.48,51009.0,930.0,96.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0050,Last-mile delivery and primary e-commerce packaging,93.0,77.0,49.0,298.0,5.0,0.94,0.49,51.0,88.0,5.0,5.0,3.0,2.68,99951.0,850.0,93.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0051,Surface protection during transit; minimal void-fill,78.0,24.0,10.0,64044.0,25.0,2.14,1.44,32.0,60.0,9.0,9.0,8.0,1.18,27055.0,315.0,72.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0052,Cross-docking and returnable packaging programs,81.0,36.0,89.0,69350.0,13.0,1.01,1.56,79.0,83.0,9.0,9.0,7.0,11.28,62593.0,1284.0,90.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0053,Cross-docking and returnable packaging programs,79.0,41.0,89.0,70484.0,12.0,0.92,1.47,72.0,87.0,9.0,8.0,8.0,11.84,60648.0,1209.0,96.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0054,Closed-loop logistics and bulk material handling,87.0,49.0,94.0,89963.0,10.0,1.19,1.61,80.0,91.0,9.0,7.0,6.0,15.15,52117.0,941.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0055,Cross-docking and returnable packaging programs,80.0,40.0,90.0,53148.0,12.0,0.96,1.6,75.0,82.0,7.0,9.0,7.0,12.2,55738.0,1079.0,88.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0056,Void-fill and cushioning for fragile products,100.0,87.0,30.0,176.0,4.0,0.47,0.29,70.0,100.0,1.0,2.0,2.0,2.61,71749.0,572.0,80.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0057,Cross-docking and returnable packaging programs,80.0,42.0,95.0,66060.0,12.0,0.99,1.46,74.0,76.0,8.0,8.0,8.0,11.73,60393.0,1187.0,94.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0058,Last-mile delivery and primary e-commerce packaging,100.0,78.0,50.0,115.0,5.0,0.77,0.52,63.0,91.0,5.0,5.0,5.0,2.8,97679.0,977.0,83.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0059,Last-mile delivery and primary e-commerce packaging,95.0,81.0,46.0,148.0,5.0,0.84,0.53,57.0,89.0,5.0,5.0,5.0,2.91,104546.0,659.0,85.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0060,Last-mile delivery and primary e-commerce packaging,100.0,78.0,50.0,218.0,6.0,0.74,0.54,61.0,88.0,4.0,4.0,5.0,2.95,100824.0,950.0,90.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0061,Last-mile delivery and primary e-commerce packaging,96.0,81.0,49.0,287.0,6.0,0.92,0.53,65.0,89.0,6.0,4.0,4.0,3.62,101365.0,795.0,81.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MAT_0062,Void-fill and cushioning for fragile products,95.0,84.0,27.0,44.0,3.0,0.31,0.28,69.0,100.0,2.0,2.0,4.0,1.63,75514.0,693.0,86.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MAT_0063,"Secure, high-load international shipping and long-term storage",81.0,70.0,93.0,180125.0,8.0,3.58,2.92,89.0,71.0,9.0,9.0,10.0,25.34,19288.0,5034.0,92.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0064,Surface protection during transit; minimal void-fill,69.0,31.0,10.0,17015.0,26.0,2.04,1.57,31.0,63.0,8.0,7.0,8.0,0.21,28810.0,200.0,72.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAT_0065,Closed-loop logistics and bulk material handling,80.0,51.0,100.0,40031.0,10.0,1.1,1.57,82.0,83.0,9.0,7.0,8.0,14.59,44696.0,1041.0,98.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0066,Last-mile delivery and primary e-commerce packaging,100.0,75.0,50.0,283.0,5.0,0.77,0.55,64.0,92.0,6.0,3.0,5.0,3.23,102764.0,808.0,83.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0067,Cross-docking and returnable packaging programs,84.0,42.0,89.0,50911.0,11.0,0.99,1.54,75.0,82.0,8.0,9.0,6.0,11.34,60692.0,1224.0,90.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0068,Last-mile delivery and primary e-commerce packaging,97.0,84.0,54.0,168.0,5.0,0.86,0.48,63.0,96.0,6.0,5.0,5.0,2.69,102623.0,782.0,78.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0069,Cross-docking and returnable packaging programs,82.0,39.0,83.0,21746.0,12.0,0.9,1.55,76.0,77.0,9.0,8.0,7.0,12.73,59483.0,1150.0,82.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0070,Surface protection during transit; minimal void-fill,73.0,32.0,13.0,52824.0,25.0,1.94,1.62,35.0,56.0,9.0,9.0,6.0,2.02,27583.0,373.0,69.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0071,Surface protection during transit; minimal void-fill,68.0,28.0,9.0,61190.0,26.0,2.0,1.42,32.0,62.0,7.0,9.0,8.0,1.47,27876.0,267.0,74.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAT_0072,Surface protection during transit; minimal void-fill,73.0,32.0,8.0,70772.0,25.0,1.92,1.36,24.0,61.0,7.0,8.0,6.0,1.91,31964.0,256.0,63.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MAT_0073,Cross-docking and returnable packaging programs,92.0,42.0,94.0,46640.0,13.0,0.98,1.47,79.0,75.0,9.0,8.0,7.0,11.69,54650.0,1189.0,88.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAT_0074,Last-mile delivery and primary e-commerce packaging,100.0,77.0,46.0,169.0,4.0,0.75,0.51,57.0,87.0,6.0,3.0,3.0,2.82,96624.0,825.0,90.0
