strength_mpa,weight_capacity,co2_emission_score,biodegradability_percent,recyclability_percent,cost_per_kg,x0_Cardboard,x0_Paper/Bio-Based,x0_Plastic,x0_Steel,"x1_E-commerce, Food & Beverage, Consumer Goods, Apparel","x1_Electronics, Medium-Value Goods, Retail Logistics","x1_Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection","x1_Heavy Industrial Components, High-Security Goods","x1_Industrial Components, Heavy Machinery, Automotive Parts","x1_Low-Value Goods, Secondary Protection for Non-Fragile Items"
0.8888888888888888,0.8125,0.4175084175084175,0.0005490515373172704,0.8222222222222224,0.8854030229742562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.75,0.42760942760942766,0.0007525961161067901,0.7999999999999998,0.9126294298277845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8888888888888888,0.96875,0.8181818181818182,0.00031636610726678644,1.0,0.11955589867053779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7777777777777777,0.875,0.9090909090909092,5.861571066403609e-05,0.9555555555555557,0.0913421282072818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6666666666666665,0.75,0.37037037037037035,0.0005964519817081208,0.7777777777777777,0.7384909184770191,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.375,0.07070707070707069,0.11682920603904905,0.8666666666666667,0.3834493756470955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4444444444444445,0.375,0.0808080808080808,0.16131405971878005,0.9777777777777779,0.4372612159745842,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.84375,0.36700336700336705,0.00045957456163283386,0.33333333333333326,0.172063561297932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7777777777777777,0.8125,0.45791245791245794,0.00016003432689001048,0.24444444444444446,0.21536950599496185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8888888888888888,0.875,0.3939393939393939,0.00017287614146051906,0.0,0.25397586241307357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8888888888888888,0.9375,0.888888888888889,0.00025833151300665597,0.9333333333333331,0.10287830635545203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.375,0.09090909090909091,0.120942531514458,1.0,0.40110884956355514,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.3125,0.07070707070707069,0.08791128117318962,1.0,0.330924301399573,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.6875,0.3737373737373737,0.0021248085110488263,0.6888888888888889,0.8794993623746761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8888888888888888,1.0,0.8653198653198654,0.00029918847286172795,0.8444444444444446,0.08716460169731435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.03125,0.010101010101010097,0.19731414848169865,1.0,0.24530278985438553,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8888888888888888,0.96875,0.9057239057239059,1.0659124028430342e-05,0.7555555555555555,0.07638805384972108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1111111111111111,0.0625,0.010101010101010097,0.2979561550880819,1.0,0.20958283570672437,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6666666666666665,0.75,0.4107744107744108,0.0017265039714779006,0.6444444444444444,0.8026089172009551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.8125,0.38047138047138046,0.00014122394312090125,0.5555555555555556,0.6677857946455842,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.3125,0.07070707070707069,0.3443316541261154,1.0,0.4061609430959348,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.875,0.39057239057239057,0.0003121783485186286,0.7333333333333334,0.944520298812431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4444444444444445,0.375,0.07070707070707069,0.10387269076200628,0.8444444444444446,0.35222475365833866,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.90625,0.39057239057239057,0.0003120725056536576,0.5111111111111111,0.08790301363357675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8888888888888888,0.875,0.430976430976431,0.00027503183516591024,0.5777777777777777,0.6424507400193245,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.875,0.4006734006734007,0.00026783876765386117,0.5333333333333332,0.696920473276296,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.78125,0.4478114478114479,0.00017259242142119075,0.711111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6666666666666665,0.75,0.44444444444444453,0.0004113242313157918,0.5555555555555556,0.7417723517472873,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0033670033670033517,0.17599461535994124,1.0,0.3673658616784548,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7777777777777777,0.8125,0.39730639730639733,0.00029729808191705353,0.5555555555555556,0.7004662558140846,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4444444444444445,0.4375,0.0808080808080808,0.2694395438081866,1.0,0.3087052133981046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4444444444444445,0.4375,0.08417508417508418,0.2093234445300518,0.8888888888888888,0.5333667618801099,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.34375,0.08754208754208756,0.14205424811707326,1.0,0.3496845697643808,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.4375,0.08417508417508418,0.10786046833614396,0.911111111111111,0.5332543683452805,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1111111111111111,0.125,0.0,0.704494620565397,0.8888888888888888,0.18219629338048035,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8888888888888888,0.96875,0.888888888888889,7.933967566842192e-08,0.5777777777777777,0.08263919020118773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7777777777777777,0.78125,0.43434343434343436,0.0016501822615451467,0.3111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8888888888888888,0.84375,0.43434343434343436,0.0006024800981365326,0.5555555555555556,0.7370920877332704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5555555555555556,0.4375,0.09090909090909091,0.10938742979536314,1.0,0.470497179904809,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.78125,0.4242424242424243,0.0004369574874079103,0.6444444444444444,0.6577952931090528,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.5,0.06734006734006734,0.1843835043948289,0.9333333333333331,0.39904931070470734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.84375,0.42760942760942766,0.001253741779621832,0.5999999999999999,0.7766802218987412,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.84375,0.45117845117845123,0.0004149024167099915,0.3999999999999999,0.14728305002011666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666666666665,0.78125,0.3838383838383838,0.00033465288315493157,0.28888888888888875,0.15234902660883526,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666666666665,0.6875,0.3636363636363637,0.00026604869807638637,0.3999999999999999,0.25744780474632184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8888888888888888,0.84375,0.4006734006734007,0.0004927269084438702,0.8222222222222224,0.6269035108742361,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.375,0.07744107744107745,0.18329145967744134,1.0,0.3709416901718181,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.90625,0.4410774410774412,0.0012412632796046786,0.5999999999999999,0.17899190371656698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1111111111111111,0.09375,0.006734006734006717,0.1811456875683848,0.9777777777777779,0.18548820230631527,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8888888888888888,0.875,0.42087542087542096,0.00019683417512880702,0.6444444444444444,0.6779320475317769,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.90625,0.3872053872053872,0.00022352407600212463,0.7333333333333334,0.6727353447018977,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.34375,0.0808080808080808,0.12384928154313048,0.9555555555555557,0.5300757690950486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.75,0.4545454545454545,0.0012110639996940045,0.8222222222222224,0.6682760165044899,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.90625,0.4006734006734007,0.000187208335698697,0.6888888888888889,0.6640921709722633,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.75,0.3939393939393939,0.0006355668665432692,0.3555555555555556,0.34171952442447495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4444444444444445,0.375,0.08754208754208756,0.15408333822526002,1.0,0.4107192664239023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.78125,0.3602693602693603,0.0002169480571025549,0.1777777777777778,0.3306375654100712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666666666665,0.6875,0.3602693602693603,0.00030310992552506715,0.28888888888888875,0.09772416883536308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4444444444444445,0.40625,0.0808080808080808,0.09920401635365263,1.0,0.39304742893424927,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.75,0.4107744107744108,0.0007700433694953299,0.7333333333333334,0.788586970953523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8888888888888888,0.84375,0.3939393939393939,0.0005140878843988693,0.3111111111111111,0.1281260308824601,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2222222222222222,0.15625,0.010101010101010097,0.46960572937241063,0.8888888888888888,0.27889503981875435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1111111111111111,0.15625,0.0,0.23295075628181355,1.0,0.20949390081567215,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7777777777777777,0.84375,0.40740740740740744,0.00017463486591987645,0.8888888888888888,0.7642957678665544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.09375,0.013468013468013462,0.22288790126114982,0.9333333333333331,0.43133515628944946,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6666666666666665,0.75,0.44444444444444453,0.00042650554696508524,0.5999999999999999,0.6922636864514161,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.75,0.41414141414141414,0.00020738422833972312,1.0,0.7544253920435278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4444444444444445,0.3125,0.0808080808080808,0.3443316541261154,1.0,0.5013078088815415,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.28125,0.06397306397306396,0.15721542737367125,0.9777777777777779,0.5849715634478386,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4444444444444445,0.3125,0.08754208754208756,0.10637548529545028,0.9333333333333331,0.3463407338311335,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2222222222222222,0.1875,0.010101010101010097,0.26037696918506453,0.9777777777777779,0.3453651069614382,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7777777777777777,0.75,0.4242424242424243,0.001448463004972719,0.6444444444444444,0.911085303608224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2222222222222222,0.15625,0.0,0.18221226255096043,1.0,0.17042486116158573,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2222222222222222,0.125,0.010101010101010097,0.25397002602251234,1.0,0.3145841963055907,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7777777777777777,0.84375,0.9158249158249159,1.9382835668819813e-05,0.8666666666666667,0.09533296599838595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.34375,0.07744107744107745,0.12794916038759768,0.9777777777777779,0.4742456854795354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.4375,0.0808080808080808,0.16563187021146816,1.0,0.4259869836153057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.78125,0.39057239057239057,0.00042248836002500265,0.6666666666666667,0.706034723871746,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.6875,0.3771043771043771,0.00025992654629362243,0.1333333333333333,0.27044712770963564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666666666665,0.71875,0.44444444444444453,0.0010549091620842708,0.6888888888888889,0.766813859291573,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.8125,0.3838383838383838,0.0003284204713089795,0.8222222222222224,0.7268415691252657,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.75,0.40740740740740744,0.0006928098479152258,0.8666666666666667,0.7017569819465447,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.65625,0.4175084175084175,0.0005500256144702577,0.8222222222222224,0.8181088692785089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4444444444444445,0.3125,0.07744107744107745,0.20381040509865508,1.0,0.39058387693965885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.90625,0.9663299663299663,0.0002386517057038565,0.8888888888888888,0.09928484864307224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8888888888888888,0.78125,0.37037037037037035,0.00029141870614399033,0.7777777777777777,0.9777315232326957,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1111111111111111,0.125,0.0033670033670033517,0.2261442509523904,1.0,0.24817528805042277,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4444444444444445,0.34375,0.09090909090909091,0.201161282294712,0.8666666666666667,0.40993889499293606,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.46875,0.07407407407407407,0.11381814421426452,0.8444444444444446,0.40880264552574114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.84375,0.3737373737373737,0.00083099875113039,0.711111111111111,0.8131090786061667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.84375,0.40404040404040403,0.0002832850302500603,0.711111111111111,0.6589976629656863,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.71875,0.3872053872053872,0.0010561728205588361,0.6888888888888889,0.8520163025779401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1111111111111111,0.15625,0.006734006734006717,0.1749993235082167,1.0,0.3380684697700163,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4444444444444445,0.375,0.06397306397306396,0.09984515228779423,1.0,0.5196278858227279,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.875,0.44444444444444453,0.0002978315435478864,0.3111111111111111,0.19716900087920086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4444444444444445,0.40625,0.0808080808080808,0.09321750610987048,0.9333333333333331,0.4647056655685943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.96875,0.9090909090909092,0.00012723204303767826,0.8666666666666667,0.09307955765736409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6666666666666665,0.71875,0.37037037037037035,0.0008860050162282287,0.5999999999999999,0.9507196997918698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.71875,0.3838383838383838,0.0026633684380854374,0.6888888888888889,0.7358805638870446,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.34375,0.07744107744107745,0.20247718645538174,1.0,0.42714713063312615,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.875,0.9595959595959596,0.0001393799327575063,0.8444444444444446,0.0892832075270937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1111111111111111,0.125,0.006734006734006717,0.17599461535994124,1.0,0.2717761722644941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5555555555555556,0.4375,0.0808080808080808,0.11257461474208222,0.911111111111111,0.4463851954657802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.75,0.40404040404040403,0.0005763799781713158,0.6444444444444444,0.8668290007123916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5555555555555556,0.4375,0.08417508417508418,0.306811448352615,0.9777777777777779,0.4873649511754705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.78125,0.39730639730639733,0.0004418167452311849,0.3111111111111111,0.17928654868384064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4444444444444445,0.375,0.07070707070707069,0.12794916038759768,0.9777777777777779,0.38931269761641757,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2222222222222222,0.15625,0.010101010101010097,0.18773905994082707,1.0,0.22111045208045815,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4444444444444445,0.375,0.06734006734006734,0.1548546151823036,0.9333333333333331,0.47182542577283904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4444444444444445,0.40625,0.07744107744107745,0.2383305134677531,0.9333333333333331,0.41850873789724563,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.78125,0.39057239057239057,0.0010570005355478227,0.6444444444444444,0.8890160064777803,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.75,0.4175084175084175,0.00019591913552891342,0.6666666666666667,0.7049179470323309,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.34375,0.07744107744107745,0.12286498520206786,0.9777777777777779,0.40497992142113454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8888888888888888,0.9375,0.9090909090909092,2.987164272753363e-05,0.8666666666666667,0.097839584027481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.03125,0.006734006734006717,0.1730421013738712,1.0,0.3145303343989736,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6666666666666665,0.6875,0.37037037037037035,0.00024394172529941684,0.15555555555555545,0.18118225536158775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666666666665,0.65625,0.4242424242424243,0.0006651144398246837,0.5999999999999999,0.7310968266562574,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7777777777777777,0.75,0.4107744107744108,0.00079868380316597,0.8444444444444446,0.8321438393139428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7777777777777777,0.84375,0.40740740740740744,0.00032440566286024455,0.5777777777777777,0.7821812380101313,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.3125,0.08417508417508418,0.201161282294712,1.0,0.4791227194699975,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666665,0.6875,0.39057239057239057,0.00023080200468761347,0.7777777777777777,0.8641115021607656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8888888888888888,0.9375,0.9360269360269362,0.00017021834727174524,0.911111111111111,0.09700546814384298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2222222222222222,0.1875,0.0,0.24590202350264384,0.8666666666666667,0.30047130114103343,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6666666666666665,0.6875,0.4175084175084175,0.0006021126212233188,0.8666666666666667,0.8309093414760089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.9393939393939394,2.4444435148884928e-05,0.9777777777777779,0.08792311309451728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
