product_id,category,product_weight_kg,fragility_index,fragility_level,shipping_type,material_id,material_type,packaging_type,biodegradation_time_days,reusability_percent,recycled_content_percent,supplier_region,supplier_sustainability_compliance_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,sustainability_score
1,food,0.5,2,,Air,MAT_0202,Cardboard,Cardboard Boxes,230.0,51.0,80.0,AMERICAS,83.0,4.0,4.0,4.0,39.451298701298704
1,food,0.5,2,,Air,MAT_0203,Cardboard,Cardboard Boxes,157.0,47.0,78.0,LATAM,90.0,4.0,3.0,3.0,39.84289873417722
1,food,0.5,2,,Air,MAT_0205,Plastic,Foldable & Stackable Containers,46640.0,94.0,42.0,EU,88.0,8.0,8.0,8.0,37.16200643210909
1,food,0.5,2,,Air,MAT_0208,Plastic,Foldable & Stackable Containers,60408.0,92.0,40.0,LATAM,88.0,9.0,8.0,7.0,33.17100496614743
1,food,0.5,2,,Air,MAT_0211,Cardboard,Cardboard Boxes,154.0,48.0,77.0,EMEA,85.0,5.0,4.0,4.0,39.84893548387097
1,food,0.5,2,,Air,MAT_0213,Cardboard,Cardboard Boxes,201.0,50.0,81.0,ROW,85.0,5.0,4.0,4.0,38.24848514851486
1,food,0.5,2,,Air,MAT_0214,Plastic,Foldable & Stackable Containers,50911.0,89.0,42.0,APAC,90.0,7.0,8.0,8.0,33.18600589252043
1,food,0.5,2,,Air,MAT_0216,Cardboard,Cardboard Boxes,211.0,44.0,75.0,APAC,93.0,5.0,4.0,4.0,38.651415094339626
1,food,0.5,2,,Air,MAT_0220,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,5.0,4.0,4.0,39.45751515151515
1,food,0.5,2,,Air,MAT_0221,Cardboard,Cardboard Boxes,252.0,48.0,80.0,EMEA,85.0,4.0,4.0,4.0,39.85118577075099
1,food,0.5,2,,Air,MAT_0222,Plastic,Foldable & Stackable Containers,37036.0,87.0,42.0,EU,96.0,9.0,9.0,7.0,37.5590081000081
1,food,0.5,2,,Air,MAT_0224,Cardboard,Cardboard Boxes,154.0,50.0,82.0,APAC,86.0,5.0,3.0,4.0,38.25193548387097
1,food,0.5,2,,Air,MAT_0226,Plastic,Foldable & Stackable Containers,52407.0,87.0,38.0,APAC,97.0,9.0,9.0,7.0,33.5590057243169
1,food,0.5,2,,Air,MAT_0227,Cardboard,Cardboard Boxes,275.0,49.0,83.0,APAC,92.0,5.0,3.0,5.0,39.45108695652174
1,food,0.5,2,,Air,MAT_0228,Cardboard,Cardboard Boxes,230.0,50.0,80.0,EU,83.0,5.0,5.0,4.0,39.8542987012987
1,food,0.5,2,,Air,MAT_0231,Cardboard,Cardboard Boxes,250.0,48.0,77.0,AMERICAS,87.0,5.0,4.0,4.0,38.65119521912351
1,food,0.5,2,,Air,MAT_0233,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,LATAM,90.0,7.0,9.0,8.0,33.15600575252632
1,food,0.5,2,,Air,MAT_0235,Cardboard,Cardboard Boxes,201.0,50.0,81.0,EMEA,85.0,6.0,3.0,4.0,39.84248514851485
1,food,0.5,2,,Air,MAT_0237,Cardboard,Cardboard Boxes,169.0,46.0,77.0,LATAM,90.0,6.0,4.0,5.0,39.05176470588236
1,food,0.5,2,,Air,MAT_0238,Cardboard,Cardboard Boxes,242.0,52.0,81.0,AMERICAS,88.0,5.0,4.0,4.0,39.44223456790124
1,food,0.5,2,,Air,MAT_0239,Plastic,Foldable & Stackable Containers,40250.0,94.0,36.0,LATAM,96.0,9.0,9.0,6.0,33.14400745323098
1,food,0.5,2,,Air,MAT_0242,Cardboard,Cardboard Boxes,291.0,53.0,82.0,EU,85.0,5.0,4.0,4.0,39.85102739726028
1,food,0.5,2,,Air,MAT_0243,Cardboard,Cardboard Boxes,332.0,51.0,76.0,LATAM,84.0,5.0,3.0,4.0,38.64190090090091
1,food,0.5,2,,Air,MAT_0247,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,LATAM,89.0,9.0,8.0,8.0,34.37700836796742
1,food,0.5,2,,Air,MAT_0251,Cardboard,Cardboard Boxes,250.0,48.0,77.0,EU,87.0,4.0,4.0,5.0,39.05719521912351
1,food,0.5,2,,Air,MAT_0254,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,6.0,3.0,4.0,39.85489873417722
1,food,0.5,2,,Air,MAT_0256,Plastic,Foldable & Stackable Containers,10935.0,92.0,36.0,ROW,91.0,8.0,7.0,7.0,34.332027432333575
1,food,0.5,2,,Air,MAT_0257,Cardboard,Cardboard Boxes,332.0,51.0,76.0,APAC,84.0,5.0,4.0,4.0,38.65090090090091
1,food,0.5,2,,Air,MAT_0260,Cardboard,Cardboard Boxes,154.0,48.0,79.0,EMEA,86.0,5.0,5.0,4.0,37.44293548387097
1,food,0.5,2,,Air,MAT_0263,Cardboard,Cardboard Boxes,242.0,52.0,81.0,EMEA,88.0,6.0,3.0,5.0,39.84223456790124
1,food,0.5,2,,Air,MAT_0264,Plastic,Foldable & Stackable Containers,69350.0,89.0,41.0,APAC,90.0,7.0,9.0,8.0,33.162004325820824
1,food,0.5,2,,Air,MAT_0266,Cardboard,Cardboard Boxes,154.0,48.0,79.0,LATAM,86.0,6.0,3.0,4.0,37.44893548387097
1,food,0.5,2,,Air,MAT_0267,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,EMEA,90.0,9.0,8.0,8.0,32.37400575252632
1,food,0.5,2,,Air,MAT_0270,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,6.0,4.0,5.0,39.44851515151515
1,food,0.5,2,,Air,MAT_0271,Plastic,Foldable & Stackable Containers,46640.0,94.0,42.0,AMERICAS,88.0,9.0,9.0,7.0,37.550006432109086
1,food,0.5,2,,Air,MAT_0273,Cardboard,Cardboard Boxes,169.0,46.0,77.0,AMERICAS,90.0,5.0,3.0,4.0,39.04576470588236
1,food,0.5,2,,Air,MAT_0274,Cardboard,Cardboard Boxes,153.0,53.0,77.0,LATAM,86.0,5.0,4.0,4.0,39.85194805194806
1,food,0.5,2,,Air,MAT_0275,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,ROW,89.0,8.0,8.0,7.0,34.35600836796742
1,food,0.5,2,,Air,MAT_0277,Cardboard,Cardboard Boxes,209.0,50.0,81.0,EU,86.0,5.0,4.0,4.0,39.84842857142857
1,food,0.5,2,,Air,MAT_0278,Plastic,Foldable & Stackable Containers,60408.0,92.0,40.0,APAC,88.0,8.0,7.0,7.0,34.33500496614743
1,food,0.5,2,,Air,MAT_0281,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,4.0,4.0,5.0,38.25151515151516
1,food,0.5,2,,Air,MAT_0283,Cardboard,Cardboard Boxes,291.0,53.0,82.0,APAC,85.0,6.0,4.0,4.0,39.44802739726028
1,food,0.5,2,,Air,MAT_0284,Plastic,Foldable & Stackable Containers,52407.0,87.0,38.0,AMERICAS,97.0,8.0,9.0,8.0,33.5440057243169
1,food,0.5,2,,Air,MAT_0285,Cardboard,Cardboard Boxes,154.0,48.0,79.0,LATAM,86.0,5.0,3.0,3.0,39.04293548387097
1,food,0.5,2,,Air,MAT_0287,Cardboard,Cardboard Boxes,250.0,48.0,77.0,EU,87.0,5.0,5.0,4.0,39.06019521912351
1,food,0.5,2,,Air,MAT_0288,Plastic,Foldable & Stackable Containers,69350.0,89.0,41.0,ROW,90.0,9.0,8.0,8.0,34.72900432582083
1,food,0.5,2,,Air,MAT_0289,Cardboard,Cardboard Boxes,157.0,47.0,78.0,AMERICAS,90.0,4.0,3.0,3.0,39.84589873417722
1,food,0.5,2,,Air,MAT_0291,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,APAC,90.0,7.0,9.0,8.0,32.35600575252632
1,food,0.5,2,,Air,MAT_0292,Cardboard,Cardboard Boxes,201.0,50.0,81.0,LATAM,85.0,5.0,3.0,3.0,39.84248514851485
1,food,0.5,2,,Air,MAT_0294,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EMEA,84.0,6.0,4.0,5.0,38.65090090090091
1,food,0.5,2,,Air,MAT_0295,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,ROW,89.0,9.0,8.0,8.0,34.35600836796742
1,food,0.5,2,,Air,MAT_0297,Cardboard,Cardboard Boxes,291.0,53.0,82.0,APAC,85.0,4.0,4.0,4.0,39.44202739726028
1,food,0.5,2,,Air,MAT_0298,Plastic,Foldable & Stackable Containers,46640.0,94.0,42.0,LATAM,88.0,8.0,8.0,8.0,37.550006432109086
1,food,0.5,2,,Air,MAT_0300,Cardboard,Cardboard Boxes,197.0,50.0,78.0,LATAM,87.0,6.0,3.0,4.0,39.45451515151515
1,food,0.5,2,,Air,MAT_0301,Plastic,Foldable & Stackable Containers,52407.0,87.0,38.0,EMEA,97.0,9.0,8.0,7.0,33.5710057243169
1,food,0.5,2,,Air,MAT_0303,Cardboard,Cardboard Boxes,169.0,46.0,77.0,EMEA,90.0,4.0,4.0,5.0,39.84576470588235
1,food,0.5,2,,Air,MAT_0304,Plastic,Foldable & Stackable Containers,60408.0,92.0,40.0,AMERICAS,88.0,9.0,8.0,8.0,32.34100496614743
1,food,0.5,2,,Air,MAT_0306,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,5.0,3.0,3.0,39.84889873417722
1,food,0.5,2,,Air,MAT_0307,Plastic,Foldable & Stackable Containers,40250.0,94.0,36.0,APAC,96.0,9.0,9.0,6.0,34.76500745323098
1,food,0.5,2,,Air,MAT_0309,Cardboard,Cardboard Boxes,209.0,50.0,81.0,AMERICAS,86.0,4.0,4.0,4.0,39.84842857142857
1,food,0.5,2,,Air,MAT_0311,Cardboard,Cardboard Boxes,154.0,48.0,79.0,EU,86.0,6.0,3.0,5.0,39.44893548387097
1,food,0.5,2,,Air,MAT_0313,Cardboard,Cardboard Boxes,291.0,53.0,82.0,LATAM,85.0,5.0,3.0,3.0,39.85102739726028
1,food,0.5,2,,Air,MAT_0315,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EU,84.0,5.0,5.0,4.0,38.64490090090091
1,food,0.5,2,,Air,MAT_0317,Cardboard,Cardboard Boxes,242.0,52.0,81.0,AMERICAS,88.0,5.0,3.0,4.0,39.45123456790124
1,food,0.5,2,,Air,MAT_0319,Cardboard,Cardboard Boxes,169.0,46.0,77.0,ROW,90.0,6.0,3.0,3.0,39.04876470588236
1,food,0.5,2,,Air,MAT_0321,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,5.0,4.0,4.0,38.25451515151516
1,food,0.5,2,,Air,MAT_0323,Cardboard,Cardboard Boxes,157.0,47.0,78.0,EU,90.0,5.0,3.0,5.0,39.85189873417722
1,food,0.5,2,,Air,MAT_0325,Cardboard,Cardboard Boxes,209.0,50.0,81.0,ROW,86.0,5.0,4.0,4.0,39.44242857142857
1,food,0.5,2,,Air,MAT_0327,Cardboard,Cardboard Boxes,154.0,48.0,79.0,APAC,86.0,6.0,3.0,4.0,37.45193548387097
1,food,0.5,2,,Air,MAT_0329,Cardboard,Cardboard Boxes,332.0,51.0,76.0,AMERICAS,84.0,5.0,3.0,4.0,38.64790090090091
1,food,0.5,2,,Air,MAT_0331,Cardboard,Cardboard Boxes,291.0,53.0,82.0,ROW,85.0,5.0,4.0,4.0,39.45102739726028
1,food,0.5,2,,Air,MAT_0333,Cardboard,Cardboard Boxes,169.0,46.0,77.0,LATAM,90.0,6.0,3.0,5.0,39.04276470588236
1,food,0.5,2,,Air,MAT_0335,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,5.0,5.0,3.0,38.26051515151516
1,food,0.5,2,,Air,MAT_0337,Cardboard,Cardboard Boxes,157.0,47.0,78.0,AMERICAS,90.0,5.0,3.0,4.0,39.85189873417722
1,food,0.5,2,,Air,MAT_0339,Cardboard,Cardboard Boxes,154.0,48.0,79.0,ROW,86.0,5.0,3.0,3.0,37.44293548387097
1,food,0.5,2,,Air,MAT_0341,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EU,84.0,5.0,4.0,4.0,38.65090090090091
1,food,0.5,2,,Air,MAT_0343,Cardboard,Cardboard Boxes,291.0,53.0,82.0,AMERICAS,85.0,5.0,4.0,4.0,39.44802739726028
1,food,0.5,2,,Air,MAT_0345,Cardboard,Cardboard Boxes,197.0,50.0,78.0,ROW,87.0,6.0,3.0,5.0,38.25751515151516
1,food,0.5,2,,Air,MAT_0347,Cardboard,Cardboard Boxes,169.0,46.0,77.0,EU,90.0,5.0,3.0,3.0,39.84876470588235
1,food,0.5,2,,Air,MAT_0349,Cardboard,Cardboard Boxes,154.0,48.0,79.0,AMERICAS,86.0,5.0,3.0,4.0,39.05193548387097
1,food,0.5,2,,Air,MAT_0351,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,5.0,4.0,4.0,39.85189873417722
1,food,0.5,2,,Air,MAT_0353,Cardboard,Cardboard Boxes,242.0,52.0,81.0,EU,88.0,4.0,4.0,5.0,39.44223456790124
1,food,0.5,2,,Air,MAT_0355,Cardboard,Cardboard Boxes,291.0,53.0,82.0,AMERICAS,85.0,5.0,4.0,4.0,39.845027397260274
1,food,0.5,2,,Air,MAT_0357,Cardboard,Cardboard Boxes,332.0,51.0,76.0,ROW,84.0,5.0,3.0,3.0,38.65090090090091
1,food,0.5,2,,Air,MAT_0359,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,4.0,4.0,5.0,38.25451515151516
