Material ID,Recyclability (%),Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%),Packaging Type_Bubble Wrap (Minimal Use),Packaging Type_Cardboard Boxes,Packaging Type_Foldable & Stackable Containers,Packaging Type_Plastic Totes & Pallets,Packaging Type_Protective Fillers (Paper/Biodegradable),Packaging Type_Steel Racks & Containers,Material Type_Cardboard,Material Type_Paper/Bio-Based,Material Type_Plastic,Material Type_Steel,Recyclability Category_High,Recyclability Category_Medium,Supplier Region_AMERICAS,Supplier Region_APAC,Supplier Region_EMEA,Supplier Region_EU,Supplier Region_LATAM,Supplier Region_ROW,"Suitable Product Categories_E-commerce, Food & Beverage, Consumer Goods, Apparel","Suitable Product Categories_Electronics, Medium-Value Goods, Retail Logistics","Suitable Product Categories_Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection","Suitable Product Categories_Heavy Industrial Components, High-Security Goods","Suitable Product Categories_Industrial Components, Heavy Machinery, Automotive Parts","Suitable Product Categories_Low-Value Goods, Secondary Protection for Non-Fragile Items",Recommended Packaging Use Cases_Closed-loop logistics and bulk material handling,Recommended Packaging Use Cases_Cross-docking and returnable packaging programs,Recommended Packaging Use Cases_Last-mile delivery and primary e-commerce packaging,"Recommended Packaging Use Cases_Secure, high-load international shipping and long-term storage",Recommended Packaging Use Cases_Surface protection during transit; minimal void-fill,Recommended Packaging Use Cases_Void-fill and cushioning for fragile products,cii,cei,mss
MAT_0011,1.0,0.8493150684931505,0.4845360824742267,0.0009157661632727,0.1666666666666666,0.1041666666666666,0.0875420875420875,0.6307692307692307,0.8260869565217392,0.4444444444444445,0.4444444444444445,0.25,0.127039627039627,0.91158770593012,0.1214877703658783,0.783783783783784,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.47084351341833,83.3387402975032,41.3573883161512
MAT_0012,0.711111111111111,0.6712328767123288,0.9690721649484536,0.4200203133585307,0.2083333333333333,0.9345238095238096,0.9932659932659932,0.9384615384615383,0.4782608695652175,0.7777777777777777,0.8888888888888888,0.75,0.9409479409479412,0.0986907238283813,1.0,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.002084201937684,43.66737958490534,84.38144329896906
MAT_0013,0.4666666666666665,0.1232876712328767,0.0412371134020618,0.3932244404113732,0.9583333333333331,0.5119047619047619,0.4410774410774412,0.0153846153846153,0.0434782608695654,0.6666666666666665,0.8888888888888888,0.5,0.0268065268065268,0.1959575959153253,0.0038407115423489,0.1351351351351351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,54.560169144561144,63.484415927714885,57.4914089347079
MAT_0014,1.0,0.8767123287671232,0.3092783505154639,0.0006327111673521,0.0416666666666666,0.0446428571428571,0.0168350168350168,0.7076923076923078,0.847826086956522,0.2222222222222222,0.2222222222222222,0.25,0.0827505827505827,0.6688098601733095,0.0814635132403476,0.4594594594594594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.30761799157877,82.04803787278014,24.518900343642613
MAT_0015,0.711111111111111,0.273972602739726,0.8144329896907216,0.4052237521992263,0.4583333333333333,0.2142857142857143,0.4377104377104377,0.8153846153846154,0.5869565217391306,0.7777777777777777,0.8888888888888888,0.5,0.4797979797979799,0.4750325372370602,0.227612694562361,0.7567567567567568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.66820325893902,63.632094137248764,76.28865979381443
MAT_0016,0.8444444444444446,0.8630136986301369,0.4536082474226804,0.0017982317387901,0.1249999999999999,0.1369047619047619,0.0707070707070706,0.5692307692307692,0.7826086956521741,0.4444444444444445,0.4444444444444445,0.125,0.1103341103341103,0.9724907394017598,0.1528198908429351,0.7567567567567568,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.45110355288682,78.88879276508143,38.238831615120276
MAT_0017,0.3555555555555556,0.1232876712328767,0.0618556701030927,0.4014441354889914,0.9583333333333331,0.4970238095238095,0.3737373737373737,0.0615384615384615,0.0869565217391306,0.7777777777777777,0.6666666666666665,0.75,0.0334110334110334,0.1741771138080247,0.026682838083687,0.2702702702702702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,53.67384765250198,60.233228398176855,59.57044673539518
MAT_0018,0.1555555555555554,0.0821917808219178,0.0927835051546391,0.2124521997813261,1.0,0.4761904761904761,0.3973063973063973,0.123076923076923,0.2608695652173913,0.6666666666666665,0.8888888888888888,0.75,0.0497280497280497,0.1444542087055185,0.0248635536688902,0.3513513513513515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.40084478097099,54.03593428335696,63.52233676975945
MAT_0019,0.6888888888888889,0.273972602739726,0.9381443298969072,0.3228436481903905,0.4166666666666667,0.1904761904761904,0.4006734006734007,0.7076923076923078,0.5217391304347827,0.7777777777777777,0.8888888888888888,0.5,0.4634809634809635,0.5031202376052594,0.1821305841924398,0.6486486486486485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.95442119401893,66.25550509055664,78.76288659793815
MAT_0020,0.8222222222222224,0.780821917808219,0.5154639175257731,0.0010378683183758,0.1666666666666666,0.1428571428571428,0.0841750841750841,0.4923076923076923,0.7391304347826089,0.4444444444444445,0.3333333333333333,0.375,0.1254856254856255,0.9379289631467124,0.1710127349909035,0.5405405405405406,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.26852725011204,78.70166374290086,41.1426116838488
MAT_0021,1.0,0.9999999999999998,0.3195876288659793,0.000172053036736,0.0416666666666666,0.0476190476190476,0.0168350168350168,0.6923076923076923,1.0,0.2222222222222222,0.0,0.25,0.0602175602175602,0.634748656796111,0.1055184960582171,0.3513513513513515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.32143773549727,83.38087456644156,18.05841924398625
MAT_0022,0.8666666666666667,0.4794520547945205,0.8969072164948454,0.2019458643445056,0.3333333333333333,0.2499999999999999,0.3636363636363637,0.8153846153846154,0.673913043478261,0.7777777777777777,0.8888888888888888,0.625,0.5497280497280498,0.3456622579173943,0.1786941580756013,0.8108108108108107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.3961695242103,66.45174184349443,80.43814432989691
MAT_0023,0.7777777777777777,0.7397260273972601,0.422680412371134,0.0009990176326612,0.1249999999999999,0.1339285714285714,0.0639730639730639,0.5846153846153846,0.7608695652173914,0.3333333333333333,0.4444444444444445,0.125,0.1383061383061383,0.9343804576348488,0.1229027693551647,0.8108108108108107,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.74444024543095,74.8716346654491,34.286941580756015
MAT_0024,0.7333333333333334,0.1780821917808219,0.8865979381443299,0.0855214594537593,0.4583333333333333,0.2261904761904762,0.3602693602693603,0.7692307692307692,0.6521739130434783,0.7777777777777777,0.6666666666666665,0.625,0.4650349650349651,0.5471817746977096,0.1768748736608045,0.7567567567567568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0235818056128,66.48021051113834,73.56529209621992
MAT_0025,0.1777777777777778,0.0410958904109589,0.134020618556701,0.2960755257330291,0.9166666666666666,0.4970238095238095,0.4478114478114479,0.1076923076923077,0.108695652173913,0.6666666666666665,0.8888888888888888,0.75,0.0334110334110334,0.1837881130627273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.538609648884545,56.34319403391569,64.3470790378007
MAT_0026,1.0,0.9315068493150684,0.2886597938144329,0.0002775048979614,0.0416666666666666,0.0773809523809523,0.0067340067340067,0.6461538461538461,0.9782608695652172,0.2222222222222222,0.1111111111111111,0.125,0.0982905982905983,0.6715463252388845,0.0909642207398423,0.6216216216216217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.72231458370089,80.85866596175875,18.273195876288657
MAT_0027,1.0,0.7945205479452053,0.4845360824742267,0.0003607563673498,0.0833333333333333,0.1458333333333333,0.0707070707070706,0.476923076923077,0.6304347826086958,0.5555555555555556,0.3333333333333333,0.125,0.1138306138306138,0.9345028198938786,0.1166363452597533,0.5945945945945945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.1608944806967,83.99919095795386,38.8573883161512
MAT_0028,0.8222222222222224,0.3698630136986301,0.9896907216494844,0.2384655089162324,0.3333333333333333,0.2708333333333333,0.4175084175084175,0.8615384615384616,0.6086956521739131,0.8888888888888888,0.6666666666666665,0.625,0.5722610722610724,0.3805577494243412,0.1683848797250859,0.6216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.812364698843,65.84742748660274,78.96048109965635
MAT_0029,0.7999999999999998,0.3561643835616437,0.9690721649484536,0.18593383173213,0.3333333333333333,0.2172619047619047,0.4276094276094276,0.8461538461538463,0.8043478260869565,0.7777777777777777,0.6666666666666665,0.625,0.5512820512820513,0.4062983191875146,0.1645441681827369,0.9189189189189192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.317607943659,65.81734073486649,75.21477663230239
MAT_0030,1.0,0.6575342465753424,0.9587628865979382,0.3521537155130788,0.25,0.9464285714285716,0.8181818181818182,0.9384615384615383,0.4130434782608696,0.8888888888888888,0.8888888888888888,1.0,0.9883449883449884,0.1130960988687052,0.984232868405094,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.708115807334906,49.75800831470934,92.5085910652921
MAT_0031,0.9555555555555556,0.6712328767123288,1.0,0.7458443641530274,0.2916666666666667,0.9285714285714288,0.9090909090909092,0.9230769230769232,0.3913043478260869,0.7777777777777777,0.8888888888888888,0.875,1.0,0.0578217293124353,0.97048716393774,0.783783783783784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.92769937843948,48.66666666666667,87.5
MAT_0032,0.7777777777777777,0.273972602739726,0.8762886597938144,0.2237466491283571,0.4583333333333333,0.1636904761904761,0.3703703703703703,0.7846153846153847,0.5434782608695652,0.6666666666666665,0.8888888888888888,0.625,0.4510489510489511,0.520962879740147,0.2047705680210228,0.9459459459459458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.80611904466781,68.30665897676207,76.69243986254295
MAT_0033,0.8666666666666667,0.780821917808219,0.4329896907216495,0.0012987229224595,0.1249999999999999,0.1428571428571428,0.0707070707070706,0.6153846153846154,0.8913043478260869,0.5555555555555556,0.2222222222222222,0.125,0.0951825951825952,0.95022080825834,0.1287649080250656,0.7297297297297296,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.1327554840434,79.90066405530322,34.49312714776633
MAT_0034,0.977777777777778,0.8082191780821917,0.4948453608247423,0.0008935657714358,0.1666666666666666,0.1369047619047619,0.0808080808080808,0.5692307692307692,0.7173913043478262,0.4444444444444445,0.2222222222222222,0.375,0.1017871017871018,0.9130115576715576,0.1148170608449565,0.783783783783784,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.07420312786704,84.14088546047309,37.396907216494846
MAT_0035,0.3333333333333332,0.0,0.0721649484536082,0.2722711555858961,0.9166666666666666,0.4970238095238095,0.367003367003367,0.0461538461538461,0.1739130434782609,0.7777777777777777,0.8888888888888888,0.75,0.0411810411810411,0.1694494810727833,0.0159692743076612,0.0810810810810809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57.151730652288435,59.3842469100201,66.44329896907215
MAT_0036,0.2444444444444444,0.1643835616438356,0.1030927835051546,0.5180128429266777,0.9583333333333331,0.488095238095238,0.4579124579124579,0.123076923076923,0.0,0.7777777777777777,0.7777777777777777,0.75,0.0765345765345765,0.1594046519906114,0.0331514048918536,0.2432432432432432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.47644972903469,55.5684601767076,63.72852233676976
MAT_0037,0.0,0.0684931506849315,0.0927835051546391,0.4987207024203977,0.9583333333333331,0.4761904761904761,0.3939393939393939,0.123076923076923,0.1521739130434782,0.8888888888888888,0.8888888888888888,0.625,0.0388500388500388,0.1685373260509249,0.0016171417020416,0.1891891891891892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39.28080316981231,49.91316816059084,67.6890034364261
MAT_0038,0.9333333333333332,0.7123287671232876,0.979381443298969,0.3996625540440788,0.25,0.9523809523809522,0.888888888888889,1.0,0.3913043478260869,0.8888888888888888,0.8888888888888888,0.875,0.9374514374514376,0.0954870574101471,0.9781685870224378,0.6216216216216217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.454567823122076,50.7150569934075,90.42096219931271
MAT_0039,1.0,0.7534246575342465,0.4948453608247423,0.0012487720408265,0.1249999999999999,0.181547619047619,0.0909090909090909,0.5384615384615385,0.9130434782608696,0.3333333333333333,0.4444444444444445,0.375,0.1204351204351204,0.9777523165400402,0.1641398827572265,0.5405405405405406,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.32617320241157,83.87515119473883,40.73024054982818
MAT_0040,1.0,0.8082191780821917,0.4845360824742267,0.0017815814449125,0.1249999999999999,0.1369047619047619,0.0707070707070706,0.6307692307692307,0.8043478260869565,0.3333333333333333,0.4444444444444445,0.125,0.0924630924630924,0.9195078812418656,0.1417020416413988,0.6216216216216217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.11826972836981,85.06756702632991,35.52405498281787
MAT_0041,0.6888888888888889,0.3835616438356165,0.9484536082474226,0.0747487193148959,0.3333333333333333,0.2261904761904762,0.3737373737373737,0.8769230769230769,0.7391304347826089,0.6666666666666665,0.6666666666666665,0.625,0.5730380730380732,0.3951077344071548,0.1752577319587628,0.9189189189189192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.47471013772484,60.98383517971146,71.46907216494844
MAT_0042,0.8444444444444446,0.6438356164383561,1.0,0.3649966421907346,0.2916666666666667,0.943452380952381,0.8653198653198654,0.9846153846153848,0.5434782608695652,0.8888888888888888,1.0,1.0,0.9502719502719504,0.0615593401337085,0.9696785930867192,0.4594594594594594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.77063945481668,47.81973581973581,96.66666666666666
MAT_0043,1.0,0.9589041095890408,0.3092783505154639,0.0006993123428628,0.0,0.0922619047619047,0.01010101010101,0.6000000000000001,0.8043478260869565,0.0,0.2222222222222222,0.0,0.0598290598290598,0.6364506045807979,0.0818677986658581,0.3243243243243243,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.57498022567373,83.19411401885628,12.852233676975944
