product_id,product_name,category,product_weight_kg,fragility_index,shipping_type
165,Glass Bottle - Premium,Drinkware,0.95,4,Sea
166,Wine Bottle Set,Drinkware,2.6,4,Sea
167,Juice Pack - Family Size,Drinkware,1.5,3,Road
168,Energy Drink - Value Pack,Drinkware,1.1,2,Road
169,Snack Mix - Premium,Food,0.7,2,Road
170,Snack Box - Family Size,Food,1.0,2,Road
171,Chocolate Bag - Value Pack,Food,0.55,2,Air
172,Cereal Packet - Small,Food,0.35,2,Road
173,Granola Pack (Large),Food,0.65,2,Road
174,Pasta Box (Large),Food,0.8,2,Road
175,Frozen Veggie Pack - Family Size,Food,1.6,2,Air
176,Spice Jar Set - Premium,Food,0.85,2,Air
177,Rice Bag 10kg,Food,10.0,1,Sea
178,Sugar Pack 5kg,Food,5.0,1,Road
179,Smartphone - Value Pack,Electronics,0.31,5,Air
180,Tablet Device - Standard,Electronics,0.55,4,Air
181,Laptop - Business Edition,Electronics,2.9,5,Air
182,Wireless Mouse - Premium,Electronics,0.16,3,Air
183,Bluetooth Speaker - Standard,Electronics,0.7,4,Road
184,USB Flash Drive Bundle,Electronics,0.08,2,Air
185,Router (Mesh),Electronics,0.6,3,Road
186,LED Monitor 32",Electronics,6.1,4,Sea
187,Smart TV 65",Electronics,14.0,4,Sea
188,Graphic Tablet - Large,Electronics,1.4,4,Air
189,Office Paper Ream - Premium,Paper Product,2.6,1,Road
190,Notebook - Small,Paper Product,0.25,1,Air
191,Booklet - Training Manual,Paper Product,0.4,1,Air
192,Children Story Book - Illustrated,Paper Product,0.5,1,Road
193,Coloring Book Set - Kids,Paper Product,1.3,1,Road
194,Recipe Book - Dessert Edition,Paper Product,0.65,1,Road
195,Office File Folder Set - Premium,Paper Product,0.9,1,Road
196,Hardcover Novel - Collector Edition,Paper Product,1.3,1,Road
197,Magazine Bundle - Weekly,Paper Product,0.95,1,Road
198,Planner Notebook - Deluxe,Paper Product,0.55,1,Air
199,Perfume Bottle (Small),Cosmetics,0.18,4,Road
200,Perfume Set - Deluxe,Cosmetics,0.9,4,Road
201,Shampoo Bottle - Travel Size,Cosmetics,0.22,3,Road
202,Shampoo Pack - Family Size,Cosmetics,0.8,3,Road
203,Lotion Bottle - Premium,Cosmetics,0.45,3,Road
204,Face Wash Tube - Oil Control,Cosmetics,0.25,2,Road
205,Eyeshadow Kit - Deluxe,Cosmetics,0.28,3,Road
206,Nail Polish Set - Glitter,Cosmetics,0.32,3,Road
207,Sunscreen Lotion SPF50,Cosmetics,0.35,2,Road
208,Beard Oil Bottle - Small,Cosmetics,0.14,3,Road
209,Hair Gel Jar - Extra Hold,Cosmetics,0.38,2,Road
210,Medicine Pack - Kids,Pharmacy,0.18,3,Air
211,Medicine Syrup - Adult,Pharmacy,0.32,3,Air
212,Vitamin Bottle - Kids,Pharmacy,0.22,3,Road
213,Vitamin Box - Premium,Pharmacy,0.55,3,Road
214,First Aid Kit - Travel,Pharmacy,0.6,3,Road
215,Digital Thermometer - Premium,Pharmacy,0.09,3,Air
216,Glucose Meter - Compact,Pharmacy,0.18,3,Air
217,Eye Drop Bottle - Allergy Relief,Pharmacy,0.05,3,Air
218,Nasal Spray - Decongestant,Pharmacy,0.08,3,Air
219,Bandage Roll - Elastic,Pharmacy,0.22,2,Road
220,Pain Relief Ointment - Extra Strength,Pharmacy,0.16,3,Road
221,Water Bottle (Small),Drinkware,0.55,3,Road
222,Water Jug - Premium,Drinkware,2.4,3,Sea
223,Glass Bottle Set - Gift,Drinkware,1.8,4,Sea
224,Travel Tumbler - Insulated,Drinkware,0.45,3,Road
225,Thermos Flask - Travel,Drinkware,0.7,3,Road
226,Juice Bottle - Kids Pack,Drinkware,0.65,3,Road
227,Energy Drink - Sports,Drinkware,0.55,2,Road
228,Snack Pack - Kids,Food,0.35,2,Road
229,Snack Bag - Extra Spicy,Food,0.3,2,Road
230,Snack Box - Party Pack,Food,1.2,2,Road
231,Chocolate Box - Gift,Food,0.75,2,Air
232,Cereal Box - Kids,Food,0.5,2,Road
233,Cereal Packet - Value Pack,Food,0.7,2,Road
234,Tea Box - Premium,Food,0.35,2,Air
235,Coffee Pack - Dark Roast,Food,0.4,2,Air
236,Granola Pack - Honey,Food,0.6,2,Road
237,Instant Noodles Pack - Spicy,Food,0.55,2,Road
238,Smartphone - Lite,Electronics,0.27,5,Air
239,Smartphone - Max,Electronics,0.33,5,Air
240,Tablet - Kids Edition,Electronics,0.5,4,Air
241,Tablet Device - Business,Electronics,0.7,4,Air
242,Laptop - Gaming,Electronics,3.2,5,Air
243,Headphones - Wireless,Electronics,0.32,4,Air
244,Power Bank - High Capacity,Electronics,0.4,3,Air
245,Bluetooth Speaker - Mini,Electronics,0.45,4,Road
246,USB Flash Drive - 64GB,Electronics,0.05,2,Air
247,Router - Gaming,Electronics,0.7,3,Road
248,LED Monitor 21",Electronics,3.5,4,Sea
249,Smart TV 32",Electronics,7.8,4,Sea
250,Graphic Tablet - Compact,Electronics,0.9,4,Air
251,Office Paper Ream - Economy,Paper Product,2.1,1,Road
252,Notebook - Spiral,Paper Product,0.45,1,Road
253,Book - Paperback Novel,Paper Product,0.5,1,Road
254,Diary - Pocket,Paper Product,0.3,1,Air
255,Children Story Book - Beginner,Paper Product,0.4,1,Road
256,Coloring Book Set - Animals,Paper Product,1.1,1,Road
257,Recipe Book - Quick Meals,Paper Product,0.6,1,Road
258,Office File Folder Set - Basic,Paper Product,0.75,1,Road
259,Hardcover Novel - Thriller,Paper Product,0.95,1,Road
260,Magazine Bundle - Travel,Paper Product,0.85,1,Road
261,Perfume Bottle - Floral,Cosmetics,0.22,4,Road
262,Perfume Set - Travel,Cosmetics,0.5,4,Road
263,Shampoo Bottle - Herbal,Cosmetics,0.38,3,Road
264,Shampoo Pack - Anti-Dandruff,Cosmetics,0.55,3,Road
265,Face Serum Bottle - Anti-Aging,Cosmetics,0.17,4,Road
266,Lipstick - Matte,Cosmetics,0.11,3,Road
267,Compact Powder - Oil Control,Cosmetics,0.13,3,Road
268,Eyeshadow Kit - Nude,Cosmetics,0.24,3,Road
269,Nail Polish Set - Neon,Cosmetics,0.27,3,Road
270,Sunscreen Lotion SPF30,Cosmetics,0.32,2,Road
271,Medicine Pack - Travel,Pharmacy,0.14,3,Air
272,Medicine Syrup - Cough Relief,Pharmacy,0.3,3,Air
273,Vitamin Bottle - Women,Pharmacy,0.24,3,Road
274,Vitamin Bottle - Men,Pharmacy,0.26,3,Road
275,First Aid Kit - Home,Pharmacy,0.9,3,Road
276,Digital Thermometer - Kids,Pharmacy,0.08,3,Air
277,Glucose Meter - Starter,Pharmacy,0.2,3,Air
278,Eye Drop Bottle - Dry Eye,Pharmacy,0.05,3,Air
279,Nasal Spray - Kids,Pharmacy,0.07,3,Air
280,Bandage Roll - Cotton,Pharmacy,0.2,2,Road
281,Water Bottle - Sports,Drinkware,0.7,3,Road
282,Travel Tumbler - Steel,Drinkware,0.5,3,Road
283,Thermos Flask - Office,Drinkware,0.75,3,Road
284,Glass Bottle - Vintage,Drinkware,0.9,4,Sea
285,Wine Bottle - Reserve,Drinkware,1.4,4,Sea
286,Juice Pack - Breakfast,Drinkware,1.2,3,Road
287,Energy Drink - Zero Sugar,Drinkware,0.6,2,Road
288,Snack Pack - Party Mix,Food,0.65,2,Road
289,Snack Bag - Cheese,Food,0.28,2,Road
290,Snack Box - Office Pack,Food,0.9,2,Road
291,Chocolate Box - Dark,Food,0.55,2,Air
292,Cereal Box - High Fiber,Food,0.52,2,Road
293,Cereal Packet - Chocolate,Food,0.48,2,Road
294,Tea Box - Green Tea,Food,0.33,2,Air
295,Coffee Pack - Instant,Food,0.36,2,Air
296,Granola Pack - Berry,Food,0.58,2,Road
297,Instant Noodles Pack - Cup,Food,0.42,2,Road
298,Rice Bag 2kg,Food,2.0,1,Road
299,Sugar Pack 1kg,Food,1.0,1,Road
300,Cookie Tin - Assorted,Food,1.1,2,Road
301,Wireless Mouse - Office,Electronics,0.14,3,Air
302,Smartphone - Enterprise,Electronics,0.34,5,Air
303,Tablet Device - Education,Electronics,0.58,4,Air
304,Laptop - Ultrabook,Electronics,1.9,5,Air
305,Headphones - Studio,Electronics,0.4,4,Air
306,Bluetooth Speaker - Outdoor,Electronics,1.1,4,Road
307,Power Bank - Slim,Electronics,0.2,3,Air
308,USB Flash Drive - 128GB,Electronics,0.06,2,Air
309,Router - Dual Band,Electronics,0.55,3,Road
310,LED Monitor 19",Electronics,3.0,4,Sea
311,Smart TV 40",Electronics,8.2,4,Sea
312,Graphic Tablet - Student,Electronics,0.85,4,Air
313,Office Paper Ream - Student,Paper Product,2.2,1,Road
314,Notebook - College Ruled,Paper Product,0.5,1,Road
315,Book - Science Textbook,Paper Product,1.3,1,Road
316,Diary - Leather Cover,Paper Product,0.6,1,Road
317,Children Story Book - Fairytale,Paper Product,0.45,1,Road
318,Coloring Book Set - Alphabet,Paper Product,1.0,1,Road
319,Recipe Book - Vegan,Paper Product,0.7,1,Road
320,Planner Notebook - Academic,Paper Product,0.5,1,Air
321,Hardcover Novel - Romance,Paper Product,1.0,1,Road
322,Magazine Bundle - Fashion,Paper Product,0.9,1,Road
323,Perfume Bottle - Citrus,Cosmetics,0.23,4,Road
324,Perfume Bottle - Woody,Cosmetics,0.24,4,Road
325,Perfume Set - Gift,Cosmetics,0.75,4,Road
326,Shampoo Bottle - Anti Hairfall,Cosmetics,0.42,3,Road
327,Shampoo Bottle - Volumizing,Cosmetics,0.4,3,Road
328,Face Serum Bottle - Brightening,Cosmetics,0.16,4,Road
329,Lipstick - Glossy,Cosmetics,0.1,3,Road
330,Lipstick - Long Lasting,Cosmetics,0.11,3,Road
331,Compact Powder - Beige,Cosmetics,0.13,3,Road
332,Eyeshadow Kit - Smokey,Cosmetics,0.23,3,Road
333,Nail Polish Set - Pastel,Cosmetics,0.26,3,Road
334,Sunscreen Lotion SPF20,Cosmetics,0.3,2,Road
335,Beard Oil Bottle - Cedarwood,Cosmetics,0.15,3,Road
336,Hair Gel Jar - Wet Look,Cosmetics,0.36,2,Road
337,Medicine Pack - Cold Relief,Pharmacy,0.16,3,Air
338,Medicine Pack - Pain Relief,Pharmacy,0.18,3,Air
339,Medicine Syrup - Fever,Pharmacy,0.34,3,Air
340,Vitamin Bottle - Seniors,Pharmacy,0.3,3,Road
341,Vitamin Box - Daily,Pharmacy,0.5,3,Road
342,First Aid Kit - Car,Pharmacy,0.7,3,Road
343,Digital Thermometer - Standard,Pharmacy,0.08,3,Air
344,Glucose Meter - Advanced,Pharmacy,0.22,3,Air
345,Eye Drop Bottle - Redness Relief,Pharmacy,0.05,3,Air
346,Nasal Spray - Menthol,Pharmacy,0.07,3,Air
347,Bandage Roll - Sports,Pharmacy,0.24,2,Road
348,Pain Relief Ointment - Cooling,Pharmacy,0.18,3,Road
349,Water Bottle - Premium Steel,Drinkware,0.75,3,Road
350,Water Bottle - Kids,Drinkware,0.5,3,Road
351,Travel Tumbler - Leak Proof,Drinkware,0.48,3,Road
352,Thermos Flask - Wide Mouth,Drinkware,0.8,3,Road
353,Glass Bottle - Gift Pack,Drinkware,1.7,4,Sea
354,Wine Bottle - Classic Red,Drinkware,1.35,4,Sea
355,Juice Pack - Tropical Mix,Drinkware,1.1,3,Road
356,Energy Drink - Classic,Drinkware,0.58,2,Road
357,Snack Pack - Salted,Food,0.4,2,Road
358,Snack Bag - Barbecue,Food,0.3,2,Road
359,Snack Box - Movie Night,Food,1.0,2,Road
360,Chocolate Box - Milk,Food,0.6,2,Air
361,Cereal Box - Kids Chocolate,Food,0.55,2,Road
362,Cereal Packet - Honey,Food,0.5,2,Road
363,Tea Box - Masala,Food,0.34,2,Air
364,Coffee Pack - Medium Roast,Food,0.38,2,Air
365,Granola Pack - Nutty,Food,0.6,2,Road
366,Instant Noodles Pack - Family,Food,0.7,2,Road
367,Rice Bag 1kg,Food,1.0,1,Road
368,Sugar Pack 500g,Food,0.5,1,Road
369,Cookie Tin - Chocolate Chip,Food,1.0,2,Road
370,Protein Bar Pack - Chocolate,Food,0.45,2,Road
371,Snack Mix - Trail,Food,0.55,2,Road
372,Chocolate Bag - Mini Bites,Food,0.42,2,Air
373,Granola Pack - Coconut,Food,0.62,2,Road
374,Spice Jar Set - Indian,Food,0.9,2,Air
375,Frozen Veggie Pack - Mixed,Food,1.3,2,Air
376,Smartphone - Camera Edition,Electronics,0.32,5,Air
377,Smartphone - Battery Plus,Electronics,0.33,5,Air
378,Tablet - Pro,Electronics,0.7,4,Air
379,Tablet Device - Creative,Electronics,0.65,4,Air
380,Laptop - Creator Edition,Electronics,3.1,5,Air
381,Headphones - Noise Cancelling,Electronics,0.38,4,Air
382,Bluetooth Speaker - Bass Boost,Electronics,0.95,4,Road
383,Power Bank - Fast Charge,Electronics,0.3,3,Air
384,USB Flash Drive - 256GB,Electronics,0.07,2,Air
385,Router - Office,Electronics,0.65,3,Road
386,LED Monitor 29",Electronics,5.8,4,Sea
387,Smart TV 50",Electronics,10.0,4,Sea
388,Graphic Tablet - Designer,Electronics,1.2,4,Air
389,Office Paper Ream - Copy,Paper Product,2.4,1,Road
390,Notebook - Grid,Paper Product,0.48,1,Road
391,Book - History,Paper Product,0.9,1,Road
392,Diary - Classic,Paper Product,0.55,1,Road
393,Children Story Book - Animals,Paper Product,0.42,1,Road
394,Coloring Book Set - Numbers,Paper Product,1.05,1,Road
395,Recipe Book - Baking,Paper Product,0.68,1,Road
396,Planner Notebook - Work,Paper Product,0.52,1,Air
397,Hardcover Novel - Drama,Paper Product,1.05,1,Road
398,Magazine Bundle - Sports,Paper Product,0.88,1,Road
399,Perfume Bottle - Ocean Breeze,Cosmetics,0.24,4,Road
400,Perfume Set - Signature,Cosmetics,0.82,4,Road
401,Shampoo Bottle - Color Protect,Cosmetics,0.39,3,Road
402,Shampoo Pack - Shine,Cosmetics,0.58,3,Road
403,Face Serum Bottle - Hydrating,Cosmetics,0.18,4,Road
404,Lipstick - Satin,Cosmetics,0.1,3,Road
405,Compact Powder - Natural,Cosmetics,0.14,3,Road
406,Eyeshadow Kit - Bright,Cosmetics,0.25,3,Road
407,Nail Polish Set - Classic,Cosmetics,0.29,3,Road
408,Sunscreen Lotion SPF15,Cosmetics,0.28,2,Road
409,Beard Oil Bottle - Vanilla,Cosmetics,0.16,3,Road
410,Hair Gel Jar - Strong Hold,Cosmetics,0.37,2,Road
411,Medicine Pack - Allergy Relief,Pharmacy,0.17,3,Air
412,Medicine Syrup - Sore Throat,Pharmacy,0.31,3,Air
413,Vitamin Bottle - Daily Immunity,Pharmacy,0.27,3,Road
414,Vitamin Box - Essentials,Pharmacy,0.53,3,Road
415,First Aid Kit - Compact,Pharmacy,0.55,3,Road
416,Digital Thermometer - Infrared,Pharmacy,0.1,3,Air
417,Glucose Meter - Pro,Pharmacy,0.23,3,Air
418,Eye Drop Bottle - Multi Action,Pharmacy,0.05,3,Air
419,Nasal Spray - Herbal,Pharmacy,0.08,3,Air
420,Bandage Roll - Adhesive,Pharmacy,0.21,2,Road
421,Water Bottle - Everyday,Drinkware,0.65,3,Road
422,Travel Tumbler - Office,Drinkware,0.47,3,Road
423,Thermos Flask - Slim,Drinkware,0.72,3,Road
424,Glass Bottle - Decor,Drinkware,0.88,4,Sea
425,Wine Bottle - White,Drinkware,1.3,4,Sea
426,Juice Pack - Kids Mix,Drinkware,1.0,3,Road
427,Energy Drink - Citrus,Drinkware,0.57,2,Road
428,Snack Pack - Spicy Mix,Food,0.43,2,Road
429,Snack Bag - Sour Cream,Food,0.29,2,Road
430,Snack Box - Student Pack,Food,0.85,2,Road
431,Chocolate Box - Assorted,Food,0.65,2,Air
432,Cereal Box - Protein,Food,0.6,2,Road
433,Cereal Packet - Strawberry,Food,0.47,2,Road
434,Tea Box - Lemon,Food,0.32,2,Air
435,Coffee Pack - Classic Blend,Food,0.37,2,Air
436,Granola Pack - Chocolate,Food,0.59,2,Road
437,Instant Noodles Pack - Cheese,Food,0.53,2,Road
438,Rice Bag 3kg,Food,3.0,1,Road
439,Sugar Pack 3kg,Food,3.0,1,Road
440,Cookie Tin - Butter,Food,1.05,2,Road
441,Protein Bar Pack - Nuts,Food,0.47,2,Road
442,Snack Mix - Sweet & Salty,Food,0.6,2,Road
443,Chocolate Bag - Caramel,Food,0.44,2,Air
444,Spice Jar Set - Grill,Food,0.92,2,Air
445,Frozen Veggie Pack - Peas,Food,1.1,2,Air
446,Smartphone - Plus Edition,Electronics,0.35,5,Air
447,Smartphone - Compact,Electronics,0.26,5,Air
448,Tablet - Office Edition,Electronics,0.62,4,Air
449,Tablet Device - Kids Pro,Electronics,0.57,4,Air
450,Laptop - Office Basic,Electronics,2.4,5,Air
451,Headphones - Gaming,Electronics,0.36,4,Air
452,Bluetooth Speaker - Party,Electronics,1.3,4,Road
453,Power Bank - Travel,Electronics,0.24,3,Air
454,USB Flash Drive - 32GB,Electronics,0.05,2,Air
455,Router - Home Basic,Electronics,0.5,3,Road
456,LED Monitor 23",Electronics,3.8,4,Sea
457,Smart TV 42",Electronics,8.5,4,Sea
458,Graphic Tablet - Entry,Electronics,0.8,4,Air
459,Office Paper Ream - Laser,Paper Product,2.5,1,Road
460,Notebook - Plain,Paper Product,0.46,1,Road
461,Book - Biography,Paper Product,0.95,1,Road
462,Diary - Fabric Cover,Paper Product,0.53,1,Road
463,Children Story Book - Space,Paper Product,0.43,1,Road
464,Coloring Book Set - Vehicles,Paper Product,1.15,1,Road
465,Recipe Book - Family Dinners,Paper Product,0.72,1,Road
466,Planner Notebook - Monthly,Paper Product,0.51,1,Air
467,Hardcover Novel - Mystery,Paper Product,1.08,1,Road
468,Magazine Bundle - Tech,Paper Product,0.87,1,Road
469,Perfume Bottle - Rose,Cosmetics,0.22,4,Road
470,Perfume Set - Classic,Cosmetics,0.78,4,Road
471,Shampoo Bottle - Smoothening,Cosmetics,0.41,3,Road
472,Shampoo Pack - Repair,Cosmetics,0.6,3,Road
473,Face Serum Bottle - Vitamin C,Cosmetics,0.19,4,Road
474,Lipstick - Nude,Cosmetics,0.11,3,Road
475,Compact Powder - Sand,Cosmetics,0.13,3,Road
476,Eyeshadow Kit - Colorful,Cosmetics,0.26,3,Road
477,Nail Polish Set - Metallic,Cosmetics,0.28,3,Road
478,Sunscreen Lotion SPF40,Cosmetics,0.34,2,Road
479,Beard Oil Bottle - Tea Tree,Cosmetics,0.17,3,Road
480,Hair Gel Jar - Styling,Cosmetics,0.35,2,Road
481,Medicine Pack - Digestive,Pharmacy,0.15,3,Air
482,Medicine Syrup - Immunity,Pharmacy,0.29,3,Air
483,Vitamin Bottle - Teens,Pharmacy,0.25,3,Road
484,Vitamin Box - Energy,Pharmacy,0.52,3,Road
485,First Aid Kit - Outdoor,Pharmacy,0.8,3,Road
486,Digital Thermometer - Flexible,Pharmacy,0.09,3,Air
487,Glucose Meter - Home,Pharmacy,0.21,3,Air
488,Eye Drop Bottle - Contact Lens,Pharmacy,0.05,3,Air
489,Nasal Spray - Saline,Pharmacy,0.07,3,Air
490,Bandage Roll - Kids,Pharmacy,0.19,2,Road
491,Water Bottle - Trek,Drinkware,0.8,3,Road
492,Travel Tumbler - Grip,Drinkware,0.49,3,Road
