CO2 Emission per kg (estimated),Recyclability (%),Recycled Content (%),Reusability (%),Biodegradation Time (days),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Material Type_Cardboard,Material Type_Paper/Bio-Based,Material Type_Plastic,Material Type_Steel,Packaging Type_Bubble Wrap (Minimal Use),Packaging Type_Cardboard Boxes,Packaging Type_Foldable & Stackable Containers,Packaging Type_Plastic Totes & Pallets,Packaging Type_Protective Fillers (Paper/Biodegradable),Packaging Type_Steel Racks & Containers,Supplier Region_AMERICAS,Supplier Region_APAC,Supplier Region_EMEA,Supplier Region_EU,Supplier Region_LATAM,Supplier Region_ROW
0.0808080808080808,0.977777777777778,0.8082191780821917,0.4948453608247423,0.0008935657714358,0.4444444444444445,0.2222222222222222,0.375,0.1017871017871018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.367003367003367,0.3333333333333332,0.0,0.0721649484536082,0.2722711555858961,0.7777777777777777,0.8888888888888888,0.75,0.0411810411810411,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4579124579124579,0.2444444444444444,0.1643835616438356,0.1030927835051546,0.5180128429266777,0.7777777777777777,0.7777777777777777,0.75,0.0765345765345765,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3939393939393939,0.0,0.0684931506849315,0.0927835051546391,0.4987207024203977,0.8888888888888888,0.8888888888888888,0.625,0.0388500388500388,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.888888888888889,0.9333333333333332,0.7123287671232876,0.979381443298969,0.3996625540440788,0.8888888888888888,0.8888888888888888,0.875,0.9374514374514376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0909090909090909,1.0,0.7534246575342465,0.4948453608247423,0.0012487720408265,0.3333333333333333,0.4444444444444445,0.375,0.1204351204351204,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0707070707070706,1.0,0.8082191780821917,0.4845360824742267,0.0017815814449125,0.3333333333333333,0.4444444444444445,0.125,0.0924630924630924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3737373737373737,0.6888888888888889,0.3835616438356165,0.9484536082474226,0.0747487193148959,0.6666666666666665,0.6666666666666665,0.625,0.5730380730380732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8653198653198654,0.8444444444444446,0.6438356164383561,1.0,0.3649966421907346,0.8888888888888888,1.0,1.0,0.9502719502719504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.01010101010101,1.0,0.9589041095890408,0.3092783505154639,0.0006993123428628,0.0,0.2222222222222222,0.0,0.0598290598290598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.905723905723906,0.7555555555555555,0.6712328767123288,0.9690721649484536,0.9416518201546258,0.8888888888888888,0.8888888888888888,1.0,0.9331779331779332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.01010101010101,1.0,0.8630136986301369,0.2989690721649484,0.0004051571510237,0.1111111111111111,0.0,0.125,0.0629370629370629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4107744107744108,0.6444444444444444,0.3972602739726027,0.9484536082474226,0.0904665967354323,0.6666666666666665,0.7777777777777777,0.75,0.5578865578865579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3804713804713804,0.5555555555555556,0.2876712328767123,0.9072164948453608,0.5491266920861153,0.7777777777777777,0.7777777777777777,0.75,0.4487179487179488,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0707070707070706,1.0,0.7534246575342465,0.5051546391752577,0.0003274557795945,0.3333333333333333,0.3333333333333333,0.25,0.1173271173271173,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3905723905723905,0.7333333333333334,0.4109589041095889,0.9381443298969072,0.3552007192926955,0.8888888888888888,0.8888888888888888,0.625,0.5543900543900545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0707070707070706,0.8444444444444446,0.7671232876712328,0.4742268041237113,0.0014818761551141,0.4444444444444445,0.4444444444444445,0.125,0.0959595959595959,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3905723905723905,0.5111111111111111,0.0410958904109589,0.0721649484536082,0.3552784206641247,0.8888888888888888,0.8888888888888888,0.75,0.0376845376845376,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.430976430976431,0.5777777777777777,0.2054794520547945,0.8865979381443299,0.3847272404357936,0.8888888888888888,0.8888888888888888,0.625,0.4300699300699301,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4006734006734007,0.5333333333333332,0.273972602739726,0.8865979381443299,0.3910210515215593,0.8888888888888888,0.7777777777777777,0.75,0.4518259518259518,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4478114478114479,0.711111111111111,0.3835616438356165,0.9381443298969072,0.4991314096693806,0.8888888888888888,0.6666666666666665,0.5,0.5804195804195805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4444444444444445,0.5555555555555556,0.2602739726027397,0.8969072164948454,0.2948045533003657,0.6666666666666665,0.8888888888888888,0.625,0.4658119658119658,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0033670033670033,1.0,0.9041095890410956,0.2783505154639175,0.0008047642040882,0.0,0.1111111111111111,0.0,0.0932400932400932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3973063973063973,0.5555555555555556,0.2876712328767123,0.9484536082474226,0.3664674181499303,0.7777777777777777,0.7777777777777777,0.75,0.4475524475524476,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0808080808080808,1.0,0.780821917808219,0.4845360824742267,0.0004662082285752,0.4444444444444445,0.4444444444444445,0.375,0.1006216006216006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0841750841750841,0.8888888888888888,0.821917808219178,0.4432989690721649,0.0006493614612297,0.4444444444444445,0.4444444444444445,0.375,0.1048951048951049,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0875420875420875,1.0,0.780821917808219,0.4845360824742267,0.0010378683183758,0.3333333333333333,0.3333333333333333,0.375,0.1064491064491064,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0841750841750841,0.911111111111111,0.821917808219178,0.4742268041237113,0.0014208250775626,0.5555555555555556,0.3333333333333333,0.25,0.1324786324786325,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.8888888888888888,0.8630136986301369,0.2474226804123711,7.215127346997676e-05,0.1111111111111111,0.1111111111111111,0.25,0.0551670551670551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.888888888888889,0.5777777777777777,0.6712328767123288,0.9278350515463918,0.999539341869384,0.8888888888888888,0.8888888888888888,1.0,0.9763014763014763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4343434343434343,0.3111111111111111,0.136986301369863,0.0721649484536082,0.094262863739545,0.7777777777777777,0.6666666666666665,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4343434343434343,0.5555555555555556,0.4109589041095889,1.0,0.2220039183691592,0.8888888888888888,0.6666666666666665,0.75,0.5586635586635588,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0909090909090909,1.0,0.7397260273972601,0.4845360824742267,0.0013986246857257,0.5555555555555556,0.2222222222222222,0.375,0.1173271173271173,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4242424242424243,0.6444444444444444,0.2876712328767123,0.8865979381443299,0.2823889841655705,0.7777777777777777,0.8888888888888888,0.5,0.4324009324009324,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0673400673400673,0.9333333333333332,0.8630136986301369,0.5257731958762887,0.0007603634204143,0.5555555555555556,0.4444444444444445,0.375,0.0963480963480963,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4276094276094276,0.5999999999999999,0.2465753424657533,0.8247422680412371,0.1205203771846573,0.8888888888888888,0.7777777777777777,0.625,0.4864024864024864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4511784511784512,0.3999999999999999,0.1506849315068493,0.1030927835051546,0.2930063215615755,0.8888888888888888,0.8888888888888888,0.5,0.0703185703185703,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3838383838383838,0.2888888888888887,0.0958904109589041,0.0618556701030927,0.3394384410884852,0.6666666666666665,0.8888888888888888,0.75,0.0489510489510489,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3636363636363637,0.3999999999999999,0.1506849315068493,0.0515463917525773,0.3926194797338173,0.6666666666666665,0.7777777777777777,0.5,0.066045066045066,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4006734006734007,0.8222222222222224,0.2876712328767123,0.9381443298969072,0.2586845157817035,0.8888888888888888,0.7777777777777777,0.625,0.445998445998446,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0774410774410774,1.0,0.7671232876712328,0.4432989690721649,0.0007659135183735,0.5555555555555556,0.2222222222222222,0.125,0.1013986013986014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4410774410774412,0.5999999999999999,0.2191780821917808,0.0412371134020618,0.1215859959928292,0.8888888888888888,0.8888888888888888,0.75,0.0275835275835275,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0067340067340067,0.977777777777778,0.9041095890410956,0.3402061855670103,0.000777013714292,0.1111111111111111,0.1111111111111111,0.125,0.0396270396270396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4208754208754209,0.6444444444444444,0.3150684931506849,0.9381443298969072,0.4663192305344189,0.8888888888888888,0.7777777777777777,0.75,0.4553224553224553,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3872053872053872,0.7333333333333334,0.2465753424657533,0.865979381443299,0.4348446250076314,0.8888888888888888,0.8888888888888888,0.75,0.4844599844599845,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0808080808080808,0.9555555555555556,0.7945205479452053,0.4639175257731959,0.0012154714530711,0.3333333333333333,0.3333333333333333,0.375,0.1235431235431235,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4545454545454545,0.8222222222222224,0.2328767123287671,0.8865979381443299,0.1242444929152999,0.6666666666666665,0.8888888888888888,0.625,0.4428904428904429,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4006734006734007,0.6888888888888889,0.2602739726027397,0.8556701030927835,0.4788180511386026,0.8888888888888888,0.8888888888888888,0.75,0.4728049728049729,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3939393939393939,0.3555555555555556,0.2328767123287671,0.1030927835051546,0.2129017577160237,0.7777777777777777,0.6666666666666665,0.625,0.066045066045066,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0875420875420875,1.0,0.821917808219178,0.422680412371134,0.0009435166530689,0.4444444444444445,0.4444444444444445,0.125,0.0928515928515928,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3602693602693603,0.1777777777777778,0.1506849315068493,0.0721649484536082,0.4421985048036098,0.6666666666666665,0.8888888888888888,0.75,0.0784770784770785,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3602693602693603,0.2888888888888887,0.1095890410958904,0.0618556701030927,0.3619829389988733,0.6666666666666665,0.6666666666666665,0.625,0.0244755244755244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0808080808080808,1.0,0.821917808219178,0.4639175257731959,0.0015595775265433,0.4444444444444445,0.3333333333333333,0.375,0.1153846153846154,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4107744107744108,0.7333333333333334,0.4246575342465753,0.9690721649484536,0.1824872208994488,0.7777777777777777,0.6666666666666665,0.625,0.5571095571095572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3939393939393939,0.3111111111111111,0.1917808219178082,0.0,0.250625773544903,0.8888888888888888,0.7777777777777777,0.625,0.0244755244755244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.01010101010101,0.8888888888888888,0.9726027397260272,0.2886597938144329,0.000194253428573,0.2222222222222222,0.2222222222222222,0.0,0.0796425796425796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.917808219178082,0.2577319587628865,0.0005661099918413,0.1111111111111111,0.2222222222222222,0.25,0.0602175602175602,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4074074074074074,0.8888888888888888,0.3013698630136985,0.8969072164948454,0.4961898577509893,0.7777777777777777,0.8888888888888888,0.75,0.4677544677544678,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0134680134680134,0.9333333333333332,0.917808219178082,0.268041237113402,0.0005994105795967,0.0,0.2222222222222222,0.25,0.0909090909090909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4444444444444445,0.5999999999999999,0.2328767123287671,0.9278350515463918,0.2873230212513251,0.6666666666666665,0.8888888888888888,0.625,0.4665889665889667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4141414141414141,1.0,0.3698630136986301,0.9587628865979382,0.4533486516037008,0.6666666666666665,0.8888888888888888,0.625,0.5695415695415695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0808080808080808,1.0,0.726027397260274,0.4742268041237113,0.0003274557795945,0.4444444444444445,0.2222222222222222,0.125,0.1328671328671329,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0639730639730639,0.977777777777778,0.780821917808219,0.4845360824742267,0.000921316261232,0.3333333333333333,0.2222222222222222,0.25,0.1421911421911422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0875420875420875,0.9333333333333332,0.8356164383561644,0.5154639175257731,0.0014430254693995,0.4444444444444445,0.2222222222222222,0.125,0.101010101010101,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
