product_id,material_name,predicted_cost,predicted_co2,recyclability,suitability_score,norm_cost,norm_co2,final_score,rank
55,Plastic,12.2,0.96,0.8,7.666666666666667,0.46581196579386897,0.19345238089480582,-2.1822206959933976,1.0
56,Paper/Bio-Based,2.61,0.47,1.0,1.6666666666666667,0.09324009323647087,0.04761904760487528,-0.5577422577475961,1.0
57,Plastic,11.73,0.99,0.8,8.0,0.4475524475350601,0.20238095232071993,-2.285019980043266,1.0
58,Cardboard,2.8,0.77,1.0,5.0,0.10062160061769147,0.13690476186401646,-1.5287420912554877,1.0
59,Cardboard,2.91,0.84,0.95,5.0,0.10489510489102973,0.1577380951911494,-1.5162100399753462,1.0
60,Cardboard,2.95,0.74,1.0,4.333333333333333,0.10644910644497091,0.12797619043810232,-1.329672410935078,1.0
61,Cardboard,3.62,0.92,0.96,4.666666666666667,0.13247863247348568,0.18154761899358704,-1.4017921245598783,1.0
62,Paper/Bio-Based,1.63,0.31,0.95,2.6666666666666665,0.055167055164911924,0.0,-0.8784498834505263,1.0
63,Steel,25.34,3.58,0.81,9.333333333333334,0.976301476263547,0.9732142854246386,-2.2961452714935446,1.0
64,Plastic,0.21,2.04,0.69,7.666666666666667,0.0,0.514880952227714,-2.2145357143316855,1.0
65,Plastic,14.59,1.1,0.8,8.0,0.5586635586418546,0.23511904754907173,-2.2418652181427223,1.0
66,Cardboard,3.23,0.77,1.0,4.666666666666667,0.11732711732255917,0.13690476186401646,-1.4237304362440275,1.0
67,Plastic,11.34,0.99,0.84,7.666666666666667,0.4324009323841336,0.20238095232071993,-2.193565434588544,1.0
68,Cardboard,2.69,0.86,0.97,5.333333333333333,0.09634809634435322,0.1636904761417588,-1.6189884282541662,1.0
69,Plastic,12.73,0.9,0.82,8.0,0.4864024863835897,0.17559523804297764,-2.2834006826720294,1.0
70,Plastic,2.02,1.94,0.73,8.0,0.07031857031583845,0.48511904747466694,-2.3063687146628484,1.0
71,Plastic,1.47,2.0,0.68,8.0,0.0489510489491472,0.5029761903264952,-2.3024218282173075,1.0
72,Plastic,1.91,1.92,0.73,7.0,0.0660450660425002,0.4791666665240575,-2.0094364802300326,1.0
73,Plastic,11.69,0.98,0.92,8.0,0.44599844598111893,0.19940476184541522,-2.29837903765204,1.0
74,Cardboard,2.82,0.75,1.0,4.0,0.10139860139466206,0.13095238091340702,-1.2302947053075792,1.0
75,Plastic,0.92,1.99,0.82,8.666666666666666,0.027583527582455965,0.4999999998511905,-2.5237249417699057,1.0
76,Paper/Bio-Based,1.23,0.39,0.99,2.333333333333333,0.03962703962550012,0.023809523802437647,-0.7799690309716185,1.0
77,Plastic,11.93,1.02,0.84,8.333333333333334,0.455322455304766,0.21130952374663406,-2.38401040628458,1.0
78,Plastic,12.68,0.94,0.88,8.666666666666666,0.48445998444116317,0.1874999999441964,-2.486412004684392,1.0
79,Cardboard,3.39,0.9,0.98,4.333333333333333,0.1235431235383239,0.17559523804297764,-1.3082584915256095,1.0
80,Plastic,11.61,1.05,0.92,7.666666666666667,0.44289044287323653,0.2202380951725482,-2.1930614385862643,1.0
81,Plastic,12.38,1.09,0.86,8.666666666666666,0.4728049727866043,0.23214285707376703,-2.474515651041888,1.0
82,Plastic,1.91,2.09,0.71,7.333333333333333,0.0660450660425002,0.5297619046042374,-2.0922579088059785,1.0
83,Cardboard,2.6,0.86,1.0,4.333333333333333,0.09285159284798557,0.1636904761417588,-1.3230373793030765,1.0
84,Plastic,2.23,1.97,0.63,8.0,0.07847707847402964,0.4940476189005811,-2.291242590787617,1.0
85,Plastic,0.84,1.95,0.68,7.0,0.0244755244745736,0.4880952379499716,-2.0142287712726366,1.0
86,Cardboard,3.18,0.93,1.0,4.666666666666667,0.1153846153801327,0.18452380946889177,-1.4100274725452928,1.0
87,Plastic,14.55,1.23,0.88,7.333333333333333,0.5571095570879134,0.27380952372803286,-2.0387242757552158,1.0
88,Plastic,0.84,1.9,0.69,8.0,0.0244755244745736,0.4732142855734481,-2.319693056985593,1.0
89,Paper/Bio-Based,2.26,0.42,0.95,2.6666666666666665,0.07964257963948553,0.032738095228351756,-0.8612857975396487,1.0
90,Paper/Bio-Based,1.76,0.57,1.0,3.0,0.06021756021522077,0.07738095235792232,-0.958720446228057,1.0
91,Plastic,12.25,0.96,0.95,8.333333333333334,0.4677544677362955,0.19345238089480582,-2.39663794541067,1.0
92,Paper/Bio-Based,2.55,0.47,0.97,2.6666666666666665,0.09090909090555908,0.04761904760487528,-0.8554415584468696,1.0
93,Plastic,12.22,0.87,0.82,7.666666666666667,0.4665889665708396,0.1666666666170635,-2.192023310043629,1.0
94,Plastic,14.87,1.14,1.0,7.666666666666667,0.5695415695194428,0.24702380945029048,-2.15503038630908,1.0
95,Cardboard,3.63,0.68,1.0,3.6666666666666665,0.13286713286197097,0.11011904758627411,-1.1271041458655264,1.0
96,Cardboard,3.87,0.77,0.99,3.6666666666666665,0.14219114218561807,0.13690476186401646,-1.1152712287851094,1.0
97,Cardboard,2.81,0.78,0.97,3.6666666666666665,0.10101010100617677,0.13988095233932116,-1.1247326839963505,1.0
98,Paper/Bio-Based,2.49,0.55,0.99,3.0,0.08857808857464733,0.07142857140731294,-0.9509980020054118,1.0
99,Plastic,15.74,1.2,0.84,7.333333333333333,0.6033411033176636,0.2648809523021187,-2.023533383314065,1.0
100,Paper/Bio-Based,1.5,0.52,1.0,2.6666666666666665,0.050116550114603094,0.06249999998139882,-0.8662150349711993,1.0
101,Paper/Bio-Based,2.02,0.46,1.0,2.333333333333333,0.07031857031583845,0.044642857129570584,-0.7655115717663771,1.0
102,Steel,25.66,3.58,0.94,8.333333333333334,0.9887334886950764,0.9732142854246386,-2.0054156677640855,1.0
103,Cardboard,3.14,0.79,0.99,4.333333333333333,0.11383061382619152,0.14285714281462586,-1.3219936730077546,1.0
104,Cardboard,2.7,0.85,1.0,4.666666666666667,0.09673659673283853,0.1607142856664541,-1.4227647352802124,1.0
105,Plastic,12.72,0.92,0.85,8.0,0.48601398599510437,0.18154761899358704,-2.2847315185033925,1.0
106,Plastic,1.46,1.96,0.61,7.0,0.04856254856066191,0.49107142842527635,-1.9991098069042186,1.0
107,Plastic,14.28,1.17,0.86,7.333333333333333,0.5466200465988104,0.2559523808762046,-2.045228271757495,1.0
108,Plastic,12.18,1.07,0.92,8.0,0.4650349650168984,0.2261904761231576,-2.2846323676579834,1.0
109,Plastic,11.55,1.08,0.94,7.333333333333333,0.4405594405423248,0.2291666665984623,-2.0930821678577636,1.0
110,Plastic,14.61,1.13,0.92,6.666666666666667,0.5594405594188251,0.24404761897498578,-1.8509535464818567,1.0
111,Cardboard,2.69,0.76,1.0,3.6666666666666665,0.09634809634435322,0.13392857138871175,-1.1309169996800805,1.0
112,Steel,24.63,3.61,0.95,9.0,0.9487179486810909,0.9821428568505527,-2.215741758340507,1.0
113,Plastic,15.71,1.21,0.9,7.333333333333333,0.6021756021522077,0.26785714277742345,-2.0289901765211105,1.0
114,Paper/Bio-Based,1.96,0.56,1.0,2.6666666666666665,0.06798756798492667,0.07440476188261765,-0.8572823010397366,1.0
115,Cardboard,3.22,0.9,0.94,4.0,0.11693861693407388,0.17559523804297764,-1.2062398435068846,1.0
116,Cardboard,2.83,0.9,0.93,5.0,0.10178710178314736,0.17559523804297764,-1.5097852980521624,1.0
117,Plastic,14.68,1.2,0.87,8.0,0.5621600621382222,0.2648809523021187,-2.238887695667898,1.0
118,Plastic,12.01,1.06,0.87,8.333333333333334,0.4584304584126484,0.2232142856478529,-2.3825065767818496,1.0
119,Plastic,14.41,1.18,0.86,7.333333333333333,0.5516705516491193,0.2589285713515093,-2.042820263099811,1.0
120,Paper/Bio-Based,2.2,0.47,1.0,3.0,0.07731157730857377,0.04761904760487528,-0.9625208125259652,1.0
121,Cardboard,3.31,0.8,1.0,4.333333333333333,0.12043512043044154,0.14583333328993056,-1.3201194638838882,1.0
122,Plastic,1.86,1.96,0.69,8.333333333333334,0.06410256410007373,0.49107142842527635,-2.4024478022423947,1.0
123,Cardboard,2.94,0.73,0.97,4.666666666666667,0.10606060605648561,0.12499999996279762,-1.4276818181942152,1.0
124,Steel,24.62,3.56,0.94,9.333333333333334,0.9483294482926058,0.9672619044740292,-2.3193225941700097,1.0
125,Plastic,15.11,1.12,0.82,7.333333333333333,0.5788655788430899,0.24107142849968113,-2.0360188977971685,1.0
126,Plastic,12.59,1.06,0.86,7.0,0.4809634809447955,0.2232142856478529,-1.9747466700222056,1.0
127,Cardboard,2.83,0.81,1.0,4.333333333333333,0.10178710178314736,0.14880952376523526,-1.324821012335485,1.0
128,Steel,25.68,3.57,0.93,8.666666666666666,0.989510489472047,0.9702380949493339,-2.1050754246735854,1.0
129,Paper/Bio-Based,2.02,0.53,1.0,2.6666666666666665,0.07031857031583845,0.06547619045670353,-0.8592615717682374,1.0
130,Cardboard,3.18,0.85,0.96,4.666666666666667,0.1153846153801327,0.1607142856664541,-1.4131703296860243,1.0
131,Plastic,15.76,1.06,0.84,7.333333333333333,0.6041181040946341,0.2232142856478529,-2.0358002830772537,1.0
132,Cardboard,3.1,0.8,0.99,4.666666666666667,0.11227661227225033,0.14583333328993056,-1.4215670163313459,1.0
133,Plastic,1.33,1.96,0.69,7.333333333333333,0.04351204351035307,0.49107142842527635,-2.108624958419311,1.0
134,Cardboard,2.8,0.72,0.99,4.333333333333333,0.10062160061769147,0.1220238094874929,-1.3322063769684445,1.0
135,Paper/Bio-Based,1.87,0.54,1.0,2.6666666666666665,0.06449106448855901,0.06845238093200823,-0.8601169663738297,1.0
136,Cardboard,3.31,0.88,0.97,4.333333333333333,0.12043512043044154,0.1696428570923682,-1.3099766067431569,1.0
137,Cardboard,2.94,0.74,0.97,4.666666666666667,0.10606060605648561,0.12797619043810232,-1.4267889610516238,1.0
138,Plastic,14.65,1.14,0.84,7.666666666666667,0.5609945609727663,0.24702380945029048,-2.141594488873083,1.0
139,Plastic,12.72,1.06,0.85,7.333333333333333,0.48601398599510437,0.2232142856478529,-2.0722315185071127,1.0
140,Cardboard,2.78,0.81,0.99,4.333333333333333,0.09984459984072087,0.14880952376523526,-1.324403762918213,1.0
141,Steel,24.96,3.58,0.94,9.0,0.9615384615011058,0.9732142854246386,-2.2135741759222762,1.0
142,Paper/Bio-Based,2.5,0.58,1.0,2.0,0.08896658896313261,0.08035714283322704,-0.6492028804610921,1.0
143,Plastic,1.5,1.96,0.62,7.0,0.050116550114603094,0.49107142842527635,-1.9996436064380363,1.0
144,Plastic,12.72,1.06,0.82,6.666666666666667,0.48601398599510437,0.2232142856478529,-1.8692315185071129,1.0
145,Plastic,14.41,1.21,0.93,7.333333333333333,0.5516705516491193,0.26785714277742345,-2.047141691672037,1.0
146,Plastic,12.28,0.92,0.81,8.333333333333334,0.4689199689017513,0.18154761899358704,-2.3858597236313983,1.0
147,Cardboard,2.98,0.76,1.0,4.0,0.1076146076104268,0.13392857138871175,-1.2275370463002584,1.0
148,Plastic,14.65,1.06,0.9,7.0,0.5609945609727663,0.2232142856478529,-1.9547373460138144,1.0
149,Steel,25.43,3.64,0.96,9.0,0.9797979797599147,0.9910714282764669,-2.204739177589085,1.0
150,Paper/Bio-Based,2.44,0.56,0.94,3.0,0.08663558663222085,0.07440476188261765,-0.9456878954455483,1.0
151,Plastic,15.25,1.15,0.94,7.0,0.584304584281884,0.2499999999255952,-1.9437086247377564,1.0
152,Steel,24.33,3.58,0.99,9.333333333333334,0.9370629370265321,0.9732142854246386,-2.325916833264649,1.0
153,Plastic,12.7,1.0,0.87,8.333333333333334,0.48523698521813374,0.20535714279602466,-2.379821761595753,1.0
154,Cardboard,2.77,0.76,1.0,5.333333333333333,0.09945609945223559,0.13392857138871175,-1.6299845987477157,1.0
155,Plastic,14.68,1.21,0.85,7.333333333333333,0.5621600621382222,0.26785714277742345,-2.035994838525306,1.0
156,Plastic,15.75,1.16,0.87,8.0,0.6037296037061488,0.2529761904008999,-2.2299882617678857,1.0
157,Plastic,1.42,2.05,0.77,8.0,0.047008547006720726,0.5178571427030186,-2.307540293087078,1.0
158,Cardboard,2.98,0.77,0.99,4.666666666666667,0.1076146076104268,0.13690476186401646,-1.4256441891576672,1.0
159,Plastic,12.01,1.0,0.81,7.666666666666667,0.4584304584126484,0.20535714279602466,-2.181863719637398,1.0
160,Cardboard,3.06,0.73,1.0,3.6666666666666665,0.11072261071830916,0.12499999996279762,-1.129283216795668,1.0
161,Paper/Bio-Based,2.54,0.53,0.99,3.0,0.0905205905170738,0.06547619045670353,-0.9522009657078667,1.0
162,Steel,24.63,3.48,0.95,9.0,0.9487179486810909,0.9434523806715915,-2.2273489011941954,1.0
163,Cardboard,3.37,0.85,1.0,4.666666666666667,0.1227661227613533,0.1607142856664541,-1.414955877471658,1.0
164,Plastic,14.93,1.14,0.88,7.0,0.5718725718503546,0.24702380945029048,-1.9423310856098066,1.0
165,Steel,24.22,3.61,0.86,8.666666666666666,0.9327894327531938,0.9821428568505527,-2.111520313118876,1.0
166,Cardboard,3.07,0.86,0.99,4.333333333333333,0.11111111110679445,0.1636904761417588,-1.3165595238254337,1.0
167,Paper/Bio-Based,2.4,0.54,0.98,3.0,0.08508158507827966,0.06845238093200823,-0.9519398101969135,1.0
168,Plastic,12.02,1.06,0.9,7.333333333333333,0.45881895880113366,0.2232142856478529,-2.0853900266653036,1.0
169,Plastic,1.26,2.02,0.77,8.0,0.040792540790956004,0.5089285712771046,-2.3120836663795816,1.0
170,Plastic,14.65,1.17,0.95,7.0,0.5609945609727663,0.2559523808762046,-1.9499159174453087,1.0
171,Paper/Bio-Based,1.6,0.51,1.0,2.0,0.054001553999456046,0.05952380950609411,-0.665942390948335,1.0
172,Cardboard,2.94,0.79,0.97,4.333333333333333,0.10606060605648561,0.14285714281462586,-1.3223246753386664,1.0
173,Cardboard,3.06,0.79,0.96,4.666666666666667,0.11072261071830916,0.14285714281462586,-1.4199260739401196,1.0
174,Plastic,15.74,1.21,0.87,7.333333333333333,0.6033411033176636,0.26785714277742345,-2.0256405261714736,1.0
175,Cardboard,3.14,0.8,0.99,4.666666666666667,0.11383061382619152,0.14583333328993056,-1.4211008158651635,1.0
176,Plastic,12.7,0.9,0.88,7.0,0.48523698521813374,0.17559523804297764,-1.9897503330216668,1.0
177,Plastic,14.61,1.14,0.92,7.666666666666667,0.5594405594188251,0.24702380945029048,-2.150060689339265,1.0
178,Cardboard,3.18,0.92,0.95,5.0,0.1153846153801327,0.18154761899358704,-1.505920329687884,1.0
179,Steel,25.68,3.58,0.94,9.0,0.989510489472047,0.9732142854246386,-2.205182567530994,1.0
180,Plastic,1.26,2.07,0.78,7.0,0.040792540790956004,0.5238095236536281,-2.008619380666625,1.0
181,Cardboard,2.83,0.8,0.98,4.666666666666667,0.10178710178314736,0.14583333328993056,-1.4237138694780769,1.0
182,Plastic,15.75,1.2,0.89,8.333333333333334,0.6037296037061488,0.2648809523021187,-2.3284168331975197,1.0
183,Plastic,14.68,1.07,0.93,6.666666666666667,0.5621600621382222,0.2261904761231576,-1.856494838521586,1.0
184,Plastic,11.84,0.96,0.85,8.0,0.45182595180839835,0.19345238089480582,-2.2914165001890385,1.0
185,Paper/Bio-Based,1.96,0.52,0.99,2.333333333333333,0.06798756798492667,0.06249999998139882,-0.7598537296101022,1.0
186,Cardboard,3.06,0.85,0.97,3.6666666666666665,0.11072261071830916,0.1607142856664541,-1.115568931084571,1.0
187,Plastic,15.74,1.15,0.9,7.0,0.6033411033176636,0.2499999999255952,-1.9339976690270226,1.0
188,Plastic,11.55,1.08,0.85,8.333333333333334,0.4405594405423248,0.2291666665984623,-2.384082167857764,1.0
189,Steel,24.62,3.48,0.94,8.666666666666666,0.9483294482926058,0.9434523806715915,-2.1264654513107404,1.0
190,Plastic,14.65,1.21,0.95,7.666666666666667,0.5609945609727663,0.26785714277742345,-2.1463444888749432,1.0
191,Plastic,15.25,1.08,0.91,6.666666666666667,0.584304584281884,0.2291666665984623,-1.846958624735896,1.0
192,Plastic,1.5,1.95,0.62,7.333333333333333,0.050116550114603094,0.4880952379499716,-2.100536463580627,1.0
193,Cardboard,2.78,0.88,0.98,4.666666666666667,0.09984459984072087,0.1696428570923682,-1.4171537629200734,1.0
194,Plastic,12.72,1.07,0.86,7.666666666666667,0.48601398599510437,0.2261904761231576,-2.1723386613645213,1.0
195,Steel,24.33,3.67,0.88,9.0,0.9370629370265321,0.999999999702381,-2.2068811189813258,1.0
196,Cardboard,2.94,0.85,0.97,3.333333333333333,0.10606060605648561,0.1607142856664541,-1.016967532483118,1.0
197,Paper/Bio-Based,2.5,0.56,1.0,3.0,0.08896658896313261,0.07440476188261765,-0.9509885947462748,1.0
198,Plastic,14.4,1.15,0.94,7.333333333333333,0.551282051260634,0.2499999999255952,-2.053615384644131,1.0
199,Cardboard,3.05,0.72,0.96,3.6666666666666665,0.11033411032982385,0.1220238094874929,-1.126292624054805,1.0
200,Plastic,14.41,1.15,0.87,8.0,0.5516705516491193,0.2499999999255952,-2.2464988345275856,1.0
201,Plastic,11.28,1.01,0.82,7.666666666666667,0.4300699300532218,0.20833333327132936,-2.190479021002634,1.0
202,Cardboard,3.07,0.73,0.99,4.0,0.11111111110679445,0.12499999996279762,-1.2281666666791222,1.0
203,Cardboard,2.77,0.92,1.0,3.333333333333333,0.09945609945223559,0.18154761899358704,-1.0156988844662531,1.0
204,Plastic,14.59,1.13,0.94,8.333333333333334,0.5586635586418546,0.24404761897498578,-2.353186646714948,1.0
205,Plastic,11.69,1.06,0.94,8.0,0.44599844598111893,0.2232142856478529,-2.2932361805113084,1.0
206,Plastic,15.76,1.18,0.9,7.333333333333333,0.6041181040946341,0.2589285713515093,-2.031085997366157,1.0
207,Plastic,1.86,2.05,0.68,7.666666666666667,0.06410256410007373,0.5178571427030186,-2.193412087959072,1.0
208,Plastic,12.01,1.06,0.84,8.0,0.4584304584126484,0.2232142856478529,-2.2795065767818494,1.0
209,Steel,25.43,3.58,0.97,9.333333333333334,0.9797979797599147,0.9732142854246386,-2.311096320444634,1.0
210,Plastic,14.28,1.18,0.9,7.0,0.5466200465988104,0.2589285713515093,-1.9483354146149043,1.0
211,Cardboard,2.98,0.76,1.0,4.333333333333333,0.1076146076104268,0.13392857138871175,-1.3275370463002583,1.0
212,Paper/Bio-Based,1.83,0.47,1.0,2.6666666666666665,0.06293706293461784,0.04761904760487528,-0.8668331668381519,1.0
213,Cardboard,2.6,0.74,0.96,4.333333333333333,0.09285159284798557,0.12797619043810232,-1.3297516650141736,1.0
214,Plastic,11.34,0.92,0.84,7.666666666666667,0.4324009323841336,0.18154761899358704,-2.1998154345866836,1.0
215,Plastic,15.11,1.18,0.82,7.666666666666667,0.5788655788430899,0.2589285713515093,-2.13066175494162,1.0
216,Cardboard,3.77,0.85,0.97,4.333333333333333,0.13830613830076513,0.1607142856664541,-1.307293872809834,1.0
217,Plastic,14.55,1.2,0.93,7.333333333333333,0.5571095570879134,0.2648809523021187,-2.04640284718299,1.0
218,Paper/Bio-Based,1.6,0.5,1.0,2.333333333333333,0.054001553999456046,0.0565476190307894,-0.7668352480909262,1.0
219,Plastic,14.41,1.18,0.95,7.333333333333333,0.5516705516491193,0.2589285713515093,-2.0518202630998115,1.0
220,Cardboard,3.87,0.77,0.99,4.333333333333333,0.14219114218561807,0.13690476186401646,-1.3152712287851094,1.0
221,Cardboard,2.78,0.76,1.0,4.0,0.09984459984072087,0.13392857138871175,-1.2298680486311702,1.0
222,Plastic,12.72,0.92,0.95,8.333333333333334,0.48601398599510437,0.18154761899358704,-2.394731518503393,1.0
223,Paper/Bio-Based,2.02,0.5,1.0,2.0,0.07031857031583845,0.0565476190307894,-0.6619401431960116,1.0
224,Cardboard,3.22,0.85,0.96,4.0,0.11693861693407388,0.1607142856664541,-1.2127041292198417,1.0
225,Plastic,1.42,1.96,0.73,7.333333333333333,0.047008547006720726,0.49107142842527635,-2.1115760073704006,1.0
226,Plastic,12.45,0.92,0.85,8.333333333333334,0.47552447550600135,0.18154761899358704,-2.3878783716501233,1.0
227,Cardboard,3.18,0.81,0.99,4.333333333333333,0.1153846153801327,0.14880952376523526,-1.3197417582563895,1.0
228,Cardboard,3.07,0.73,1.0,4.666666666666667,0.11111111110679445,0.12499999996279762,-1.4291666666791225,1.0
229,Plastic,14.94,1.21,0.9,7.666666666666667,0.5722610722388399,0.26785714277742345,-2.1379645354951204,1.0
230,Steel,25.68,3.6,0.88,9.333333333333334,0.989510489472047,0.9791666663752481,-2.2973968532458118,1.0
231,Cardboard,3.39,0.72,0.97,4.333333333333333,0.1235431235383239,0.1220238094874929,-1.3233299200922548,1.0
232,Paper/Bio-Based,1.76,0.52,1.0,2.333333333333333,0.06021756021522077,0.06249999998139882,-0.763184731941014,1.0
233,Plastic,12.72,1.06,0.84,8.0,0.48601398599510437,0.2232142856478529,-2.271231518507113,1.0
234,Plastic,1.5,1.99,0.62,7.0,0.050116550114603094,0.4999999998511905,-1.9969650350102621,1.0
235,Cardboard,2.6,0.85,1.0,4.333333333333333,0.09285159284798557,0.1607142856664541,-1.323930236445668,1.0
236,Plastic,14.28,1.15,0.86,7.666666666666667,0.5466200465988104,0.2499999999255952,-2.147013986042678,1.0
237,Cardboard,2.82,0.78,0.98,5.0,0.10139860139466206,0.13988095233932116,-1.525616133879805,1.0
