Unnamed: 0,Recyclability (%),Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%),Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability Category,suitability_score,predicted_score,rank
385,0.0450342367022474,-0.7170606415876387,1.1258189307359407,0.3136828714777965,0.3533323999329009,0.0444865724986143,0.4891637411582068,0.7218588259977871,-0.2221060784616492,0.2399615842914376,0.7875563180993618,0.6980516394007099,0.8485879326643999,-0.6806181003451727,-0.1603693532211897,-0.2018532508684273,1.573427212108086,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,16.366125567837237,16.3661255678372,11.0
402,0.7447969916140832,0.7861299805172459,-0.7212020802164334,-0.8444470047187975,-0.9083773471692684,-0.6249715573349024,-0.9020358896587118,-0.4371415998074248,0.3338488881224792,-0.7175088956041015,-1.2417607931157453,-1.4452992991020406,-0.8643978647222729,1.1045576650794282,-0.2998147700149924,0.3487177142752382,1.7191943107775,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,16.35645350169523,16.356453501695196,12.0
400,0.5115427399768046,0.837964139900173,-0.5818042680690845,-0.8436898449977388,-0.7281330975832442,-0.5580257443515506,-0.9437718785832194,-0.5095791264202506,-0.1109150851448235,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.7159956298001602,1.1053799133592903,-0.3745502221528474,-0.0642105095825109,1.7020452403458044,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,16.353605481777326,16.35360548177729,13.0
398,0.6281698657954439,0.7342958211343189,-0.5469548150322472,-0.8400392534854911,-0.54788884799722,-0.5312474191582099,-0.8602999007342043,-0.5820166530330763,0.2226578948056535,-0.7175088956041015,-1.2417607931157453,-0.9094615644763532,-0.847437609302603,1.3137077275389388,-0.3772844460115494,-0.47713873344026,1.6848961699141085,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,16.310841504075345,16.310841504075313,14.0
379,-0.4214742665723097,-0.6133923228217846,1.021270571625429,0.2339918108363618,0.3533323999329009,-0.0760158908714188,0.43351575592553,0.7942963526106128,0.6674218680729562,0.7186968242392072,0.7875563180993618,0.6980516394007099,0.8924019258318809,-0.6340489477675189,-0.0601144784021159,1.1745741619907364,1.521980000812999,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,16.209170937935582,16.209170937935546,15.0
396,0.9780512432513616,1.0453007774318812,-0.4772559089585727,-0.84114795164847,-0.7281330975832442,-0.6115823947382321,-0.9020358896587118,-0.5820166530330763,1.0009948480234334,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.8658112193405787,1.1261229949649068,-0.2496873326054554,-0.3394959921543437,1.6677470994824128,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,16.178449095176855,16.17844909517682,16.0
394,0.8614241174327224,0.9934666180489542,-0.5121053619954099,-0.8424729811603229,-0.7281330975832442,-0.5312474191582099,-0.8881238933505426,-0.5820166530330763,0.6674218680729562,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.8191705169364861,1.3452147866263884,-0.3390053119897212,0.0734322317034054,1.650598029050717,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,16.171231556311973,16.171231556311934,17.0
381,-0.7713556440282276,-0.7170606415876387,0.9167222125149171,-0.056595273538547,0.3533323999329009,-0.0894050534680888,0.5308997300827144,0.9391714058362642,-0.1109150851448235,0.2399615842914376,1.1934197403423832,0.6980516394007099,0.8726149611755991,-0.5970851500955289,-0.1713062486559977,0.7616459381329873,1.5391290712446946,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,16.140030716624917,16.140030716624892,18.0
392,0.9780512432513616,0.837964139900173,-0.6863526271795962,-0.8447715017421084,-0.7281330975832442,-0.571414906948221,-0.8881238933505426,-0.5095791264202506,0.6674218680729562,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.8714646378138022,1.2632889580146571,-0.2797637950511776,0.3487177142752382,1.6334489586190213,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,16.135080375629258,16.135080375629226,19.0
377,-0.1882200149350311,-0.6133923228217846,0.9864211185885916,-0.013139713833496,0.1730881503468767,0.0177082473052736,0.43351575592553,0.7942963526106128,0.1114669014888278,0.2399615842914376,0.3816928958563403,0.1622139047750223,0.8118407125884483,-0.5574303580530806,-0.1312042987283682,1.03693142070482,1.504830930381303,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,16.075458534887513,16.07545853488748,20.0
388,0.7447969916140832,0.7861299805172459,-0.7212020802164334,-0.8444470047187975,-0.9083773471692684,-0.5446365817548803,-0.8602999007342043,-0.5820166530330763,0.3338488881224792,-0.2387736556563319,-1.2417607931157453,-0.3736238298506654,-0.8643978647222729,1.1045576650794282,-0.2998147700149924,0.3487177142752382,1.5991508177556295,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,15.902541430962069,15.902541430962039,21.0
373,-0.1882200149350311,-0.6652264822047116,0.9515716655517544,1.2321987373779018,0.1730881503468767,0.0043190847086032,0.363955774384684,0.5045462461593098,-0.2221060784616492,0.2399615842914376,0.7875563180993618,0.1622139047750223,0.8076006487335308,-0.6502322889120807,-0.1421411941631763,0.624003196847071,1.4705327895179117,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,15.874236701234459,15.874236701234434,22.0
375,0.3949156141581653,-0.7170606415876387,1.021270571625429,-0.1663834330920674,0.3533323999329009,0.0310974099019439,0.4891637411582068,0.8667338792234385,-0.2221060784616492,0.7186968242392072,0.3816928958563403,0.6980516394007099,0.7736801378941907,-0.6502322889120807,-0.1448754180218783,-0.2018532508684273,1.487681859949607,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,15.87263822812328,15.87263822812325,23.0
390,0.278288488339526,0.8897982992831001,-0.6515031741427589,-0.8448526259979361,-0.7281330975832442,-0.3571883054014956,-0.8881238933505426,-0.5820166530330763,0.6674218680729562,-0.7175088956041015,-1.2417607931157453,-1.4452992991020406,-0.8078636799900394,1.1133781466270416,-0.2660926757576675,-0.2018532508684273,1.6162998881873256,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,15.8482327474303,15.848232747430272,24.0
371,0.0450342367022474,-0.7170606415876387,1.1258189307359407,0.3136828714777965,0.3533323999329009,-0.0492375656780781,0.4752517448500376,0.7218588259977871,-0.2221060784616492,0.7186968242392072,0.7875563180993618,0.6980516394007099,0.8485879326643999,-0.6806181003451727,-0.1603693532211897,-0.2018532508684273,1.4533837190862158,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,15.840434750993056,15.84043475099303,25.0
386,0.5115427399768046,0.837964139900173,-0.5818042680690845,-0.8436898449977388,-0.7281330975832442,-0.450912443578188,-0.9298598822750502,-0.5095791264202506,-0.1109150851448235,-0.7175088956041015,-0.4300339486297024,-0.9094615644763532,-0.7159956298001602,1.1053799133592903,-0.3745502221528474,-0.0642105095825109,1.582001747323934,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,15.834405898844047,15.834405898844015,26.0
369,-0.538101392390949,-0.7688948009705657,1.0561200246622662,0.0577358443413259,0.1730881503468767,-0.0492375656780781,0.5308997300827144,1.01160893244909,0.7786128613897819,1.197432064186977,0.3816928958563403,0.1622139047750223,0.7722667832758849,-0.5941325312723872,-0.1776861043263025,1.3122169032766529,1.43623464865452,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,15.690482581717559,15.69048258171753,27.0
380,0.8614241174327224,0.9934666180489542,-0.5121053619954099,-0.8424729811603229,-0.7281330975832442,-0.5178582565615396,-0.8742118970423735,-0.3647040731945991,0.6674218680729562,-0.2387736556563319,-1.2417607931157453,-0.3736238298506654,-0.8191705169364861,1.3452147866263884,-0.3390053119897212,0.0734322317034054,1.5305545360288468,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,15.665633413868242,15.66563341386821,28.0
382,0.9780512432513616,1.0453007774318812,-0.4772559089585727,-0.84114795164847,-0.7281330975832442,-0.6115823947382321,-0.8742118970423735,-0.5820166530330763,1.0009948480234334,-1.1962441355518711,-0.8358973708727238,-0.9094615644763532,-0.8658112193405787,1.1261229949649068,-0.2496873326054554,-0.3394959921543437,1.5477036064605425,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,15.642098779951633,15.642098779951603,29.0
367,-0.7713556440282276,-0.7170606415876387,0.9167222125149171,-0.056595273538547,0.3533323999329009,-0.0894050534680888,0.43351575592553,0.9391714058362642,-0.1109150851448235,0.2399615842914376,1.1934197403423832,0.6980516394007099,0.8726149611755991,-0.5970851500955289,-0.1713062486559977,0.7616459381329873,1.4190855782228242,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,15.618410704448626,15.618410704448596,30.0
365,-0.4214742665723097,-0.6133923228217846,1.021270571625429,0.2339918108363618,0.3533323999329009,-0.0760158908714188,0.4196037596173608,0.7942963526106128,0.6674218680729562,0.2399615842914376,0.3816928958563403,0.1622139047750223,0.8924019258318809,-0.6340489477675189,-0.0601144784021159,1.1745741619907364,1.4019365077911283,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,15.608253141983587,15.608253141983555,31.0
384,0.6281698657954439,0.7342958211343189,-0.5469548150322472,-0.8400392534854911,-0.54788884799722,-0.6249715573349024,-0.8881238933505426,-0.5820166530330763,0.2226578948056535,-0.7175088956041015,-1.2417607931157453,-1.4452992991020406,-0.847437609302603,1.3137077275389388,-0.3772844460115494,-0.47713873344026,1.5648526768922382,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,15.577160615880047,15.577160615880018,32.0
378,0.9780512432513616,0.837964139900173,-0.6863526271795962,-0.8447715017421084,-0.7281330975832442,-0.571414906948221,-0.8881238933505426,-0.5095791264202506,0.6674218680729562,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.8714646378138022,1.2632889580146571,-0.2797637950511776,0.3487177142752382,1.513405465597151,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,15.428790565159737,15.42879056515971,33.0
363,-0.1882200149350311,-0.6133923228217846,0.9864211185885916,-0.013139713833496,0.1730881503468767,0.0177082473052736,0.5448117263908836,0.7942963526106128,0.1114669014888278,1.197432064186977,0.3816928958563403,0.1622139047750223,0.8118407125884483,-0.5574303580530806,-0.1312042987283682,1.03693142070482,1.3847874373594329,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,15.413700659849694,15.413700659849667,34.0
359,-0.1882200149350311,-0.6652264822047116,0.9515716655517544,1.2321987373779018,0.1730881503468767,-0.0492375656780781,0.4056917633091916,1.0840464590619157,-0.2221060784616492,0.7186968242392072,0.3816928958563403,0.6980516394007099,0.8076006487335308,-0.6502322889120807,-0.1421411941631763,0.624003196847071,1.350489296496041,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,15.382099634319781,15.382099634319752,35.0
376,0.278288488339526,0.8897982992831001,-0.6515031741427589,-0.8448526259979361,-0.7281330975832442,-0.3571883054014956,-0.9020358896587118,-0.5820166530330763,0.6674218680729562,-0.2387736556563319,-1.2417607931157453,-0.9094615644763532,-0.8078636799900394,1.1133781466270416,-0.2660926757576675,-0.2018532508684273,1.4962563951654553,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,15.372364608271608,15.372364608271578,36.0
361,0.3949156141581653,-0.7170606415876387,1.021270571625429,-0.1663834330920674,0.3533323999329009,0.0310974099019439,0.4891637411582068,0.8667338792234385,-0.2221060784616492,0.7186968242392072,0.7875563180993618,0.6980516394007099,0.7736801378941907,-0.6502322889120807,-0.1448754180218783,-0.2018532508684273,1.367638366927737,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,15.37198685746366,15.371986857463634,37.0
374,0.7447969916140832,0.7861299805172459,-0.7212020802164334,-0.8444470047187975,-0.9083773471692684,-0.6249715573349024,-0.8602999007342043,-0.5820166530330763,0.3338488881224792,-0.2387736556563319,-1.2417607931157453,-0.3736238298506654,-0.8643978647222729,1.1045576650794282,-0.2998147700149924,0.3487177142752382,1.4791073247337594,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,15.358040860741104,15.358040860741076,38.0
355,-0.538101392390949,-0.7688948009705657,1.0561200246622662,0.0577358443413259,0.1730881503468767,-0.1697400290481109,0.4474277522336992,0.9391714058362642,0.7786128613897819,1.197432064186977,0.3816928958563403,0.6980516394007099,0.7722667832758849,-0.5941325312723872,-0.1776861043263025,1.3122169032766529,1.3161911556326498,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,15.18372964208089,15.183729642080865,39.0
370,0.6281698657954439,0.7342958211343189,-0.5469548150322472,-0.8400392534854911,-0.54788884799722,-0.5312474191582099,-0.8742118970423735,-0.5820166530330763,0.2226578948056535,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.847437609302603,1.3137077275389388,-0.3772844460115494,-0.47713873344026,1.4448091838703678,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,15.103320656433366,15.103320656433338,40.0
357,0.0450342367022474,-0.7170606415876387,1.1258189307359407,0.3136828714777965,0.3533323999329009,0.0444865724986143,0.5169877337745452,0.7218588259977871,-0.2221060784616492,0.2399615842914376,0.3816928958563403,0.6980516394007099,0.8485879326643999,-0.6806181003451727,-0.1603693532211897,-0.2018532508684273,1.3333402260643454,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,15.102930834894806,15.10293083489478,41.0
372,0.5115427399768046,0.837964139900173,-0.5818042680690845,-0.8436898449977388,-0.7281330975832442,-0.5580257443515506,-0.9298598822750502,-0.5095791264202506,-0.1109150851448235,-0.7175088956041015,-0.4300339486297024,-1.4452992991020406,-0.7159956298001602,1.1053799133592903,-0.3745502221528474,-0.0642105095825109,1.4619582543020635,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,15.101326461899568,15.101326461899536,42.0
368,0.9780512432513616,1.0453007774318812,-0.4772559089585727,-0.84114795164847,-0.7281330975832442,-0.6115823947382321,-0.8881238933505426,-0.5820166530330763,1.0009948480234334,-1.1962441355518711,-0.8358973708727238,-0.9094615644763532,-0.8658112193405787,1.1261229949649068,-0.2496873326054554,-0.3394959921543437,1.4276601134386722,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,15.100365833866993,15.100365833866967,43.0
353,-0.7713556440282276,-0.7170606415876387,0.9167222125149171,-0.056595273538547,0.3533323999329009,-0.009070077888067,0.3500437780765148,0.9391714058362642,-0.1109150851448235,0.2399615842914376,1.1934197403423832,0.1622139047750223,0.8726149611755991,-0.5970851500955289,-0.1713062486559977,0.7616459381329873,1.299042085200954,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,15.054800144172878,15.054800144172853,44.0
351,-0.4214742665723097,-0.6133923228217846,1.021270571625429,0.2339918108363618,0.3533323999329009,0.0310974099019439,0.3778677706928532,0.7942963526106128,0.6674218680729562,0.7186968242392072,0.7875563180993618,0.6980516394007099,0.8924019258318809,-0.6340489477675189,-0.0601144784021159,1.1745741619907364,1.2818930147692582,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,14.963872236041786,14.963872236041757,45.0
366,0.8614241174327224,0.9934666180489542,-0.5121053619954099,-0.8424729811603229,-0.7281330975832442,-0.5178582565615396,-0.8881238933505426,-0.3647040731945991,0.6674218680729562,-0.2387736556563319,-1.2417607931157453,-0.3736238298506654,-0.8191705169364861,1.3452147866263884,-0.3390053119897212,0.0734322317034054,1.4105110430069765,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,14.95876393688588,14.958763936885848,46.0
364,0.9780512432513616,0.837964139900173,-0.6863526271795962,-0.8447715017421084,-0.7281330975832442,-0.571414906948221,-0.8602999007342043,-0.5820166530330763,0.6674218680729562,-0.7175088956041015,-0.8358973708727238,-0.9094615644763532,-0.8714646378138022,1.2632889580146571,-0.2797637950511776,0.3487177142752382,1.3933619725752806,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,14.909369321323473,14.909369321323446,47.0
349,-0.1882200149350311,-0.6133923228217846,0.9864211185885916,-0.013139713833496,0.1730881503468767,-0.0492375656780781,0.43351575592553,0.7942963526106128,0.1114669014888278,1.197432064186977,0.3816928958563403,0.1622139047750223,0.8118407125884483,-0.5574303580530806,-0.1312042987283682,1.03693142070482,1.2647439443375623,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,14.888711572286253,14.888711572286228,48.0
362,0.7447969916140832,0.8897982992831001,-0.6515031741427589,-0.8448526259979361,-0.7281330975832442,-0.3571883054014956,-0.8881238933505426,-0.5820166530330763,0.6674218680729562,-0.2387736556563319,-1.2417607931157453,-0.9094615644763532,-0.8078636799900394,1.1133781466270416,-0.2660926757576675,-0.2018532508684273,1.376212902143585,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,14.851228849515755,14.851228849515726,49.0
347,0.3949156141581653,-0.7170606415876387,1.021270571625429,-0.1663834330920674,0.3533323999329009,-0.0626267282747484,0.3917797670010224,0.8667338792234385,-0.2221060784616492,0.7186968242392072,0.7875563180993618,0.6980516394007099,0.7736801378941907,-0.6502322889120807,-0.1448754180218783,-0.2018532508684273,1.2475948739058669,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,14.822870739877951,14.822870739877922,50.0
345,-0.1882200149350311,-0.6652264822047116,0.9515716655517544,1.2321987373779018,0.1730881503468767,0.0043190847086032,0.43351575592553,0.5045462461593098,-0.2221060784616492,0.7186968242392072,0.7875563180993618,0.6980516394007099,0.8076006487335308,-0.6502322889120807,-0.1421411941631763,0.624003196847071,1.230445803474171,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,-1.3916314725440362,1.0149634248429074,14.671965817697902,14.67196581769788,51.0
343,-0.4214742665723097,-0.7688948009705657,1.0561200246622662,0.0577358443413259,0.1730881503468767,-0.0492375656780781,0.4891637411582068,1.01160893244909,0.7786128613897819,1.197432064186977,0.3816928958563403,0.1622139047750223,0.7722667832758849,-0.5941325312723872,-0.1776861043263025,1.3122169032766529,1.213296733042475,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,14.671753431560477,14.671753431560456,52.0
360,0.9780512432513616,0.7861299805172459,-0.7212020802164334,-0.8444470047187975,-0.9083773471692684,-0.5446365817548803,-0.8742118970423735,-0.5095791264202506,0.3338488881224792,-0.7175088956041015,-1.2417607931157453,-1.4452992991020406,-0.8643978647222729,1.1045576650794282,-0.2998147700149924,0.3487177142752382,1.359063831711889,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-1.3916314725440362,-0.9852571782621392,14.602655385618364,14.602655385618341,53.0
358,0.5115427399768046,0.837964139900173,-0.5818042680690845,-0.8436898449977388,-0.7281330975832442,-0.450912443578188,-0.915947885966881,-0.5095791264202506,-0.1109150851448235,-1.1962441355518711,-0.8358973708727238,-0.3736238298506654,-0.7159956298001602,1.1053799133592903,-0.3745502221528474,-0.0642105095825109,1.3419147612801934,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,0.3069157024039716,-0.9852571782621392,14.596601702985742,14.596601702985716,54.0
341,0.0450342367022474,-0.7170606415876387,1.1258189307359407,0.3136828714777965,0.1730881503468767,0.0310974099019439,0.4613397485418684,0.5769837727721355,-0.2221060784616492,0.7186968242392072,0.3816928958563403,0.6980516394007099,0.8485879326643999,-0.6806181003451727,-0.1603693532211897,-0.2018532508684273,1.1961476626107794,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,1.4392804857026436,1.0149634248429074,14.552026592565626,14.552026592565609,55.0
356,0.6281698657954439,0.7342958211343189,-0.5469548150322472,-0.8400392534854911,-0.54788884799722,-0.6249715573349024,-0.9020358896587118,-0.5820166530330763,0.2226578948056535,-0.7175088956041015,-1.2417607931157453,-1.4452992991020406,-0.847437609302603,1.3137077275389388,-0.3772844460115494,-0.47713873344026,1.3247656908484975,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,1.4392804857026436,-0.9852571782621392,14.517865323208994,14.51786532320897,56.0
337,0.278288488339526,-0.6133923228217846,1.021270571625429,0.2339918108363618,0.3533323999329009,-0.009070077888067,0.3778677706928532,0.7942963526106128,0.6674218680729562,0.2399615842914376,0.3816928958563403,0.6980516394007099,0.8924019258318809,-0.6340489477675189,-0.0601144784021159,1.1745741619907364,1.161849521747388,0.5930381131648669,0.6946906136791137,1.079332229440864,-1.1608812960213812,0.3069157024039716,1.0149634248429074,14.43693474799417,14.436934747994142,57.0
